"State","ViolentCrime","Murderandnonnegligentmanslaughter","Rape2","Rape3","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"HAWAII",209.136192086773,1.32718358371699,28.7789282363896,21.0952338043438,70.4804334721288,108.549646794537,2590.8020589507,369.585702181401,1910.16643580657,311.049920962725
"IDAHO",215.69127029781,1.93476576163457,41.9653699852862,32.2291196225441,11.6107720658971,160.180362484992,1744.42393303614,370.169314898095,1261.17385898766,113.080759150381
"ILLINOIS",390.849781743329,5.9377725566032,37.6453122620475,27.6161179432063,118.758057677745,228.508639246933,2002.77946726574,364.241053634434,1498.66025533707,139.878158294234
"INDIANA",413.027976849831,6.10389741613436,37.9989484213068,28.3301833506186,117.395992614362,251.529138398029,2697.67319654354,548.630006331224,1934.20800445278,214.835185759528
"IOWA",286.387696658044,2.32691215348145,37.0138907586992,27.2369059839313,33.646698061814,213.400195684049,2050.5806841516,477.59896928827,1433.56499272903,139.416722134292
"KANSAS",394.010397387839,4.4681727814309,56.2256996490502,43.574372714075,63.4258666276997,269.890658329658,2737.58752436517,530.750012867199,1965.55632332432,241.281188173646
"KENTUCKY",218.682615116407,4.72335971801294,33.7206586929757,22.5333873990218,74.7399672664955,105.498629438923,2177.76808349389,503.05927731753,1498.8337818462,175.875024330152
"LOUISIANA",542.278443727367,10.4152697846746,37.0448179277316,27.0419277270887,119.975527681021,374.84282833394,3359.00266074912,760.922174090322,2388.34041432416,209.740072334646
"MAINE",130.065717415115,1.73019751333004,35.657113970367,26.6299965095146,23.3952794193758,69.2831265120422,1830.0223872513,352.358484888605,1416.42995558658,61.2339467761155
"MARYLAND",457.212230751826,8.59083501084926,27.7370758296025,19.7123035907859,164.208150604663,256.676169306711,2314.99695075304,427.510584125169,1668.53661618663,218.949750441238
"MASSACHUSETTS",393.220723427973,1.91958572707241,30.5223776621798,23.6560879720483,78.7632670586966,282.015492980024,1695.91368026545,323.191294210537,1253.4349557363,119.287430318615
"MICHIGAN",416.04286972875,5.79072244456123,64.8643060663931,41.7926732996703,78.7364683056233,266.651372912173,1885.57489849542,403.86438265646,1322.68341361545,159.027102223515
"MINNESOTA",242.622678471304,2.42276569086894,42.2799937481715,30.7126537955266,68.69360466366,129.226314368604,2222.09511304479,351.556053143456,1725.15490216581,145.384157735527
"MISSISSIPPI",291.060773336371,9.25947865912439,41.2494967361789,29.5581847641102,85.5676299590825,154.984167981985,2943.9002660907,858.004401997512,1933.54118893429,152.354675158902
"MISSOURI",497.80801148086,8.26162974476514,42.0238306168355,30.5179670342174,104.883984713307,342.638566405952,2856.12199606683,559.35429071245,2017.13696585835,279.630739496028
"MONTANA",349.394403167067,3.50712326530186,52.684229722319,41.6791733986275,20.4242287489418,272.778821430504,2623.47920046469,371.626918041341,2017.75235822786,234.099924195488
"NEBRASKA",275.836092003391,3.28751941590918,45.8104632768424,34.2165975155428,52.8439592041428,173.894150106497,2246.89739147463,339.553688600625,1695.50017839338,211.843524480625
"NEVADA",695.921088816592,6.15736921211618,58.3912316295063,42.8248487898867,217.479664250418,413.892823724551,2668.32016244385,773.476267319763,1502.19053598515,392.653359138937
"NEW HAMPSHIRE",199.852531525079,1.07471970972201,46.658603144162,34.0953353629752,35.5667356477116,116.552473023484,1749.51197615145,261.211188682901,1421.09749824016,67.2032892283897
"NEW JERSEY",255.402621094656,4.05223792374492,15.3270596950462,11.3752904801545,108.606674270287,127.416649205577,1626.48792762413,312.122788837212,1182.88508846772,131.480050319195
"NEW MEXICO",664.211010122081,5.70085819855589,80.8399024839698,58.8307145004156,123.132186904238,454.538062535318,3788.82569817406,830.937496723122,2537.83132005915,420.056881391784
"NEW YORK",379.892950513799,3.08046019818278,30.6939968058155,22.1755888416825,120.975162094961,225.143331414839,1603.76573941957,223.635370980675,1302.7563884002,77.3739800386989
"NORTH CAROLINA",348.418752559518,5.18324751063697,26.9858173766351,19.4614096203343,88.2755325876184,227.974155084627,2751.77987285002,746.217599783472,1871.40471687537,134.15755619118
"NORTH DAKOTA",239.389003166752,2.77437586451534,45.5790320598948,36.4632256479158,19.5527441880128,171.482851054329,2116.45244521599,395.94306980726,1511.37428047883,209.135094929894
"OHIO",303.814523415998,4.53841759043152,45.3141497518088,36.6812983981899,113.501735423342,140.460220650416,2621.95879064892,613.556715917942,1853.57541887096,154.826655860016
"OKLAHOMA",422.283162219749,6.0000084430404,47.341714437893,34.6291852108361,76.8820717923035,292.059367546512,2886.75486349831,726.498898456389,1892.96986928548,267.286095756445
"OREGON",265.83628026374,2.47889690719096,39.4888295040495,28.9213267972262,56.5719195981011,167.296634254398,3056.04838912743,463.950287655525,2319.78165130307,272.31645016884
"PENNSYLVANIA",316.300932142395,5.17001817186513,33.8243925383256,24.5074765720893,102.043789146161,175.262732286044,1815.21375504554,310.579350291266,1409.48611019359,95.1482945606909
"PUERTO RICO",219.591259179859,16.8097123294059,4.74931940813694,3.54040174061117,117.149878734044,80.8823487082715,1085.63684919213,263.371348996685,705.000486445442,117.265013749999
"RHODE ISLAND",242.545190845765,2.74543736710663,43.4536466035153,31.998545864898,52.6366612452168,143.709445629926,1897.47590168683,373.663492688616,1392.31542613921,131.496982859004
"SOUTH CAROLINA",504.919304617832,8.16555728468687,46.9361142299261,34.8689905800532,80.5065847597726,369.311048343447,3298.96607884289,705.764417277396,2328.01484780543,265.186813760068
"SOUTH DAKOTA",383.663801728015,3.79595358807873,57.6808942065598,51.7306191699381,25.2540883468964,296.93286558648,1946.64305552092,345.551479753527,1462.33564430796,138.755931459442
"TENNESSEE",612.093482431629,6.15123648186241,40.5436177967089,29.7865293678362,113.237294249851,452.161333903207,2936.17001290396,655.227891948531,2085.95095464615,194.991166309284
"TEXAS",412.577120896934,4.80210404619713,44.6095088137588,32.481491103589,116.396899092118,246.76860894486,2832.8589579647,557.587424506851,2029.38187656511,245.889656892739
"UTAH",236.695622114385,1.83113018597755,55.0362023010063,36.6385274615971,44.46045889771,135.367830729691,2986.23748230461,416.749688703136,2278.18446054607,291.303333055402
"VERMONT",118.043198379661,1.59733691988716,21.7237821104654,19.3277767306347,16.1331028908604,78.5889764584485,1406.61489165264,314.355905833794,1063.82638864485,28.4325971739915
"VIRGINIA",195.793066040178,4.57451836277067,27.9476475916986,17.8317445620501,53.0278286757502,110.243071409959,1867.98609194607,254.759388678773,1516.39911482423,96.8275884430725
"WASHINGTON",284.695382474533,2.94730573890107,37.7712619086899,30.6172416801259,76.0625371851525,167.914277641789,3466.82206832813,711.761490004249,2380.03222462917,375.028353694709
"WEST VIRGINIA",341.728550566711,3.94259010236242,37.1618533156436,22.7930959023078,42.7569541062125,257.867153042492,2012.94416976351,507.677627532384,1383.41239183666,121.854150394463
"WISCONSIN",312.575471727902,4.24689555903487,31.2251583580081,21.4126555659829,93.0932353989107,184.010182411948,1985.83505144975,343.022051220895,1448.10325481605,194.709745412803
"WYOMING",222.22760650306,2.80592792566295,29.5181515295054,21.3655514156932,10.0824827363795,179.821044311512,1902.64248022125,300.509773791628,1501.07740858982,101.0552978398
