"State","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"ALABAMA",451.803403139256,8.73708337905781,35.7628156216133,151.631809253751,255.671694884834,4027.83774395104,988.877538773343,2738.53744327531,300.422761902381
"ALASKA",631.947459141888,4.89244866626437,81.0520151892517,80.8424109707555,465.160584315616,3612.22313818611,622.417622364396,2598.81620419741,390.989311624307
"ARIZONA",534.156163923667,7.72843249167174,35.404340435133,153.138908243659,337.884482753203,5008.11385558547,969.318191456457,3074.26122473986,964.534439389161
"ARKANSAS",532.633475996683,6.72654940211798,43.2115999309671,92.4622989013237,390.233027762274,4089.71783582258,1089.66033597403,2735.98483606112,264.072663787424
"CALIFORNIA",526.340159083267,6.92734921066274,25.9934733466019,176.081426880058,317.337909645945,3322.61185586342,693.346564764059,1916.48450893328,712.780782166086
"COLORADO",399.424477287934,3.75802462532545,43.6903526826989,85.4603583139365,266.515741665973,4035.37775833896,747.831241500374,2728.20600899678,559.340507841815
"CONNECTICUT",277.544706723949,2.93163487047081,20.106496766769,114.336611620031,140.169963466678,2567.42946215462,438.517353127603,1829.6121155352,299.299993491816
"DELAWARE",632.110052588901,4.38636007985546,44.6934527055543,154.826655791655,428.203584011836,3111.35189988667,688.895633082165,2143.98167686989,278.474589934608
"DISTRICT OF COLUMBIA",1458.98158290056,35.4209921147422,30.1532548258831,672.090619613057,721.316716346879,4746.95788171568,649.748147663758,2694.90173853495,1402.30799551697
"FLORIDA",708.638099675078,4.97048964395982,37.0862637941006,169.574995196617,497.006351040401,4011.3049469138,927.060438424198,2660.58404574851,423.660462741094
"GEORGIA",449.257499602343,6.27207178499836,23.6635084333345,155.030280910153,264.291638473858,4166.69840111418,932.046585495363,2743.70855102364,490.943264595179
"HAWAII",255.051046686475,1.88790177520749,26.8894710891106,78.4750884080989,147.798585414057,4793.12614294733,767.992322306963,3308.72768494053,716.406135699841
"IDAHO",256.79424524624,2.46505101272602,40.461231210381,18.6583331902222,195.209629832911,2697.17743022923,564.158248899608,1931.2552236623,201.763957667324
"INDIANA",345.345548979023,6.17644630880469,31.3870594634647,118.609950611631,189.172092595122,3630.00960196002,733.590523135917,2526.20229850281,370.216780321299
"IOWA",292.849812087081,1.30977938093568,27.9396083818173,39.2614072659975,224.33901705833,2841.42629670126,608.566750415079,2047.34814840158,185.511397884601
"KANSAS",387.763950118341,3.73852879860473,38.4720313071613,65.4164031879275,280.136986824647,3788.83353618245,689.651480606701,2759.19870127599,339.983354299758
"KENTUCKY",272.003448909422,4.71820020282707,34.1689600364738,91.1544287798496,141.961859890272,2531.59195962637,639.943642568148,1678.27376208154,213.374554976676
"LOUISIANA",597.955670943997,10.1241554024617,31.6522646247633,119.598277940922,436.58097297585,3671.46511903449,873.00596739328,2478.63717175843,319.821979882781
"MAINE",112.234588466885,1.45995293600891,24.6422984436649,24.4590012735601,61.6733358136512,2413.23561643701,478.526513159371,1832.68260193017,102.026501347469
"MARYLAND",702.96915142308,9.85645994527522,22.6055766136203,256.732212125303,413.774902738882,3544.09373064866,641.419844482204,2294.32317903688,608.350707129577
