"State","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"ALABAMA",451.219022972692,6.89548533942589,32.0805663338771,133.655701158191,278.587270141197,3782.22527651624,1039.75926669376,2506.39590788869,236.070101933797
"ALASKA",632.989195099833,3.17194399981003,73.2780774928876,93.7463729375761,462.792800669559,2946.23364850526,515.049652401838,2189.33252276382,241.851473339601
"ARIZONA",409.426095013798,5.38386936291945,32.0444653393917,123.292358077521,248.705402233966,3561.36716899867,810.837459050812,2355.39000098428,395.139708963585
"ARKANSAS",528.582280367691,6.26241014309628,48.0125577804696,93.5037263210295,380.803586123096,3857.50691247612,1217.12453754219,2425.78682342869,214.595551505238
"CALIFORNIA",471.999853686241,5.33525763342256,23.573072900614,173.403989603931,269.687533548273,2731.51663301739,622.63701114755,1665.11983876051,443.759783109332
"COLORADO",338.16552160253,3.48270568985985,44.665362890978,67.4871036064757,222.530349415216,2666.59575875145,530.732672599307,1887.80663046562,248.056455686523
"CONNECTICUT",298.66798852169,3.04125188159696,18.5033175226133,113.407429977307,163.715989140173,2335.82355964037,428.418594498233,1694.91525423729,212.489710904849
"DELAWARE",636.557858195953,4.63420070215182,38.1566832093212,188.78937516851,404.977599115969,3349.46427880555,783.109738365039,2350.88238563829,215.472154802221
"DISTRICT OF COLUMBIA",1345.93609346677,24.013727847753,25.0142998414093,731.918413359637,564.989652417966,4745.37944191429,616.352348092326,3206.49971567079,922.527378151176
"FLORIDA",612.651702395426,5.49370891033962,29.6816126960265,166.779173367537,410.697207421524,3841.28536429059,981.35170821801,2588.77941859129,271.154237481292
"GEORGIA",426.361207054445,5.77813366866331,23.4071265553998,148.748557901431,248.42738892895,3668.19595438299,1001.56374625393,2329.06110010034,337.571108028722
"HAWAII",274.788484671605,1.69860822219031,30.2661101408455,79.8345864429445,162.989179865625,3661.19560400192,708.628466511939,2580.49472736566,372.072410124323
"IDAHO",228.661748124362,1.43141893539483,35.7326388337782,15.8891280378719,175.608562317317,1992.89346883534,424.622231640453,1474.81760048775,93.4536367071368
"ILLINOIS ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIANA",355.221204544779,5.12917319717608,26.777481040024,124.189210033089,199.12534027449,3243.04742649213,798.10754731055,2217.90057281493,227.039306366649
"IOWA",279.773432246957,1.15319539905589,28.3921271886426,39.8956658166701,210.332443842589,2311.94394675171,540.338518476943,1641.93035726366,129.675071011115
"KANSAS",400.879903162916,4.24333977307754,38.9370055749353,63.5752522143373,294.124305600566,3212.30636645012,691.946781044925,2308.59322946415,211.766355941052
"KENTUCKY",259.172919520648,4.13867315304597,34.9520898541885,84.3364873042593,135.745669209155,2510.63487908246,688.680174643538,1680.95201338509,141.002691053829
"LOUISIANA",619.012160751977,11.8929738358974,30.3485672136717,136.891947500139,439.878672202269,3782.61443344573,1030.39515174251,2489.81310384695,262.40617785628
"MAINE",119.775377550347,1.97223547581319,28.521559188683,30.2662290326716,59.0153538531792,2403.4723481208,510.353856971966,1815.67032111786,77.4481700309717
"MARYLAND",589.931218262444,7.68491430267825,20.2825592098083,210.668415598762,351.295329151196,3200.67907973327,649.743713371646,2206.71086018755,344.224506174074
"MASSACHUSETTS",458.716283927263,2.6272128967982,25.835462009349,113.275592961445,316.978016059671,2307.55797519896,526.216670786308,1602.81520183226,178.526102580391
"MICHIGAN",498.514061093281,6.32121895307375,45.3730924444596,124.111186973173,322.708562722575,2841.43166532073,762.18742189264,1783.90135619561,295.342887232471
"MINNESOTA",NA,1.41396334136616,NA,68.8614853444213,139.970673768254,2642.0565746814,484.355451732524,1995.76392635442,161.937196594454
"MISSISSIPPI",286.843323166525,6.61275623878036,31.9786069756899,104.585570652152,143.666389299903,3014.4254442009,1005.94348611648,1820.15852502534,188.323433059085
"MISSOURI",492.637037381713,6.41575142026843,26.8714592132427,124.775782801196,334.574043947006,3386.25872983145,731.982297662214,2361.93163860618,292.34479356306
"MONTANA",253.712471375419,2.89787353667914,30.1601227328592,22.1459780911621,198.508497014719,2464.1620035454,347.297531229176,1967.45080551285,149.413666803371
"NEBRASKA",282.69594039023,2.25474046439348,33.131099511853,68.2097620278721,179.100338386112,2765.30560064783,485.307857361143,2085.71913815835,194.278605128344
"NEVADA",702.171893828613,5.94002841376649,38.6291019774241,227.801981396739,429.800782040683,3055.63385210843,832.133661989683,1755.1459752524,468.35421486634
"NEW HAMPSHIRE",199.938891426283,0.825843252138949,42.7736939173202,35.7142788766193,120.625075380204,2366.79364618023,411.020352873325,1852.15273628578,103.620557021123
"NEW JERSEY",311.66688780106,3.66707499293811,11.9668497418451,133.750525212649,162.282437853628,2080.97884199568,428.185609206768,1474.57798634528,178.215246443635
"NEW MEXICO",620.11781284406,8.7601474808889,52.7721073233133,93.992366491231,464.593191548627,3742.85431453033,1099.20472786368,2319.42137173709,324.228214929565
"NEW YORK",385.029242889146,3.98960656055886,13.2424281484296,144.118544060354,223.678664119803,1934.85342392459,321.496233764062,1501.39698634489,111.960203815638
"NORTH CAROLINA",405.016341799795,5.2990818840308,24.6217820825786,126.452244099419,248.643233733766,3664.95322878646,1150.53561205253,2300.55717243951,213.860444294421
"NORTH DAKOTA",200.63543359741,1.61314472055837,34.7222490330377,16.1953003495244,148.104739494289,1932.59860383656,363.892769707363,1437.02521242347,131.680621705723
