"","Year","State","ViolentCrime","Murderandnonnegligentmanslaughter","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"283",2004,"MICHIGAN",490.2,6.4,111.9,317.7,3057.6,636.8,1921,499.9
"284",2004,"MINNESOTA",269.6,2.2,79.8,146,3039,549.9,2224.2,265
"285",2004,"MISSISSIPPI",295.1,7.8,86.2,161.1,3478.5,952.9,2254.2,271.4
"286",2004,"MISSOURI",490.5,6.2,115.2,343.4,3903.5,703.3,2750.2,450
"287",2004,"MONTANA",293.8,3.2,25.1,236,2936.2,379.2,2382.4,174.6
"288",2004,"NEBRASKA",308.7,2.3,65.1,205.8,3520.6,562.4,2655.6,302.6
"289",2004,"NEVADA",615.9,7.4,210.1,357.6,4206.6,991.2,2246,969.5
"290",2004,"NEW HAMPSHIRE",167,1.4,38.5,91.8,2040.1,382.1,1508.5,149.4
"291",2004,"NEW JERSEY",355.7,4.5,150.3,185.6,2429.2,471.7,1609.1,348.4
"292",2004,"NEW MEXICO",687.3,8.9,108.3,515.5,4197.7,1046.8,2735.7,415.2
"293",2004,"NEW YORK",441.6,4.6,174.3,244,2198.6,367.7,1617.7,213.3
"294",2004,"NORTH CAROLINA",447.8,6.2,137.9,276.2,4160.2,1184.8,2659.4,316
"295",2004,"NORTH DAKOTA",79.4,1.4,6.1,46.8,1916.6,301.1,1472.7,142.8
"296",2004,"OHIO",341.8,4.5,153.1,143.6,3673.2,846.1,2470.6,356.5
"297",2004,"OKLAHOMA",500.5,5.3,87.7,363.3,4242.1,1000.2,2874.1,367.7
"298",2004,"OREGON",298.3,2.5,76.5,183.6,4631.3,836.6,3279,515.6
"299",2004,"PENNSYLVANIA",411.1,5.2,148.9,228.4,2415,438.8,1726.5,249.6
"300",2004,"PUERTO RICO",257.9,20.4,154.8,77.6,1542.4,468.9,813.4,260
"301",2004,"RHODE ISLAND",247.4,2.4,67.6,147.7,2884.1,505.7,2001,377.4
"302",2004,"SOUTH CAROLINA",784.2,6.9,129.7,606.7,4504.8,1034.4,3097.9,372.5
"303",2004,"SOUTH DAKOTA",171.5,2.3,14.8,110.5,1933.5,408.5,1415.3,109.7
"304",2004,"TENNESSEE",695.2,5.9,149.8,501.8,4306.5,1020.3,2866.8,419.4
"305",2004,"TEXAS",540.5,6.1,159.3,337.9,4494,978.7,3097,418.3
"306",2004,"UTAH",236,1.9,51.7,143.3,4085.6,637.1,3128.2,320.3
"307",2004,"VERMONT",112,2.6,12.2,72.7,2308.2,544.9,1670.8,92.5
"308",2004,"VIRGINIA",275.6,5.2,92.6,154.1,2676.6,386,2057.2,233.4
"309",2004,"WASHINGTON",343.8,3.1,94.6,200.2,4849.2,977.3,3175,696.9
"310",2004,"WEST VIRGINIA",271.2,3.7,42.3,207.6,2506.2,602.2,1698.1,206
"311",2004,"WISCONSIN",209.6,2.8,73.8,112.4,2663.1,433,2023.6,206.5
"312",2004,"WYOMING",229.6,2.2,13.2,192.1,3334.3,540.5,2636,157.7
"313",2005,"ALABAMA",451.803403139256,8.73708337905781,151.631809253751,255.671694884834,4027.83774395104,988.877538773343,2738.53744327531,300.422761902381
"314",2005,"ALASKA",631.947459141888,4.89244866626437,80.8424109707555,465.160584315616,3612.22313818611,622.417622364396,2598.81620419741,390.989311624307
"315",2005,"ARIZONA",534.156163923667,7.72843249167174,153.138908243659,337.884482753203,5008.11385558547,969.318191456457,3074.26122473986,964.534439389161
"316",2005,"ARKANSAS",532.633475996683,6.72654940211798,92.4622989013237,390.233027762274,4089.71783582258,1089.66033597403,2735.98483606112,264.072663787424
"317",2005,"CALIFORNIA",526.340159083267,6.92734921066274,176.081426880058,317.337909645945,3322.61185586342,693.346564764059,1916.48450893328,712.780782166086
"318",2005,"COLORADO",399.424477287934,3.75802462532545,85.4603583139365,266.515741665973,4035.37775833896,747.831241500374,2728.20600899678,559.340507841815
"319",2005,"CONNECTICUT",277.544706723949,2.93163487047081,114.336611620031,140.169963466678,2567.42946215462,438.517353127603,1829.6121155352,299.299993491816
"320",2005,"DELAWARE",632.110052588901,4.38636007985546,154.826655791655,428.203584011836,3111.35189988667,688.895633082165,2143.98167686989,278.474589934608
"321",2005,"DISTRICT OF COLUMBIA",1458.98158290056,35.4209921147422,672.090619613057,721.316716346879,4746.95788171568,649.748147663758,2694.90173853495,1402.30799551697
"322",2005,"FLORIDA",708.638099675078,4.97048964395982,169.574995196617,497.006351040401,4011.3049469138,927.060438424198,2660.58404574851,423.660462741094
"323",2005,"GEORGIA",449.257499602343,6.27207178499836,155.030280910153,264.291638473858,4166.69840111418,932.046585495363,2743.70855102364,490.943264595179
"324",2005,"HAWAII",255.051046686475,1.88790177520749,78.4750884080989,147.798585414057,4793.12614294733,767.992322306963,3308.72768494053,716.406135699841
"325",2005,"IDAHO",256.79424524624,2.46505101272602,18.6583331902222,195.209629832911,2697.17743022923,564.158248899608,1931.2552236623,201.763957667324
"326",2005,"INDIANA",345.345548979023,6.17644630880469,118.609950611631,189.172092595122,3630.00960196002,733.590523135917,2526.20229850281,370.216780321299
"327",2005,"IOWA",292.849812087081,1.30977938093568,39.2614072659975,224.33901705833,2841.42629670126,608.566750415079,2047.34814840158,185.511397884601
"328",2005,"KANSAS",387.763950118341,3.73852879860473,65.4164031879275,280.136986824647,3788.83353618245,689.651480606701,2759.19870127599,339.983354299758
"329",2005,"KENTUCKY",272.003448909422,4.71820020282707,91.1544287798496,141.961859890272,2531.59195962637,639.943642568148,1678.27376208154,213.374554976676
"330",2005,"LOUISIANA",597.955670943997,10.1241554024617,119.598277940922,436.58097297585,3671.46511903449,873.00596739328,2478.63717175843,319.821979882781
"331",2005,"MAINE",112.234588466885,1.45995293600891,24.4590012735601,61.6733358136512,2413.23561643701,478.526513159371,1832.68260193017,102.026501347469
"332",2005,"MARYLAND",702.96915142308,9.85645994527522,256.732212125303,413.774902738882,3544.09373064866,641.419844482204,2294.32317903688,608.350707129577
"333",2005,"MASSACHUSETTS",461.591341562184,2.7918727765808,120.613996569797,310.934052272197,2373.9336774049,542.916112018974,1533.45949278638,297.558072599542
"334",2005,"MICHIGAN",554.589782373813,6.12292785544779,132.429325717384,364.550409855951,3095.45460181048,698.57338605616,1918.96377248113,477.917443273182
"335",2005,"MINNESOTA",297.88701688734,2.2545205826037,92.4403130420618,159.162378217356,3085.19142315097,579.813547824013,2226.55200117617,278.82587415079
"336",2005,"MISSISSIPPI",285.081585235473,7.50842941205686,86.3566385085709,151.179586228032,3340.61200396702,941.230941176596,2133.93356511978,265.447497670648
"337",2005,"MISSOURI",525.698906473555,6.94097461965029,124.130658436172,366.586022144155,3928.72425764864,738.550314564625,2746.88109149079,443.292851593231
"338",2005,"MONTANA",281.661708052135,1.98734077813026,18.9119378047338,228.521612534947,3143.94083206541,389.34060866185,2543.84725972607,210.75296367749
"339",2005,"NEBRASKA",290.503386011193,2.59019726938298,60.0943904472107,194.642370811894,3454.41479219092,535.847169960406,2597.87974714828,320.687875082237
"340",2005,"NEVADA",606.839387164274,8.53070245365365,194.715354063492,361.519574856293,4241.49838889816,972.375846185637,2153.87813601667,1115.24440669586
"341",2005,"NEW HAMPSHIRE",181.016717227001,1.40832269504319,29.1568821491425,91.8996525700742,1991.99267786828,366.105910953197,1509.75475926677,116.132007648314
"342",2005,"NEW JERSEY",354.660082531107,4.78324830736672,151.584235927701,184.436090009951,2333.02075895354,447.124745854088,1568.35485508306,317.541158016386
"343",2005,"NEW MEXICO",702.057728377022,7.40705213140253,98.9527504637168,541.479555126665,4149.27575858166,1094.21340485676,2640.28851362966,414.773840095236
"344",2005,"NEW YORK",448.366794866755,4.57008177478074,183.928553844471,240.933513970321,2110.54835717601,353.882861121488,1570.2512940438,186.414202010722
"345",2005,"NORTH CAROLINA",471.243249857195,6.78584238352198,147.102636296084,290.727859974777,4092.66754453654,1205.14893575215,2557.32682883184,330.191779952547
"346",2005,"NORTH DAKOTA",98.1790468675436,1.18170300722396,7.39764086700073,65.295157411556,1978.17590880289,312.088824715448,1499.88272588754,166.204358199902
"347",2005,"OHIO",375.15455912097,5.5473507274655,176.718411810944,151.538710690303,3782.62946209458,912.453646489338,2485.10192781739,385.073887787852
"348",2005,"OKLAHOMA",508.584835355384,5.27074729613482,91.0401805696015,370.530716336836,4042.0149024038,1006.00808820131,2644.22399379461,391.782820407883
"349",2005,"OREGON",286.864983893229,2.21383476935684,68.043722913418,181.855673113313,4399.80873822383,758.633414493405,3112.10703493285,529.068288797579
"350",2005,"PENNSYLVANIA",438.770037241643,6.3785172253327,162.027073983091,240.725854742804,2443.57695780594,460.774463322871,1738.51983463711,244.282659845958
"351",2005,"PUERTO RICO",244.858583240415,19.580506813045,141.869207326893,79.0888878323254,1417.82296461143,439.436674442633,740.685072343071,237.701217825725
"352",2005,"RHODE ISLAND",251.164061331235,3.15929636894635,72.1062935971284,146.070996823049,2718.85328692265,494.151120295784,1816.03788925551,408.664277371354
"353",2005,"SOUTH CAROLINA",761.635723700521,7.4097589565379,132.243836176918,579.426469910056,4342.57052923454,1001.61953074199,2956.22084083464,384.730157657909
"354",2005,"SOUTH DAKOTA",178.512861773725,2.35789714264791,19.0130412212823,109.410482285386,1795.36044031998,327.423953067033,1358.69737555008,109.239111702865
"355",2005,"TENNESSEE",752.830935111243,7.24472531171185,167.265949673644,541.912161395039,4275.52830733869,1026.88950234271,2828.07579257211,420.563012423865
"356",2005,"TEXAS",530.201641320385,6.1585274247605,156.714597173575,330.065325260732,4335.39073287525,962.391098449554,2963.956800735,409.042833690695
"357",2005,"UTAH",227.427397929547,2.28399624236489,44.4157697463316,143.458666191355,3870.67763048978,606.34861378256,2920.27411760571,344.054899101512
"358",2005,"VERMONT",119.854635515758,1.30524990875663,11.7226714245326,83.47833178444,2280.49973433452,491.705261693507,1685.9139468862,102.880525754816
"359",2005,"VIRGINIA",281.96729758088,6.10488308601006,99.070544518159,154.128275449795,2631.27274738707,390.942913049378,2029.5998991601,210.729935177587
"360",2005,"WASHINGTON",345.798992766041,3.26630603929838,92.0411728376949,205.801754093425,4890.79504950775,959.440636460363,3147.81903282262,783.53538022476
"361",2005,"WEST VIRGINIA",275.942652586822,4.4735060663675,45.8343960180189,207.618096931289,2640.82401918161,626.478813506496,1802.99295547479,211.352250200328
"362",2005,"WISCONSIN",243.175977263704,3.5560405405415,82.9174047890901,136.028371345137,2662.68682963405,441.876643778198,1992.59324331228,228.216942543578
"363",2005,"WYOMING",230.08619678847,2.77511029501088,15.2866928425595,188.14264033049,3155.0209994366,476.29851394154,2533.72004950219,145.002435992865
"364",2005,"ILLINOIS",NA,NA,NA,NA,NA,NA,NA,NA
"365",2006,"ALABAMA",436.628548777176,8.81120669212737,160.322956764251,230.61155288703,4033.68987617746,998.51528878132,2701.23364701937,333.940940376764
"366",2006,"ALASKA",688.713806957658,5.43375885813706,90.6053055149081,515.966105651821,3562.37784103484,616.128443370375,2568.12491195181,378.124485712664
"367",2006,"ARIZONA",503.218748811436,7.61170707900928,150.651342351269,313.387270262997,4633.63778821741,923.143083285452,2816.3020073414,894.192697590556
"368",2006,"ARKANSAS",558.135261691172,7.41590281589627,100.291932224369,403.523288736778,4002.12442757986,1145.72899725253,2588.27051247027,268.124917857063
"369",2006,"CALIFORNIA",532.454883349399,6.81614663673633,194.659273447044,305.711719677041,3170.85770082898,676.030086388967,1829.14106485875,665.686549581268
"370",2006,"COLORADO",393.765720401091,3.35876366235742,81.3651179548442,265.27050961445,3447.67688949175,683.606243332743,2326.18999906938,437.880647089633
"371",2006,"CONNECTICUT",281.860860136883,3.10239821694889,121.490847435213,139.098506044437,2507.89476545373,419.832616249121,1790.73871936012,297.323429844482
"372",2006,"DELAWARE",681.56573822814,4.92105226157502,203.286325567444,426.491196003168,3417.90513148583,725.152201116376,2362.80809302195,329.944837347506
"373",2006,"DISTRICT OF COLUMBIA",1508.43464653586,29.0612694100046,658.435506336732,789.125238594741,4653.75818960329,659.467267380875,2735.37048819493,1258.92043402748
"374",2006,"FLORIDA",712.310644504258,6.24462811610266,188.847852186471,481.40467010327,3987.65772450118,944.965815058795,2619.96502937347,422.726880068912
"375",2006,"GEORGIA",472.497425745199,6.44605804435253,166.327048713141,276.469471008369,3892.58996856888,910.764507349495,2519.59786509392,462.227596125471
"376",2006,"HAWAII",281.213973106143,1.63360814252531,88.9149574717347,163.049650796812,4230.42276222911,677.480633964425,2949.05165157783,603.890476686856
"377",2006,"IDAHO",247.150781739048,2.47056866381153,20.5454714175284,184.119883483073,2418.51147775005,513.067276622106,1739.81312571303,165.631075414921
"378",2006,"ILLINOIS ",NA,NA,NA,NA,NA,NA,NA,NA
"379",2006,"INDIANA",345.608696113848,6.53645386318697,129.710210463248,177.784599153344,3745.87989752671,782.633453928286,2585.18043275744,378.066010840981
"380",2006,"IOWA",284.605667139024,1.85571563185025,43.83340973968,211.106211311969,2808.89032869958,605.982967997329,2034.34947016001,168.557890542248
"381",2006,"KANSAS",425.587911588216,4.60044506184778,68.0499474229622,308.103704036845,3753.75118327451,724.166719756442,2714.19836236413,315.386101153941
"382",2006,"KENTUCKY",267.733143144399,4.05596023856195,88.0690810789728,144.774307643674,2553.62179540266,649.84196544917,1681.13882159892,222.641008354569
"383",2006,"LOUISIANA",712.31796819618,12.8479369299547,138.042376251338,524.04045815468,4045.09693295058,1073.69773174714,2597.81645599397,373.582745209475
"384",2006,"MAINE",115.468373318482,1.74034900807673,29.0562617000637,59.0205315782544,2518.66335142792,512.948953293573,1904.32015157683,101.394246557514
"385",2006,"MARYLAND",678.629855048153,9.72269485322203,255.977543067888,391.95281394555,3480.86721452093,667.001796917834,2270.35609102793,543.50932657517
"386",2006,"MASSACHUSETTS",451.021040584289,2.9415797985914,126.456130476743,294.402372391609,2400.87840621086,548.006124720368,1571.75657399936,281.115707491133
"387",2006,"MICHIGAN",564.529263919155,7.10517233060508,141.281791502685,363.800158353306,3216.63860667349,755.622060791012,1964.37234711584,496.644198766641
"388",2006,"MINNESOTA",NA,2.44026311293981,106.243023100165,173.741343902455,3078.11171837343,585.420947959618,2232.69537300015,259.995397413659
"389",2006,"MISSISSIPPI",318.562775865991,8.20707469812364,118.536601002166,155.838345026515,3390.95500347861,989.389334091844,2091.74669025874,309.81897912802
"390",2006,"MISSOURI",545.940982635374,6.30385775095091,129.944227420862,379.493220010973,3828.11823825613,764.514642365565,2628.0311443899,435.572451500668
"391",2006,"MONTANA",253.646297858377,1.87717281221777,17.3470018996638,206.033932909107,2687.86901830654,310.749602651667,2192.06298382629,185.05643182858
"392",2006,"NEBRASKA",282.152256769404,2.86873356360739,63.9483879051636,184.368956008552,3342.57458877331,534.871700144749,2522.48638204306,285.216506585494
"393",2006,"NEVADA",741.646360350852,8.97605277277884,281.583584081772,407.849397863138,4088.75232465742,994.578704555227,2013.80148257143,1080.37213753076
"394",2006,"NEW HAMPSHIRE",175.665723946511,1.05281567722863,36.808308551845,93.2138248731696,2034.83679443989,375.999357665839,1543.68593992514,115.15149684891
"395",2006,"NEW JERSEY",351.55927634173,4.90569151911386,153.096545843,179.378673537691,2291.89781490413,451.976947834619,1556.53694856818,283.383918501334
"396",2006,"NEW MEXICO",643.314171615267,6.79365417563109,107.851693738514,472.692812928437,3941.26079427916,1070.84393373342,2397.63886237497,472.777998170773
"397",2006,"NEW YORK",436.177697387463,4.79586879901475,179.212968003257,235.728247219969,2053.50617787646,355.420260143786,1531.24094253802,166.844975194658
"398",2006,"NORTH CAROLINA",475.873762762205,6.12159636244851,152.564282714313,289.053362412802,4113.92255844404,1212.36509536769,2560.79619269343,340.761270382923
"399",2006,"NORTH DAKOTA",128.128215310618,1.30059949531174,11.3368610452548,85.0544276054118,1999.39527484593,376.048691120259,1464.134970453,159.211613272666
"400",2006,"OHIO",385.500020664897,5.30159494383414,186.720949857523,151.624347210798,3859.79526439557,970.613540834824,2532.47310985006,356.708613710684
"401",2006,"OKLAHOMA",497.399986365714,5.78339589831505,87.5332335720824,362.509960292936,3604.20114818569,960.462805779596,2270.52770274574,373.21063966035
"402",2006,"OREGON",281.266334791892,2.33072202556606,72.9932309821338,173.567958945035,3681.28399327767,646.14780094802,2643.1657659363,391.970426393353
"403",2006,"PENNSYLVANIA",451.693799722515,6.15975067763434,175.05529618131,242.536508426563,2465.58053402719,470.936646138075,1750.94702735362,243.696860535494
"404",2006,"PUERTO RICO",227.329664420782,18.8147185582885,133.536128333184,71.9745728880669,1354.37967949292,424.362285425645,711.242188963933,218.775205103346
"405",2006,"RHODE ISLAND",227.517539176291,2.62268056687367,68.8453648804339,129.354352244734,2586.89971056847,507.207688200747,1744.17624413409,335.515778233625
"406",2006,"SOUTH CAROLINA",765.904717051072,8.32102128928234,136.584214944381,580.20081527371,4244.54528742039,990.346603032273,2874.37592594534,379.822758442774
"407",2006,"SOUTH DAKOTA",173.103909393517,1.12306262826174,15.4467396007254,112.979075055969,1632.75150086464,341.794026232665,1198.36183743874,92.5956371932368
"408",2006,"TENNESSEE",760.196138899136,6.77381215307974,184.297751299441,533.659068851538,4128.14715138192,1040.89870902234,2713.12986535758,374.11857700201
"409",2006,"TEXAS",516.750755240303,5.89068414907426,158.617292593505,316.60188229588,4084.07522694198,917.94624297574,2759.86246210123,406.266521865007
"410",2006,"UTAH",224.84689126342,1.84830238876278,49.0102357549449,139.873425334943,3522.68859564132,577.090832884843,2619.55022917703,326.047533579451
"411",2006,"VERMONT",136.575118893091,1.96301741288978,17.7002041472015,92.8814577406965,2304.69810874178,528.942312338014,1681.75568311717,94.0001132865941
"412",2006,"VIRGINIA",281.833168939355,5.22224114676514,101.330195527358,151.881872985823,2475.21467655938,417.204304881912,1864.30321687784,193.707154799628
"413",2006,"WASHINGTON",346.144859799165,2.96648399319044,100.238544759187,199.972705090633,4483.80365816967,912.403804074425,2853.12137562631,718.278478468933
"414",2006,"WEST VIRGINIA",282.06822158489,4.19858005894755,47.7287867405268,208.512787238498,2635.93948646686,638.430703317138,1780.83908810731,216.66969504241
"415",2006,"WISCONSIN",284.045405512025,2.95149505822544,100.188859689884,160.550533014812,2817.79593147204,485.808887815473,2079.47224388852,252.514799768056
"416",2006,"WYOMING",239.462972310715,1.78013468007189,13.9377134214977,196.685821334082,2980.30029406054,450.441757885323,2379.2537177461,150.604818429116
"417",2007,"ALABAMA",461.76256993572,9.28687659862752,168.572779591973,249.643012008525,4073.57514942781,1004.94122272342,2751.72399585691,316.909930847471
"418",2007,"ALASKA",661.168688492626,6.4006634356602,85.3326493402086,492.053944643444,3379.41239218893,538.723626987901,2486.93523016305,353.753535037982
"419",2007,"ARIZONA",485.056969209572,7.45529842783853,152.932532098413,295.290859357469,4422.75360599311,912.264327141971,2742.51929685466,767.969981996475
"420",2007,"ARKANSAS",534.004190835844,6.8161992534878,108.370216858585,373.803452466788,3983.50694987387,1136.90979679666,2597.42247486712,249.174678210096
"421",2007,"CALIFORNIA",522.594250601486,6.18276668687009,192.984392754509,298.769889324373,3033.00270578115,648.438174316541,1784.36561599301,600.198915471594
"422",2007,"COLORADO",349.691577826823,3.16532564773606,71.5657646419172,233.748560424912,3002.46127807365,592.842561164963,2063.48892877339,346.129788135306
"423",2007,"CONNECTICUT",255.973987446567,3.02657475396945,102.989199411017,131.170607733355,2399.90246434566,432.914400185706,1705.24645312564,261.74161103432
"424",2007,"DELAWARE",689.793912662219,4.33879361343118,197.734290436419,448.866297202643,3355.8457962477,731.530004727452,2355.79476488966,268.521026630584
"425",2007,"DISTRICT OF COLUMBIA",1414.2636649827,30.7670340579168,724.300177462893,626.559599654593,4913.88630136055,667.35566691371,2954.65517124149,1291.87546320535
"426",2007,"FLORIDA",722.527173924768,6.59028594931881,209.041337722223,473.192357102942,4088.11347133125,996.104058491272,2688.5275882359,403.481824604078
"427",2007,"GEORGIA",493.866565961197,7.55838279574404,182.130388404503,281.34349167967,3902.37948325813,951.494888074603,2503.72210139822,447.162493785312
"428",2007,"HAWAII",272.793574507476,1.71421269327748,86.1002284578008,159.577617992376,4225.37845141142,708.826948670238,2993.32703749762,523.224465243558
"429",2007,"IDAHO",239.399905347697,3.27126050371585,15.5522223077123,181.999042349334,2246.61374333225,465.32172847054,1632.83692610033,148.455088761381
"430",2007,"ILLINOIS ",NA,NA,NA,NA,NA,NA,NA,NA
"431",2007,"INDIANA",359.057007920622,6.07204222734855,135.61593001377,188.292009742372,3551.74368874755,777.445358844682,2447.16980754988,327.128522352987
"432",2007,"IOWA",295.944250457655,1.23858671045789,44.2734871155177,220.054128650431,2622.13216621623,568.947157864907,1888.94751186881,164.23749648252
"433",2007,"KANSAS",453.414781840205,3.87000074334632,72.9082877014717,332.235339084433,3683.03879429033,731.225329505093,2642.44346966674,309.369995118501
"434",2007,"KENTUCKY",299.395305066357,5.14011652834031,97.7380343229032,163.906957339836,2533.47871552405,657.384807649856,1669.1399481516,206.953959722594
"435",2007,"LOUISIANA",733.594451595199,14.3469688353745,143.721449336387,543.024718478834,4077.37717245484,1044.04630101677,2676.3287743094,357.002097128668
"436",2007,"MAINE",117.97690112488,1.59428244763352,26.4954559154332,60.2031419511132,2428.77543165197,506.829981923874,1826.36442108188,95.5810286462189
"437",2007,"MARYLAND",641.861730075624,9.84275793721424,235.977006747896,375.057134273017,3431.5449534596,660.247930706984,2265.93458855492,505.362434197692
"438",2007,"MASSACHUSETTS",433.74396463014,2.87760352574551,109.402031460858,296.047437149929,2398.01230826523,553.917784361973,1610.54363146023,233.550892443026
"439",2007,"MICHIGAN",538.944572558249,6.7728412338983,134.023774312214,352.529587157403,3070.97568404787,751.367363000639,1899.40813102234,420.200190024897
"440",2007,"MINNESOTA",NA,2.26472746778164,93.7377492293273,161.016937481047,3037.54537622427,574.347105871138,2219.83676266642,243.361507686708
"441",2007,"MISSISSIPPI",306.474565409263,7.47578302722424,108.735713099947,153.336506790757,3330.90166207762,996.44384749192,2066.73108706325,267.726727522448
"442",2007,"MISSOURI",505.178221782283,6.55930941271101,121.964741162914,347.490222623918,3739.50509304371,739.363760546866,2595.33240192613,404.808930570715
"443",2007,"MONTANA",287.592899117608,1.49772457852887,20.005520240632,235.818707678925,2765.29026195063,316.098036313037,2265.92325055405,183.268975083534
"444",2007,"NEBRASKA",302.361044131955,3.83423075678082,62.410841184326,206.437104308448,3161.13882567726,509.720330168949,2358.33779550629,293.080700002016
"445",2007,"NEVADA",750.64844144069,7.48426550120021,270.213169032916,430.228324670556,3777.83893392875,968.276849217777,1939.08743415211,870.474650558864
"446",2007,"NEW HAMPSHIRE",180.762747726636,1.19224222647429,34.7207004668092,100.529854535679,2063.67995073801,412.377276580358,1541.31354929582,109.989124861825
"447",2007,"NEW JERSEY",329.280030209811,4.37489638403301,144.47519664008,168.341407703502,2213.07587451876,431.525963858751,1528.80754140034,252.742369259675
"448",2007,"NEW MEXICO",664.71400597255,8.26361090144738,118.098288845918,485.928631996336,3728.72902450471,964.639973864645,2309.71068466583,454.378365974236
"449",2007,"NEW YORK",415.004319988814,4.16295488896814,161.529483318067,234.140055898025,1978.49423053069,336.164905783328,1496.85340253792,145.475922209438
"450",2007,"NORTH CAROLINA",473.14987018267,6.54490929333351,152.897180800701,287.171764936537,4123.34199672651,1209.05322113039,2601.67182683734,312.616948758781
"451",2007,"NORTH DAKOTA",142.57291183775,1.99944943230689,10.889563126131,97.2388694862704,1889.24522520135,338.326965019004,1408.00398364721,142.914276535134
"452",2007,"OHIO",374.35246709255,4.95746807689397,176.373344471671,152.217647803148,3598.87214662326,910.188938451439,2369.39570930913,319.287498862688
"453",2007,"OKLAHOMA",499.596938724734,6.13714698964647,93.2459315138628,357.115607262401,3526.42677609587,943.268434386158,2211.08689426083,372.071447448882
"454",2007,"OREGON",288.721107531096,1.96178143494863,76.8182824175817,176.371580430699,3537.24336756639,610.200025040579,2537.24871446678,389.794628059031
"455",2007,"PENNSYLVANIA",421.336936428965,5.92362527446825,159.083027776035,228.314846478938,2370.89857571148,453.834740365873,1701.66591880278,215.397916542829
"456",2007,"PUERTO RICO",226.870303610922,18.4703177173732,130.256334012354,75.6826342732475,1368.4526465961,435.371774766654,734.626441629863,198.454430199578
"457",2007,"RHODE ISLAND",227.257258241384,1.79612641704921,70.994259958103,130.266431720727,2622.6281677998,494.974627351035,1822.69018142767,304.963359021092
"458",2007,"SOUTH CAROLINA",788.300679559381,7.98600815071957,143.975021944507,596.886046696821,4271.65223475506,1025.79367195067,2859.58079355965,386.277769244748
"459",2007,"SOUTH DAKOTA",170.37421967109,2.15654130292951,14.3371312091648,114.85563410873,1663.14032719385,300.401865804016,1269.75039465453,92.9880667353045
"460",2007,"TENNESSEE",753.323320424401,6.44823971988977,179.023924918451,532.540140292256,4088.6062852633,1002.4007917204,2734.42721683416,351.778276708747
"461",2007,"TEXAS",511.050883052144,5.94504074239402,162.334336820739,307.438096539648,4124.4580868532,955.87162555639,2775.43346245959,393.152998837226
"462",2007,"UTAH",234.800822309246,2.17600964403829,53.6761390360743,144.639219695867,3500.9568905051,587.630831783317,2580.1464614918,333.179597229984
"463",2007,"VERMONT",124.336148977563,1.95149026649425,12.9468767510103,89.670645859311,2322.52399113346,499.878546281799,1719.48694789876,103.158496952904
"464",2007,"VIRGINIA",269.898200044512,5.26910741014802,99.289898515556,142.692839096447,2468.34420069668,411.201803210793,1874.75698827938,182.385409206514
"465",2007,"WASHINGTON",333.088580230833,2.67785419012533,93.573117753605,196.194079275447,4030.68618410552,814.765136700116,2634.29744129529,581.623606110111
"466",2007,"WEST VIRGINIA",277.796358816605,3.52992458926345,47.9207528052152,205.658749849614,2537.92462176411,601.674884267182,1742.55400540067,193.695732096257
"467",2007,"WISCONSIN",291.104776372231,3.27296765942084,97.7938694659229,168.196084518748,2838.85127421817,497.220582594834,2101.66001344102,239.970678182315
"468",2007,"WYOMING",239.270813043768,3.08368857555837,16.0234703831229,189.639040590319,2866.11678123806,449.074834876284,2264.8053158107,152.236630551079
"469",2008,"ALABAMA",459.025948937048,7.75126958035865,161.269806102819,255.02452003044,4139.62736540823,1092.39587327319,2754.72004550802,292.51144662702
"470",2008,"ALASKA",651.973938976024,4.01783728071226,93.9978018788128,489.677776581285,2932.29526219061,472.078824087052,2221.5639860949,238.652452008656
"471",2008,"ARIZONA",447.615966306604,6.27035296546682,149.450697904385,266.142717155956,4292.97310974834,868.791644060141,2850.94158509764,573.239880590563
"472",2008,"ARKANSAS",505.890311043874,5.73754032711919,96.7013966529495,354.439947269045,3850.38992295007,1182.47724262715,2438.70839759225,229.204282730661
"473",2008,"CALIFORNIA",503.780729188006,5.82751438881862,188.768480797469,284.963277137268,2940.27483341389,647.052700590418,1769.43414835285,523.787984470626
"474",2008,"COLORADO",345.53910074153,3.22783140723814,68.8002721536257,230.837760747893,2850.98150374385,575.131798532275,2001.40452406511,274.445181146457
"475",2008,"CONNECTICUT",297.807755625702,3.51302905360711,111.588654572707,163.455815234093,2458.74904177134,428.732350599157,1774.02254964795,255.994141524232
"476",2008,"DELAWARE",703.3623031708,6.52852162200547,210.516188442913,444.397612164583,3585.30372515153,774.259757276438,2520.00934609411,291.034621780981
"477",2008,"DISTRICT OF COLUMBIA",1437.73665882098,31.4277845270541,748.521964811019,626.359124955858,5104.64945347759,640.045418217639,3372.2350730696,1092.36896219035
"478",2008,"FLORIDA",689.341585789589,6.38288776654215,198.023721541528,452.331763902952,4143.0654513768,1028.88041866378,2767.47880337393,346.706229339098
"479",2008,"GEORGIA",479.244125851586,6.58305973481486,179.458724739023,270.535713490651,4016.51403351536,1039.57646327995,2567.39547037845,409.542099856959
"480",2008,"HAWAII",272.628897110537,1.94069545209665,84.3038104390785,158.050237618751,3571.19014313017,728.071305808579,2444.65524709711,398.463590224484
