<<<<<<< HEAD
"State","Area","Actual","Percentage","CrimeIndexTotal","ViolentCrime","PropertyCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Burglary","Larcenytheft","Motorvehicletheft"
"CALIFORNIA","O","Y","1",20583,2270,18313,16,158,342,1754,4269,"12182",1862
"CALIFORNIA","R","Y","1",14630,1875,12755,24,194,168,1489,4787,"6662",1306
"COLORADO","M","Y","0.95799999999999996",157191,13459,143732,135,1637,3336,8351,24553,"100180",18999
"COLORADO","M","N","1",165481,14085,151396,140,1715,3484,8746,25553,"105814",20029
"COLORADO","O","Y","0.76900000000000002",11687,707,10980,4,109,44,550,1517,"8975",488
"COLORADO","O","N","1",15205,920,14285,5,142,57,716,1974,"11676",635
"COLORADO","R","Y","0.93500000000000005",5325,455,4870,12,68,13,362,941,"3620",309
"COLORADO","R","N","1",5693,487,5206,13,73,14,387,1006,"3870",330
"CONNECTICUT","M","Y","1",96828,10125,86703,96,582,4054,5393,14863,"60128",11712
"CONNECTICUT","O","Y","1",2334,223,2111,1,13,30,179,382,"1596",133
"CONNECTICUT","R","Y","1",7629,1144,6485,8,44,99,993,1914,"4038",533
"DELAWARE","M","Y","0.999",27010,3949,23061,21,311,1044,2573,4180,"16311",2570
"DELAWARE","M","N","1",27051,3954,23097,21,311,1045,2577,4185,"16340",2572
"DELAWARE","O","Y","1",2336,318,2018,0,26,58,234,358,"1586",74
"DELAWARE","R","Y","1",2880,596,2284,2,83,53,458,601,"1550",133
"DISTRICT OF COLUMBIA","M","Y","1",44085,9931,34154,232,188,3943,5568,5011,"21473",7670
"FLORIDA","M","Y","0.999",867648,124010,743638,823,6157,31984,85046,164687,"491714",87237
"FLORIDA","M","N","1",868133,124066,744067,823,6159,31999,85085,164774,"492009",87284
"FLORIDA","O","Y","0.95499999999999996",15865,2103,13762,13,95,409,1586,3134,"9779",849
"FLORIDA","O","N","1",16607,2201,14406,14,99,428,1660,3281,"10236",889
"FLORIDA","R","Y","1",28490,4446,24044,37,383,440,3586,7997,"14303",1744
"GEORGIA","M","Y","0.98199999999999998",285094,30667,254427,448,1595,12602,16022,51482,"171787",31158
"GEORGIA","M","N","1",289868,31077,258791,453,1619,12759,16246,52285,"174872",31634
"GEORGIA","O","Y","0.91700000000000004",51876,5726,46150,54,268,1142,4262,8374,"35317",2459
"GEORGIA","O","N","1",56583,6246,50337,59,292,1246,4649,9134,"38521",2682
"GEORGIA","R","Y","0.86899999999999999",37447,3779,33668,75,234,345,3125,9020,"21804",2844
"GEORGIA","R","N","1",43092,4348,38744,86,269,397,3596,10380,"25091",3273
"HAWAII","M","Y","1",48442,2453,45989,20,293,999,1141,7340,"33052",5597
"HAWAII","R","Y","1",17505,664,16841,12,116,143,393,3822,"11873",1146
"IDAHO","M","Y","1",20497,1594,18903,9,207,135,1243,3469,"14165",1269
"IDAHO","O","Y","0.97099999999999997",13991,878,13113,8,112,80,678,2350,"10103",660
"IDAHO","O","N","1",14402,903,13499,8,115,82,698,2419,"10401",679
"IDAHO","R","Y","0.98899999999999999",6422,707,5715,13,102,28,564,1601,"3678",436
"IDAHO","R","N","1",6493,714,5779,13,103,28,570,1619,"3719",441
"INDIANA","M","Y","0.88800000000000001",168472,18092,150380,346,1306,6338,10102,30411,"102938",17031
"INDIANA","M","N","1",182738,19231,163507,358,1398,6598,10877,32921,"112304",18282
"INDIANA","O","Y","0.79900000000000004",24551,1090,23461,18,121,276,675,3581,"18514",1366
"INDIANA","O","N","1",30737,1365,29372,23,151,346,845,4483,"23179",1710
"INDIANA","R","Y","0.502",10450,1074,9376,16,84,114,860,2689,"5930",757
"INDIANA","R","N","1",20807,2138,18669,32,167,227,1712,5354,"11808",1507
"IOWA","M","Y","0.98599999999999999",62278,5397,56881,35,463,979,3920,10077,"42887",3917
"IOWA","M","N","1",62862,5425,57437,35,465,985,3940,10149,"43350",3938
"IOWA","O","Y","0.875",22951,1705,21246,8,130,133,1434,3934,"16333",979
"IOWA","O","N","1",26231,1949,24282,9,149,152,1639,4496,"18667",1119
"IOWA","R","Y","0.99099999999999999",7341,487,6854,6,35,17,429,2220,"4190",444
"IOWA","R","N","1",7406,491,6915,6,35,17,433,2240,"4227",448
"KANSAS","M","Y","0.92100000000000004",71995,7235,64760,68,516,2060,4591,12441,"46589",5730
"KANSAS","M","N","1",75461,7562,67899,71,541,2119,4831,13145,"48767",5987
"KANSAS","O","Y","0.82299999999999995",25922,1959,23963,5,226,224,1504,4082,"18643",1238
"KANSAS","O","N","1",31497,2380,29117,6,275,272,1827,4960,"22653",1504
"KANSAS","R","Y","0.94899999999999995",9003,917,8086,14,122,30,751,2286,"5331",469
"KANSAS","R","N","1",9488,967,8521,15,129,32,791,2409,"5618",494
"LOUISIANA","M","Y","0.98399999999999999",193992,23958,170034,422,1111,7147,15278,36441,"113728",19865
"LOUISIANA","M","N","1",197176,24311,172865,423,1130,7215,15543,36992,"115818",20055
"LOUISIANA","O","Y","0.82899999999999996",20056,2733,17323,21,97,349,2266,4225,"12359",739
"LOUISIANA","O","N","1",24205,3298,20907,25,117,421,2735,5099,"14916",892
"LOUISIANA","R","Y","0.90800000000000003",15420,2786,12634,48,142,207,2389,3957,"8005",672
"LOUISIANA","R","N","1",16990,3069,13921,53,156,228,2632,4360,"8821",740
"MAINE","M","Y","0.999",15523,669,14854,6,161,184,318,2676,"11495",683
"MAINE","M","N","1",15536,669,14867,6,161,184,318,2678,"11505",684
"MAINE","O","Y","0.99399999999999999",13320,509,12811,1,109,69,330,2291,"9982",538
"MAINE","O","N","1",13406,512,12894,1,110,69,332,2306,"10047",541
"MAINE","R","Y","1",5646,253,5393,11,55,11,176,1914,"3033",446
"MARYLAND","M","Y","0.999",246892,39671,207221,434,1332,13196,24709,38815,"137057",31349
"MARYLAND","M","N","1",247234,39705,207529,434,1334,13209,24728,38858,"137274",31397
"MARYLAND","O","Y","1",8725,1319,7406,2,56,248,1013,1366,"5675",365
"MARYLAND","R","Y","1",5641,1064,4577,10,59,68,927,1329,"2985",263
"MASSACHUSETTS","M","Y","0.95999999999999996",184831,28558,156273,141,1739,6370,20308,29995,"99384",26894
"MASSACHUSETTS","M","N","1",190087,29238,160849,142,1786,6452,20858,30917,"102551",27381
"MASSACHUSETTS","O","Y","0.88900000000000001",6722,1190,5532,3,62,21,1104,1343,"3793",396
"MASSACHUSETTS","O","N","1",7558,1338,6220,3,70,24,1241,1510,"4265",445
"MASSACHUSETTS","R","Y","1",21,11,10,0,0,0,11,3,"5",2
"MICHIGAN","M","Y","0.99299999999999999",359226,51298,307928,642,4114,12750,33792,61428,"195350",51150
"MICHIGAN","M","N","1",361388,51487,309901,643,4134,12788,33922,61748,"196765",51388
"MICHIGAN","O","Y","0.91800000000000004",18707,1201,17506,7,307,80,807,2552,"14230",724
"MICHIGAN","O","N","1",20371,1308,19063,8,334,87,879,2779,"15496",788
"MICHIGAN","R","Y","0.98299999999999998",25571,2584,22987,21,782,61,1720,7382,"14199",1406
"MICHIGAN","R","N","1",26018,2629,23389,21,796,62,1750,7511,"14447",1431
"MINNESOTA","M","Y","0.98699999999999999",139026,11065,127961,87,1676,3608,5694,18546,"96753",12662
"MINNESOTA","M","N","1",140653,11142,129511,87,1693,3625,5737,18731,"98012",12768
"MINNESOTA","O","Y","0.94299999999999995",21519,1037,20482,8,240,100,689,2634,"16861",987
"MINNESOTA","O","N","1",22826,1100,21726,8,255,106,731,2794,"17885",1047
"MINNESOTA","R","Y","0.96199999999999997",14159,869,13290,23,277,26,543,3822,"8298",1170
"MINNESOTA","R","N","1",14712,903,13809,24,288,27,564,3971,"8622",1216
"MISSISSIPPI","M","Y","0.83499999999999996",52787,3971,48816,103,481,1734,1653,11757,"31707",5352
"MISSISSIPPI","M","N","1",58352,4294,54058,114,531,1802,1847,13171,"35133",5754
"MISSISSIPPI","O","Y","0.81799999999999995",33212,2732,30480,56,268,935,1473,7738,"21060",1682
"MISSISSIPPI","O","N","1",40604,3341,37263,69,328,1143,1801,9460,"25747",2056
"MISSISSIPPI","R","Y","0.45600000000000002",9415,1080,8335,45,131,159,745,3277,"4300",758
"MISSISSIPPI","R","N","1",20659,2371,18288,99,288,349,1635,7190,"9435",1663
"MISSOURI","M","Y","0.98799999999999999",220713,24674,196039,329,1021,7375,15949,33033,"137289",25717
"MISSOURI","M","N","1",222774,24832,197942,330,1031,7409,16062,33292,"138771",25879
"MISSOURI","O","Y","0.97499999999999998",24888,2425,22463,9,176,258,1982,3731,"17803",929
"MISSOURI","O","N","1",25534,2488,23046,9,181,265,2033,3828,"18265",953
"MISSOURI","R","Y","0.95299999999999996",19599,3002,16597,31,163,92,2716,5579,"9892",1126
"MISSOURI","R","N","1",20575,3152,17423,33,171,97,2851,5857,"10384",1182
"MONTANA","M","Y","0.76200000000000001",12456,784,11672,14,49,155,566,1383,"9609",680
"MONTANA","M","N","1",14058,993,13065,14,55,164,760,1618,"10635",812
"MONTANA","O","Y","0.497",5031,404,4627,3,30,17,354,428,"3967",232
"MONTANA","O","N","1",10126,813,9313,6,60,34,713,861,"7985",467
"MONTANA","R","Y","0.62",5688,856,4832,9,45,20,782,738,"3758",336
"MONTANA","R","N","1",9178,1381,7797,14,73,32,1262,1191,"6064",542
"NEBRASKA","M","Y","1",51559,4290,47269,34,280,1046,2930,6071,"35820",5378
"NEBRASKA","O","Y","0.84899999999999998",14245,566,13679,0,101,60,405,1946,"11095",638
"NEBRASKA","O","N","1",16775,667,16108,0,119,71,477,2292,"13065",751
"NEBRASKA","R","Y","0.88900000000000001",5193,228,4965,8,28,10,182,1242,"3402",321
"NEBRASKA","R","N","1",5843,257,5586,9,32,11,205,1397,"3828",361
"NEVADA","M","Y","1",82852,11475,71377,175,782,4853,5665,16284,"40764",14329
"NEVADA","O","Y","1",1788,117,1671,1,14,15,87,326,"1246",99
"NEVADA","R","Y","1",5205,767,4438,4,87,64,612,1101,"3063",274
"NEW HAMPSHIRE","M","Y","0.71399999999999997",14239,1142,13097,7,219,317,599,2335,"9556",1206
"NEW HAMPSHIRE","M","N","1",17900,1393,16507,7,288,355,743,2968,"12046",1493
"NEW HAMPSHIRE","O","Y","0.67500000000000004",6817,392,6425,7,115,38,232,1100,"4946",379
"NEW HAMPSHIRE","O","N","1",10102,580,9522,10,170,56,344,1630,"7330",562
"NEW HAMPSHIRE","R","Y","0.058000000000000003",72,10,62,0,0,2,8,17,"40",5
"NEW HAMPSHIRE","R","N","1",1231,171,1060,0,0,34,137,291,"684",85
"NEW JERSEY","M","Y","0.999",272222,32984,239238,336,1277,14079,17292,46716,"154919",37603
"NEW JERSEY","M","N","1",273645,33094,240551,336,1278,14110,17370,46812,"156031",37708
"NEW MEXICO","M","Y","0.86699999999999999",61426,8124,53302,50,434,2061,5579,11820,"36006",5476
"NEW MEXICO","M","N","1",65900,9028,56872,54,484,2199,6291,12919,"38064",5889
"NEW MEXICO","O","Y","0.89600000000000002",23151,3597,19554,31,234,389,2943,4563,"14140",851
"NEW MEXICO","O","N","1",25844,4015,21829,35,261,434,3285,5094,"15785",950
"NEW MEXICO","R","Y","0.86699999999999999",4889,1080,3809,9,91,54,926,1334,"2217",258
"NEW MEXICO","R","N","1",5639,1245,4394,10,105,62,1068,1539,"2557",298
"NEW YORK","M","Y","0.85699999999999998",474734,90627,384107,897,2909,35716,51105,65161,"273649",45297
"NEW YORK","M","N","1",523111,94801,428310,937,3256,36279,54329,73653,"307179",47478
"NEW YORK","O","Y","0.92500000000000004",16682,1352,15330,7,135,190,1020,2434,"12531",365
"NEW YORK","O","N","1",18041,1462,16579,8,146,205,1103,2632,"13552",395
"NEW YORK","R","Y","0.95599999999999996",14300,1760,12540,14,138,68,1540,3935,"8209",396
"NEW YORK","R","N","1",14954,1840,13114,15,144,71,1610,4115,"8585",414
"NORTH CAROLINA","M","Y","0.996",293531,30046,263485,346,1478,10971,17251,68285,"176077",19123
"NORTH CAROLINA","M","N","1",295036,30149,264887,346,1482,11006,17315,68568,"177129",19190
"NORTH CAROLINA","O","Y","0.95299999999999996",55301,5487,49814,54,253,1529,3651,12635,"34849",2330
"NORTH CAROLINA","O","N","1",58030,5757,52273,57,265,1604,3831,13259,"36569",2445
"NORTH CAROLINA","R","Y","0.98399999999999999",50363,4487,45876,100,331,683,3373,19743,"23169",2964
"NORTH CAROLINA","R","N","1",51176,4559,46617,102,336,694,3427,20062,"23543",3012
"NORTH DAKOTA","M","Y","0.98999999999999999",8704,313,8391,4,115,39,155,1130,"6659",602
"NORTH DAKOTA","M","N","1",8805,315,8490,4,116,39,156,1141,"6741",608
"NORTH DAKOTA","O","Y","0.83099999999999996",3727,93,3634,2,30,13,48,417,"2956",261
"NORTH DAKOTA","O","N","1",4485,112,4373,2,36,16,58,502,"3557",314
"NORTH DAKOTA","R","Y","0.755",1547,59,1488,1,9,4,45,394,"970",124
"NORTH DAKOTA","R","N","1",2049,78,1971,1,12,5,60,522,"1285",164
"OHIO","M","Y","0.82999999999999996",361877,34256,327621,386,3546,15612,14712,74997,"216310",36314
"OHIO","M","N","1",410952,36939,374013,409,3929,16511,16090,83290,"251374",39349
"OHIO","O","Y","0.68000000000000005",27660,1345,26315,14,221,357,753,4398,"20930",987
"OHIO","O","N","1",40679,1978,38701,21,325,525,1107,6468,"30781",1452
"OHIO","R","Y","0.65500000000000003",15392,724,14668,14,139,107,464,4683,"9050",935
"OHIO","R","N","1",23507,1106,22401,22,212,163,709,7152,"13821",1428
"OKLAHOMA","M","Y","1",117057,12761,104296,115,1070,2425,9151,23827,"70512",9957
"OKLAHOMA","O","Y","1",31843,3247,28596,26,297,273,2651,7415,"19480",1701
"OKLAHOMA","R","Y","1",10505,1718,8787,44,119,48,1507,3331,"4545",911
"OREGON","M","Y","0.999",139004,9056,129948,53,969,2459,5575,19684,"97704",12560
"OREGON","M","N","1",139078,9060,130018,53,970,2460,5577,19694,"97758",12566
"OREGON","O","Y","0.97699999999999998",24901,994,23907,14,118,232,630,3938,"18590",1379
"OREGON","O","N","1",25494,1018,24476,14,121,238,645,4032,"19032",1412
"OREGON","R","Y","1",10602,572,10030,17,83,51,421,2922,"6244",864
"PENNSYLVANIA","M","Y","0.88200000000000001",295409,43333,252076,573,2758,16277,23725,43006,"177689",31381
"PENNSYLVANIA","M","N","1",324947,46079,278868,599,2948,16968,25564,46693,"198723",33452
"PENNSYLVANIA","O","Y","0.67600000000000005",14807,1799,13008,15,152,253,1379,2004,"10316",688
"PENNSYLVANIA","O","N","1",21912,2662,19250,22,225,374,2041,2966,"15266",1018
"PENNSYLVANIA","R","Y","1",16981,1691,15290,30,294,158,1209,4686,"9361",1243
"PUERTO RICO","M","Y","1",62440,10234,52206,666,160,7384,2024,16679,"23778",11749
"PUERTO RICO","O","Y","1",7677,1169,6508,78,27,615,449,3252,"2362",894
"RHODE ISLAND","M","Y","1",36431,3052,33379,37,394,943,1678,6278,"22193",4908
"RHODE ISLAND","O","Y","1",2462,210,2252,0,15,41,154,542,"1604",106
"RHODE ISLAND","R","Y","1",127,16,111,2,7,2,5,4,"78",29
"SOUTH CAROLINA","M","Y","0.99199999999999999",138184,19317,118867,168,1017,4138,13994,24981,"82655",11231
"SOUTH CAROLINA","M","N","1",139343,19439,119904,168,1021,4166,14084,25144,"83462",11298
"SOUTH CAROLINA","O","Y","0.88100000000000001",19756,3665,16091,28,113,445,3079,3268,"11875",948
"SOUTH CAROLINA","O","N","1",22414,4158,18256,32,128,505,3493,3708,"13472",1076
"SOUTH CAROLINA","R","Y","0.996",31209,5643,25566,55,230,636,4722,7944,"15246",2376
"SOUTH CAROLINA","R","N","1",31346,5668,25678,55,231,639,4743,7979,"15313",2386
"SOUTH DAKOTA","M","Y","0.93700000000000006",8936,660,8276,4,196,71,389,1419,"6446",411
"SOUTH DAKOTA","M","N","1",9392,686,8706,4,209,71,402,1502,"6777",427
"SOUTH DAKOTA","O","Y","0.90800000000000003",5428,252,5176,1,89,15,147,866,"4102",208
"SOUTH DAKOTA","O","N","1",5976,278,5698,1,98,17,162,953,"4516",229
"SOUTH DAKOTA","R","Y","0.54000000000000004",1229,112,1117,1,24,8,79,341,"690",86
"SOUTH DAKOTA","R","N","1",2276,207,2069,2,44,15,146,632,"1278",159
"TENNESSEE","M","Y","0.999",233467,34829,198638,348,1791,9521,23169,45336,"129132",24170
"TENNESSEE","M","N","1",233675,34850,198825,348,1792,9524,23186,45364,"129278",24183
"TENNESSEE","O","Y","0.999",36745,4319,32426,27,199,540,3553,6570,"23823",2033
"TENNESSEE","O","N","1",36861,4325,32536,27,200,542,3556,6590,"23909",2037
"TENNESSEE","R","Y","1",25234,3603,21631,50,204,153,3196,7751,"11828",2052
"TEXAS","M","Y","0.999",1007510,112536,894974,1184,7211,34426,69715,181724,"614997",98253
"TEXAS","M","N","1",1008215,112586,895629,1184,7216,34438,69748,181855,"615477",98297
"TEXAS","O","Y","0.98399999999999999",60685,5869,54816,57,592,709,4511,12231,"39917",2668
"TEXAS","O","N","1",61452,5949,55503,58,599,717,4575,12384,"40417",2702
"TEXAS","R","Y","0.99199999999999999",28908,3590,25318,89,351,191,2959,10042,"13621",1655
"TEXAS","R","N","1",29142,3620,25522,90,354,193,2983,10123,"13731",1668
"UTAH","M","Y","0.998",82277,4570,77707,55,727,1158,2630,11349,"60481",5877
"UTAH","M","N","1",82391,4576,77815,55,728,1159,2634,11365,"60566",5884
"UTAH","O","Y","0.96299999999999997",8874,436,8438,6,111,24,295,1365,"6722",351
"UTAH","O","N","1",9213,452,8761,6,115,25,306,1417,"6980",364
"UTAH","R","Y","0.96599999999999997",4544,277,4267,6,51,13,207,987,"3024",256
"UTAH","R","N","1",4703,286,4417,6,53,13,214,1022,"3130",265
"VERMONT","M","Y","1",6243,252,5991,5,33,35,179,952,"4793",246
"VERMONT","O","Y","0.99399999999999999",7205,273,6932,0,48,61,164,1140,"5523",269
"VERMONT","O","N","1",7249,274,6975,0,48,61,165,1147,"5557",271
"VERMONT","R","Y","1",3486,118,3368,2,26,11,79,1051,"2076",241
"VIRGINIA","M","Y","0.96299999999999997",184960,16759,168201,283,1294,6178,9004,24663,"127527",16011
"VIRGINIA","M","N","1",194560,17450,177110,285,1357,6393,9415,25528,"134735",16847
"VIRGINIA","O","Y","0.92400000000000004",14603,1309,13294,22,131,224,932,1764,"10806",724
"VIRGINIA","O","N","1",15806,1417,14389,24,142,242,1009,1909,"11696",784
"VIRGINIA","R","Y","0.99399999999999999",17972,2060,15912,55,269,224,1512,4142,"10566",1204
"VIRGINIA","R","N","1",18079,2072,16007,55,271,225,1521,4167,"10629",1211
"WASHINGTON","M","Y","0.97799999999999998",256328,18559,237769,155,2043,5550,10811,42765,"159196",35808
"WASHINGTON","M","N","1",261276,18853,242423,158,2088,5631,10976,43606,"162333",36484
"WASHINGTON","O","Y","0.95999999999999996",30054,1428,28626,5,293,238,892,4640,"22578",1408
"WASHINGTON","O","N","1",31302,1487,29815,5,305,248,929,4833,"23516",1466
"WASHINGTON","R","Y","1",15914,918,14996,16,207,55,640,4585,"9284",1127
"WEST VIRGINIA","M","Y","0.92600000000000005",25060,2404,22656,18,180,516,1690,4846,"16009",1801
"WEST VIRGINIA","M","N","1",26516,2551,23965,19,188,533,1811,5126,"16929",1910
"WEST VIRGINIA","O","Y","0.96599999999999997",7841,924,6917,4,49,105,766,1378,"5204",335
"WEST VIRGINIA","O","N","1",8116,957,7159,4,51,109,793,1426,"5386",347
"WEST VIRGINIA","R","Y","0.97799999999999998",11238,1494,9744,17,79,64,1334,2983,"5823",938
"WEST VIRGINIA","R","N","1",11488,1527,9961,17,81,65,1364,3049,"5953",959
"WISCONSIN","M","Y","0.98899999999999999",136845,10571,126274,167,870,4296,5238,19630,"93868",12776
"WISCONSIN","M","N","1",138032,10609,127423,167,873,4309,5260,19759,"94833",12831
"WISCONSIN","O","Y","0.98799999999999999",25991,980,25011,11,147,83,739,2925,"21218",868
"WISCONSIN","O","N","1",26303,992,25311,11,149,84,748,2960,"21473",878
"WISCONSIN","R","Y","0.97099999999999997",14644,861,13783,14,117,50,680,4087,"8712",984
"WISCONSIN","R","N","1",15075,885,14190,14,120,51,700,4208,"8969",1013
"WYOMING","M","Y","1",6061,338,5723,4,63,49,222,998,"4458",267
"WYOMING","O","Y","0.99099999999999999",8776,658,8118,4,67,29,558,1040,"6770",308
"WYOMING","O","N","1",8853,664,8189,4,68,29,563,1049,"6829",311
"WYOMING","R","Y","1",2478,270,2208,1,22,6,241,434,"1656",118
=======
"State","Area","Actual","Percentage","CrimeIndexTotal","ViolentCrime","PropertyCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","Burglary","Larcenytheft","Motorvehicletheft"
"ALABAMA","M","Y","0.92800000000000005",145775,14422,131353,271,1025,4838,8288,30504,"90735",10114
"ALABAMA","M","N","1",154595,15181,139414,282,1073,5049,8777,32284,"96469",10661
"ALABAMA","O","Y","0.81399999999999995",21521,2329,19192,46,125,343,1815,3748,"14570",874
"ALABAMA","O","N","1",26454,2864,23590,57,154,422,2231,4607,"17909",1074
"ALABAMA","R","Y","0.71699999999999997",8456,1103,7353,29,102,81,891,2691,"4028",634
"ALABAMA","R","N","1",11786,1537,10249,40,142,113,1242,3751,"5614",884
"ALASKA","M","Y","1",13214,1748,11466,10,210,384,1144,1606,"8648",1212
"ALASKA","O","Y","0.76200000000000001",6809,983,5826,12,126,79,766,772,"4405",649
"ALASKA","O","N","1",8941,1291,7650,16,165,104,1006,1014,"5784",852
"ALASKA","R","Y","1",4740,696,4044,13,126,26,531,1227,"2263",554
"ARIZONA","M","Y","0.996",301819,26589,275230,371,1416,8716,16086,50802,"173753",50675
"ARIZONA","M","N","1",302889,26663,276226,372,1421,8734,16136,51021,"174391",50814
"ARIZONA","O","Y","0.99099999999999999",12771,1002,11769,8,51,87,856,2206,"8764",799
"ARIZONA","O","N","1",12887,1011,11876,8,51,88,864,2226,"8844",806
"ARIZONA","R","Y","1",6773,1001,5772,20,46,46,889,1574,"3615",583
"ARKANSAS","M","Y","1",71929,7198,64731,83,580,1649,4886,13319,"46387",5025
"ARKANSAS","O","Y","1",26367,3338,23029,31,169,451,2687,5157,"16543",1329
"ARKANSAS","R","Y","0.98699999999999999",12826,1632,11194,34,141,80,1377,3670,"6571",953
"ARKANSAS","R","N","1",13000,1654,11346,34,143,81,1396,3720,"6660",966
"CALIFORNIA","M","Y","1",1311344,208710,1102634,2166,9609,64035,132900,222944,"678825",200865
"CALIFORNIA","O","Y","1",20583,2270,18313,16,158,342,1754,4269,"12182",1862
"CALIFORNIA","R","Y","1",14630,1875,12755,24,194,168,1489,4787,"6662",1306
"COLORADO","M","Y","0.95799999999999996",157191,13459,143732,135,1637,3336,8351,24553,"100180",18999
"COLORADO","M","N","1",165481,14085,151396,140,1715,3484,8746,25553,"105814",20029
"COLORADO","O","Y","0.76900000000000002",11687,707,10980,4,109,44,550,1517,"8975",488
"COLORADO","O","N","1",15205,920,14285,5,142,57,716,1974,"11676",635
"COLORADO","R","Y","0.93500000000000005",5325,455,4870,12,68,13,362,941,"3620",309
"COLORADO","R","N","1",5693,487,5206,13,73,14,387,1006,"3870",330
"CONNECTICUT","M","Y","1",96828,10125,86703,96,582,4054,5393,14863,"60128",11712
"CONNECTICUT","O","Y","1",2334,223,2111,1,13,30,179,382,"1596",133
"CONNECTICUT","R","Y","1",7629,1144,6485,8,44,99,993,1914,"4038",533
"DELAWARE","M","Y","0.999",27010,3949,23061,21,311,1044,2573,4180,"16311",2570
"DELAWARE","M","N","1",27051,3954,23097,21,311,1045,2577,4185,"16340",2572
"DELAWARE","O","Y","1",2336,318,2018,0,26,58,234,358,"1586",74
"DELAWARE","R","Y","1",2880,596,2284,2,83,53,458,601,"1550",133
"DISTRICT OF COLUMBIA","M","Y","1",44085,9931,34154,232,188,3943,5568,5011,"21473",7670
"FLORIDA","M","Y","0.999",867648,124010,743638,823,6157,31984,85046,164687,"491714",87237
"FLORIDA","M","N","1",868133,124066,744067,823,6159,31999,85085,164774,"492009",87284
"FLORIDA","O","Y","0.95499999999999996",15865,2103,13762,13,95,409,1586,3134,"9779",849
"FLORIDA","O","N","1",16607,2201,14406,14,99,428,1660,3281,"10236",889
"FLORIDA","R","Y","1",28490,4446,24044,37,383,440,3586,7997,"14303",1744
"GEORGIA","M","Y","0.98199999999999998",285094,30667,254427,448,1595,12602,16022,51482,"171787",31158
"GEORGIA","M","N","1",289868,31077,258791,453,1619,12759,16246,52285,"174872",31634
"GEORGIA","O","Y","0.91700000000000004",51876,5726,46150,54,268,1142,4262,8374,"35317",2459
"GEORGIA","O","N","1",56583,6246,50337,59,292,1246,4649,9134,"38521",2682
"GEORGIA","R","Y","0.86899999999999999",37447,3779,33668,75,234,345,3125,9020,"21804",2844
"GEORGIA","R","N","1",43092,4348,38744,86,269,397,3596,10380,"25091",3273
"HAWAII","M","Y","1",48442,2453,45989,20,293,999,1141,7340,"33052",5597
"HAWAII","R","Y","1",17505,664,16841,12,116,143,393,3822,"11873",1146
"IDAHO","M","Y","1",20497,1594,18903,9,207,135,1243,3469,"14165",1269
"IDAHO","O","Y","0.97099999999999997",13991,878,13113,8,112,80,678,2350,"10103",660
"IDAHO","O","N","1",14402,903,13499,8,115,82,698,2419,"10401",679
"IDAHO","R","Y","0.98899999999999999",6422,707,5715,13,102,28,564,1601,"3678",436
"IDAHO","R","N","1",6493,714,5779,13,103,28,570,1619,"3719",441
"INDIANA","M","Y","0.88800000000000001",168472,18092,150380,346,1306,6338,10102,30411,"102938",17031
"INDIANA","M","N","1",182738,19231,163507,358,1398,6598,10877,32921,"112304",18282
"INDIANA","O","Y","0.79900000000000004",24551,1090,23461,18,121,276,675,3581,"18514",1366
