"","Year","State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"4227",2016,"TEXAS","M","N",1,112275,"1382","32551",66293,710123,132303,512191,65629
"4228",2016,"TEXAS","O","Y",0.966,5470,"44","596",4148,38585,8950,27759,1876
"4229",2016,"TEXAS","O","N",1,5656,"46","614",4288,39863,9250,28677,1936
"4230",2016,"TEXAS","R","Y",0.989,3077,"49","150",2274,18758,7110,10173,1475
"4231",2016,"TEXAS","R","N",1,3111,"50","152",2299,18961,7187,10283,1491
"4232",2016,"UTAH","M","Y",0.994,6695,"63","1499",3763,83517,11726,62970,8821
"4233",2016,"UTAH","M","N",1,6721,"63","1505",3778,83912,11789,63255,8868
"4234",2016,"UTAH","O","Y",0.903,320,"2","20",217,3185,483,2508,194
"4235",2016,"UTAH","O","N",1,354,"2","22",240,3529,535,2779,215
"4236",2016,"UTAH","R","Y",0.955,317,"7","13",244,2498,489,1718,291
"4237",2016,"UTAH","R","N",1,332,"7","14",256,2617,512,1800,305
"4238",2016,"VERMONT","M","Y",1,439,"7","54",304,4894,747,4058,89
"4239",2016,"VERMONT","O","Y",1,322,"1","40",219,3607,585,2937,85
"4240",2016,"VERMONT","R","Y",1,228,"6","12",168,2101,771,1222,108
"4241",2016,"VIRGINIA","M","Y",1,16236,"406","4572",9022,141037,17122,114954,8961
"4242",2016,"VIRGINIA","O","Y",0.999,848,"23","140",538,6736,918,5560,258
"4243",2016,"VIRGINIA","O","N",1,849,"23","140",539,6745,919,5568,258
"4244",2016,"VIRGINIA","R","Y",1,1217,"55","91",717,8630,1977,6084,569
"4245",2016,"WASHINGTON","M","Y",0.999,20475,"172","5467",12050,235805,44545,160783,30477
"4246",2016,"WASHINGTON","M","N",1,20475,"172","5467",12050,235814,44546,160790,30478
"4247",2016,"WASHINGTON","O","Y",0.978,983,"7","151",630,12608,2593,8804,1211
"4248",2016,"WASHINGTON","O","N",1,1004,"7","154",644,12894,2652,9004,1238
"4249",2016,"WASHINGTON","R","Y",1,544,"16","30",406,5945,1982,3393,570
"4250",2016,"WEST VIRGINIA","M","Y",0.899,4030,"50","564",2989,26592,6775,18050,1767
"4251",2016,"WEST VIRGINIA","M","N",1,4334,"52","597",3225,29486,7377,20151,1958
"4252",2016,"WEST VIRGINIA","O","Y",0.59,388,"2","34",324,1898,314,1491,93
"4253",2016,"WEST VIRGINIA","O","N",1,648,"3","58",550,3220,533,2529,158
"4254",2016,"WEST VIRGINIA","R","Y",0.937,1476,"24","61",1241,4481,1304,2809,368
"4255",2016,"WEST VIRGINIA","R","N",1,1575,"26","65",1324,4781,1391,2997,393
"4256",2016,"WISCONSIN","M","Y",0.99,15475,"205","4603",9135,89637,15331,65137,9169
"4257",2016,"WISCONSIN","M","N",1,15515,"205","4608",9161,90113,15411,65509,9193
"4258",2016,"WISCONSIN","O","Y",0.996,1250,"14","66",919,14410,1741,12298,371
"4259",2016,"WISCONSIN","O","N",1,1254,"14","66",923,14471,1748,12350,373
"4260",2016,"WISCONSIN","R","Y",1,910,"10","32",681,7136,2266,4478,392
"4261",2016,"WYOMING","M","Y",1,413,"8","30",316,5020,866,3739,415
"4262",2016,"WYOMING","O","Y",0.957,635,"10","26",487,5091,645,4167,279
"4263",2016,"WYOMING","O","N",1,663,"10","27",509,5321,674,4355,292
"4264",2016,"WYOMING","R","Y",0.884,314,"2","2",284,989,204,703,82
"4265",2016,"WYOMING","R","N",1,354,"2","2",321,1119,231,795,93
"4266",2017,"ALABAMA","M","Y",0.99,20396,"337","3706",14818,114790,24598,79734,10458
"4267",2017,"ALABAMA","M","N",1,20585,"340","3738",14959,116031,24809,80666,10556
"4268",2017,"ALABAMA","O","Y",0.943,3526,"38","366",2858,19732,3964,14367,1401
"4269",2017,"ALABAMA","O","N",1,3715,"40","385",3013,20642,4169,15000,1473
"4270",2017,"ALABAMA","R","Y",0.929,1162,"22","87",864,6954,2321,3879,754
"4271",2017,"ALABAMA","R","N",1,1251,"24","94",930,7487,2499,4176,812
"4272",2017,"ALASKA","M","Y",1,3859,"38","830",2573,18698,2453,12750,3495
"4273",2017,"ALASKA","O","Y",0.972,1035,"6","81",736,4079,635,3170,274
"4274",2017,"ALASKA","O","N",1,1064,"6","83",757,4197,653,3262,282
"4275",2017,"ALASKA","R","Y",1,1210,"18","38",927,3309,1065,1763,481
"4276",2017,"ARIZONA","M","Y",0.996,30336,"376","7300",19360,194978,35203,141758,18017
"4277",2017,"ARIZONA","M","N",1,30412,"376","7316",19410,195650,35305,142278,18067
"4278",2017,"ARIZONA","O","Y",0.969,4644,"34","89",4268,6746,1590,4420,736
"4279",2017,"ARIZONA","O","N",1,4790,"35","92",4402,6958,1640,4559,759
"4280",2017,"ARIZONA","R","Y",1,442,"5","32",395,1907,682,993,232
"4281",2017,"ARKANSAS","M","Y",0.993,11887,"171","1614",8852,64624,14487,44777,5360
"4282",2017,"ARKANSAS","M","N",1,11939,"171","1617",8893,64898,14566,44946,5386
"4283",2017,"ARKANSAS","O","Y",0.904,2565,"46","252",1871,16666,4271,11542,853
"4284",2017,"ARKANSAS","O","N",1,2846,"51","279",2070,18442,4726,12772,944
"4285",2017,"ARKANSAS","R","Y",0.935,1756,"34","36",1366,8551,2402,5286,863
"4286",2017,"ARKANSAS","R","N",1,1886,"36","39",1462,9149,2570,5656,923
"4287",2017,"CALIFORNIA","M","Y",0.999,173634,"1778","56127",101477,968957,171705,631712,165540
"4288",2017,"CALIFORNIA","M","N",1,173659,"1778","56135",101492,969133,171737,631828,165568
"4289",2017,"CALIFORNIA","O","Y",1,1641,"13","296",1150,9240,1950,6070,1220
"4290",2017,"CALIFORNIA","R","Y",1,2327,"39","191",1812,8741,3003,4135,1603
"4291",2017,"COLORADO","M","Y",0.999,19312,"209","3742",11830,137837,20399,96472,20966
"4292",2017,"COLORADO","M","N",1,19326,"209","3743",11841,138023,20421,96613,20989
"4293",2017,"COLORADO","O","Y",0.966,801,"5","77",517,9686,1394,7772,520
"4294",2017,"COLORADO","O","N",1,829,"5","80",535,10024,1443,8043,538
"4295",2017,"COLORADO","R","Y",0.962,465,"7","14",332,3305,913,2071,321
"4296",2017,"COLORADO","R","N",1,483,"7","15",345,3436,949,2153,334
"4297",2017,"CONNECTICUT","M","Y",1,7739,"95","2745",4167,59420,8014,44567,6839
"4298",2017,"CONNECTICUT","O","Y",1,125,"1","22",78,1532,206,1215,111
"4299",2017,"CONNECTICUT","R","Y",1,316,"6","46",183,2557,670,1528,359
"4300",2017,"DELAWARE","M","Y",1,4361,"54","1082",2891,23476,3970,18137,1369
"4301",2017,"DELAWARE","R","Y",1,0,"0","0",0,1,0,1,0
"4302",2017,"DISTRICT OF COLUMBIA","M","Y",1,6974,"116","2623",3791,29729,1809,25333,2587
"4303",2017,"FLORIDA","M","Y",0.999,82152,"1013","18321",55143,512472,84699,385742,42031
"4304",2017,"FLORIDA","M","N",1,82182,"1013","18329",55162,512696,84730,385916,42050
"4305",2017,"FLORIDA","O","Y",0.965,908,"13","128",726,4826,1069,3474,283
"4306",2017,"FLORIDA","O","N",1,940,"13","133",752,5002,1108,3601,293
"4307",2017,"FLORIDA","R","Y",1,2503,"31","135",2117,9522,3015,5936,571
"4308",2017,"GEORGIA","M","Y",0.987,31624,"611","9098",19645,250990,44839,182264,23887
"4309",2017,"GEORGIA","M","N",1,31963,"617","9194",19858,253813,45376,184272,24165
"4310",2017,"GEORGIA","O","Y",0.893,2543,"43","607",1703,23153,4446,17875,832
"4311",2017,"GEORGIA","O","N",1,2843,"48","680",1907,25928,4979,20017,932
"4312",2017,"GEORGIA","R","Y",0.939,2303,"36","160",1904,17421,4712,11614,1095
"4313",2017,"GEORGIA","R","N",1,2452,"38","170",2028,18557,5019,12372,1166
"4314",2017,"HAWAII","M","Y",1,2886,"34","975",1497,33206,4237,24556,4413
"4315",2017,"HAWAII","R","Y",1,691,"5","102",397,7186,1312,5018,856
"4316",2017,"IDAHO","M","Y",1,3067,"20","170",2314,22617,4422,16514,1681
"4317",2017,"IDAHO","O","Y",0.959,407,"6","18",320,2943,587,2180,176
"4318",2017,"IDAHO","O","N",1,425,"6","19",334,3070,612,2274,184
"4319",2017,"IDAHO","R","Y",0.951,377,"6","7",290,2275,591,1417,267
"4320",2017,"IDAHO","R","N",1,396,"6","7",305,2392,621,1490,281
"4321",2017,"ILLINOIS","M","Y",0.971,51775,"951","17115",28950,230153,37601,172871,19681
"4322",2017,"ILLINOIS","M","N",1,52451,"958","17292",29333,235187,38399,176814,19974
"4323",2017,"ILLINOIS","O","Y",0.835,2219,"15","202",1624,14323,2828,10981,514
"4324",2017,"ILLINOIS","O","N",1,2661,"18","242",1946,17164,3389,13159,616
"4325",2017,"ILLINOIS","R","Y",0.898,955,"19","30",701,4621,1501,2859,261
"4326",2017,"ILLINOIS","R","N",1,1068,"21","33",781,5146,1671,3184,291
"4327",2017,"INDIANA","M","Y",0.851,22751,"357","6157",14245,126203,23313,90351,12539
"4328",2017,"INDIANA","M","N",1,24167,"370","6390",15195,137437,25342,98436,13659
"4329",2017,"INDIANA","O","Y",0.663,814,"6","99",622,9615,1356,7640,619
"4330",2017,"INDIANA","O","N",1,1237,"9","149",939,14509,2046,11529,934
"4331",2017,"INDIANA","R","Y",0.558,646,"10","34",470,5127,1536,3140,451
"4332",2017,"INDIANA","R","N",1,1194,"18","61",842,9186,2752,5626,808
"4333",2017,"IOWA","M","Y",0.984,5814,"79","1098",3869,47559,9932,33401,4226
"4334",2017,"IOWA","M","N",1,5885,"79","1103",3923,48116,10045,33812,4259
"4335",2017,"IOWA","O","Y",0.943,2343,"13","132",1891,13785,3177,9759,849
"4336",2017,"IOWA","O","N",1,2484,"14","140",2005,14614,3368,10346,900
"4337",2017,"IOWA","R","Y",0.993,855,"11","10",706,4096,1653,2026,417
"4338",2017,"IOWA","R","N",1,861,"11","10",711,4125,1665,2040,420
"4339",2017,"KANSAS","M","Y",0.98,9009,"126","1554",6088,59437,9265,43779,6393
"4340",2017,"KANSAS","M","N",1,9097,"127","1562",6155,60179,9382,44337,6460
"4341",2017,"KANSAS","O","Y",0.953,2092,"23","192",1579,16577,3109,12542,926
"4342",2017,"KANSAS","O","N",1,2191,"24","201",1657,17393,3262,13159,972
"4343",2017,"KANSAS","R","Y",0.969,719,"9","21",626,3896,1247,2248,401
"4344",2017,"KANSAS","R","N",1,742,"9","22",646,4021,1287,2320,414
"4345",2017,"KENTUCKY","M","Y",1,7663,"175","2586",4026,71161,13555,49835,7771
"4346",2017,"KENTUCKY","O","Y",1,915,"20","247",442,13481,2757,9686,1038
"4347",2017,"KENTUCKY","R","Y",1,1478,"68","125",706,10191,3883,4873,1435
"4348",2017,"LOUISIANA","M","Y",0.971,22131,"539","4971",14959,135775,28709,97204,9862
"4349",2017,"LOUISIANA","M","N",1,22555,"547","5038",15280,138987,29388,99555,10044
"4350",2017,"LOUISIANA","O","Y",0.856,1691,"12","206",1404,9884,2459,7129,296
"4351",2017,"LOUISIANA","O","N",1,1977,"14","241",1641,11552,2874,8332,346
"4352",2017,"LOUISIANA","R","Y",0.97,1513,"20","77",1323,6958,1943,4460,555
"4353",2017,"LOUISIANA","R","N",1,1560,"21","79",1364,7173,2003,4598,572
"4354",2017,"MAINE","M","Y",1,949,"6","189",481,12182,1815,9917,450
"4355",2017,"MAINE","O","Y",1,355,"4","35",213,5022,716,4138,168
"4356",2017,"MAINE","R","Y",1,313,"13","25",178,2929,803,1951,175
"4357",2017,"MARYLAND","M","Y",1,29897,"545","11135",16551,131261,22726,95128,13407
"4358",2017,"MARYLAND","O","Y",1,255,"0","46",192,2048,388,1569,91
"4359",2017,"MARYLAND","R","Y",1,121,"1","19",93,1187,394,723,70
"4360",2017,"MASSACHUSETTS","M","Y",0.978,23749,"171","4786",16693,95258,16466,71455,7337
"4361",2017,"MASSACHUSETTS","M","N",1,24170,"173","4852",17002,97138,16785,72877,7476
"4362",2017,"MASSACHUSETTS","O","Y",0.849,327,"0","16",265,1220,258,908,54
"4363",2017,"MASSACHUSETTS","O","N",1,385,"0","19",312,1437,304,1069,64
"4364",2017,"MASSACHUSETTS","R","Y",0.988,5,"0","0",5,0,0,0,0
"4365",2017,"MASSACHUSETTS","R","N",1,5,"0","0",5,0,0,0,0
"4366",2017,"MICHIGAN","M","Y",0.998,40088,"528","6359",27850,156823,31228,107009,18586
"4367",2017,"MICHIGAN","M","N",1,40136,"528","6366",27881,157112,31273,107231,18608
"4368",2017,"MICHIGAN","O","Y",0.98,1688,"12","72",1020,10765,1316,9108,341
"4369",2017,"MICHIGAN","O","N",1,1723,"12","73",1040,10980,1342,9290,348
"4370",2017,"MICHIGAN","R","Y",0.996,2955,"29","49",1809,11178,3013,7551,614
"4371",2017,"MICHIGAN","R","N",1,2967,"29","49",1817,11226,3026,7583,617
"4372",2017,"MINNESOTA","M","Y",1,11571,"105","3514",6057,103177,15151,79289,8737
"4373",2017,"MINNESOTA","O","Y",0.992,1077,"5","79",699,12204,1667,9934,603
"4374",2017,"MINNESOTA","O","N",1,1085,"5","80",704,12299,1680,10011,608
"4375",2017,"MINNESOTA","R","Y",1,635,"3","27",411,6736,1956,4146,634
"4376",2017,"MISSISSIPPI","M","Y",0.828,3251,"113","1010",1742,33658,7787,23607,2264
"4377",2017,"MISSISSIPPI","M","N",1,3633,"124","1088",1992,38696,8952,27189,2555
"4378",2017,"MISSISSIPPI","O","Y",0.431,1197,"22","315",725,11667,3450,7761,456
"4379",2017,"MISSISSIPPI","O","N",1,2790,"51","731",1682,27061,8002,18001,1058
"4380",2017,"MISSISSIPPI","R","Y",0.314,636,"22","79",454,4972,2437,2215,320
"4381",2017,"MISSISSIPPI","R","N",1,2103,"70","252",1445,15824,7756,7050,1018
"4382",2017,"MISSOURI","M","Y",0.999,27993,"535","6095",19085,141180,23237,100277,17666
"4383",2017,"MISSOURI","M","N",1,27996,"535","6095",19088,141230,23244,100315,17671
"4384",2017,"MISSOURI","O","Y",0.992,2323,"23","202",1820,21999,3593,17220,1186
"4385",2017,"MISSOURI","O","N",1,2340,"23","204",1834,22169,3621,17353,1195
"4386",2017,"MISSOURI","R","Y",0.997,2077,"42","52",1812,9820,3205,5564,1051
"4387",2017,"MISSOURI","R","N",1,2084,"42","52",1818,9854,3216,5583,1055
"4388",2017,"MONTANA","M","Y",1,1426,"13","171",1034,14098,1694,11002,1402
"4389",2017,"MONTANA","O","Y",0.995,1238,"12","101",891,6820,803,5482,535
"4390",2017,"MONTANA","O","N",1,1243,"12","101",895,6851,807,5507,537
"4391",2017,"MONTANA","R","Y",0.999,1291,"16","23",1082,6269,1113,4504,652
"4392",2017,"MONTANA","R","N",1,1292,"16","23",1083,6276,1114,4509,653
"4393",2017,"NEBRASKA","M","Y",0.994,4759,"37","897",2972,33109,4542,24048,4519
"4394",2017,"NEBRASKA","M","N",1,4768,"37","897",2978,33202,4556,24117,4529
"4395",2017,"NEBRASKA","O","Y",0.928,740,"3","57",445,7711,1255,6037,419
"4396",2017,"NEBRASKA","O","N",1,802,"3","61",480,8312,1353,6507,452
"4397",2017,"NEBRASKA","R","Y",0.902,272,"3","9",192,1938,508,1230,200
"4398",2017,"NEBRASKA","R","N",1,303,"3","10",213,2149,563,1364,222
"4399",2017,"NEVADA","M","Y",1,15990,"260","4806",9151,74017,18877,42781,12359
"4400",2017,"NEVADA","O","Y",1,236,"6","17",169,1377,330,932,115
"4401",2017,"NEVADA","R","Y",1,441,"8","18",342,2928,842,1748,338
"4402",2017,"NEW HAMPSHIRE","M","Y",0.993,1728,"9","312",1029,10940,1439,8935,566
"4403",2017,"NEW HAMPSHIRE","M","N",1,1736,"9","313",1034,11008,1447,8992,569
"4404",2017,"NEW HAMPSHIRE","O","Y",0.916,804,"5","95",463,6579,933,5345,301
"4405",2017,"NEW HAMPSHIRE","O","N",1,882,"5","104",506,7185,1019,5837,329
"4406",2017,"NEW HAMPSHIRE","R","Y",0.939,46,"0","2",30,340,101,223,16
"4407",2017,"NEW HAMPSHIRE","R","N",1,50,"0","2",32,362,108,237,17
"4408",2017,"NEW JERSEY","M","Y",1,20604,"324","7895",10880,140086,23891,104025,12170
"4409",2017,"NEW MEXICO","M","Y",1,12153,"102","3409",7744,63392,12665,40610,10117
"4410",2017,"NEW MEXICO","O","Y",0.959,2620,"28","249",2135,14711,3696,9903,1112
"4411",2017,"NEW MEXICO","O","N",1,2734,"29","260",2225,15333,3852,10322,1159
"4412",2017,"NEW MEXICO","R","Y",0.974,1433,"17","52",1228,3488,1364,1641,483
"4413",2017,"NEW MEXICO","R","N",1,1472,"17","53",1261,3581,1400,1685,496
"4414",2017,"NEW YORK","M","Y",0.993,67860,"522","19828",42250,274714,31348,230558,12808
"4415",2017,"NEW YORK","M","N",1,68039,"523","19872",42353,276293,31528,231892,12873
"4416",2017,"NEW YORK","O","Y",0.97,1221,"11","181",760,15094,1514,13362,218
"4417",2017,"NEW YORK","O","N",1,1260,"11","187",784,15569,1562,13782,225
"4418",2017,"NEW YORK","R","Y",1,1500,"14","49",682,8693,1912,6469,312
"4419",2017,"NORTH CAROLINA","M","Y",0.969,30308,"445","8045",19674,204202,46533,144865,12804
"4420",2017,"NORTH CAROLINA","M","N",1,30803,"450","8154",20015,209340,47782,148496,13062
"4421",2017,"NORTH CAROLINA","O","Y",0.895,3393,"67","749",2363,25304,6399,17799,1106
"4422",2017,"NORTH CAROLINA","O","N",1,3778,"75","837",2641,28282,7152,19894,1236
"4423",2017,"NORTH CAROLINA","R","Y",0.953,2652,"63","342",1956,22746,9390,11926,1430
"4424",2017,"NORTH CAROLINA","R","N",1,2783,"66","359",2052,23864,9852,12512,1500
"4425",2017,"NORTH DAKOTA","M","Y",1,1193,"4","143",820,10148,1567,7708,873
"4426",2017,"NORTH DAKOTA","O","Y",0.996,746,"4","35",576,4719,944,3150,625
"4427",2017,"NORTH DAKOTA","O","N",1,748,"4","35",578,4739,948,3163,628
"4428",2017,"NORTH DAKOTA","R","Y",1,184,"2","5",135,1715,427,1016,272
"4429",2017,"OHIO","M","Y",0.932,30217,"628","10754",14159,227171,47926,161354,17891
"4430",2017,"OHIO","M","N",1,31168,"642","11034",14601,239845,49912,171437,18496
"4431",2017,"OHIO","O","Y",0.803,1609,"29","338",803,22829,3952,18105,772
"4432",2017,"OHIO","O","N",1,2007,"36","421",1000,28425,4921,22543,961
"4433",2017,"OHIO","R","Y",0.939,1412,"30","141",852,12918,3510,8661,747
"4434",2017,"OHIO","R","N",1,1508,"32","150",908,13764,3740,9228,796
"4435",2017,"OKLAHOMA","M","Y",1,13871,"206","2697",9339,81976,20294,52055,9627
"4436",2017,"OKLAHOMA","O","Y",0.998,2998,"28","265",2316,23644,5703,16208,1733
"4437",2017,"OKLAHOMA","O","N",1,3002,"28","265",2320,23683,5712,16235,1736
"4438",2017,"OKLAHOMA","R","Y",0.979,1039,"8","37",873,7254,2548,3836,870
"4439",2017,"OKLAHOMA","R","N",1,1061,"8","38",891,7407,2602,3917,888
"4440",2017,"OREGON","M","Y",0.991,9804,"88","2244",5791,106699,14322,77116,15261
"4441",2017,"OREGON","M","N",1,9878,"89","2257",5831,107527,14417,77746,15364
"4442",2017,"OREGON","O","Y",0.851,857,"3","122",597,9390,1519,6996,875
"4443",2017,"OREGON","O","N",1,1009,"4","143",702,11040,1786,8225,1029
"4444",2017,"OREGON","R","Y",0.821,636,"9","26",497,4231,1233,2385,613
"4445",2017,"OREGON","R","N",1,787,"11","32",606,5155,1502,2906,747
"4446",2017,"PENNSYLVANIA","M","Y",0.996,37306,"693","11526",21477,193204,28135,152753,12316
"4447",2017,"PENNSYLVANIA","M","N",1,37390,"693","11547",21537,193907,28218,153344,12345
"4448",2017,"PENNSYLVANIA","O","Y",0.96,1524,"20","149",1221,8478,1280,6974,224
"4449",2017,"PENNSYLVANIA","O","N",1,1585,"21","155",1272,8829,1333,7263,233
"4450",2017,"PENNSYLVANIA","R","Y",1,1145,"25","91",578,8484,2506,5571,407
"4451",2017,"PUERTO RICO","M","Y",1,7509,"658","3001",3649,30209,7606,19045,3558
"4452",2017,"PUERTO RICO","O","Y",1,253,"21","54",170,967,343,588,36
"4453",2017,"RHODE ISLAND","M","Y",1,2436,"19","473",1512,18507,3217,13809,1481
"4454",2017,"RHODE ISLAND","R","Y",1,24,"1","1",9,54,0,52,2
"4455",2017,"SOUTH CAROLINA","M","Y",0.991,21049,"312","3344",15284,134276,24630,97240,12406
"4456",2017,"SOUTH CAROLINA","M","N",1,21216,"313","3369",15407,135417,24831,98083,12503
"4457",2017,"SOUTH CAROLINA","O","Y",0.97,1861,"25","270",1433,10587,2175,7930,482
"4458",2017,"SOUTH CAROLINA","O","N",1,1919,"26","278",1478,10918,2243,8178,497
"4459",2017,"SOUTH CAROLINA","R","Y",0.992,2279,"51","221",1769,14130,4199,8684,1247
"4460",2017,"SOUTH CAROLINA","R","N",1,2297,"51","223",1783,14240,4232,8751,1257
"4461",2017,"SOUTH DAKOTA","M","Y",0.989,1632,"13","174",1122,9862,1536,7410,916
"4462",2017,"SOUTH DAKOTA","M","N",1,1638,"13","174",1127,9929,1548,7460,921
"4463",2017,"SOUTH DAKOTA","O","Y",0.912,1742,"6","48",1496,4830,793,3712,325
"4464",2017,"SOUTH DAKOTA","O","N",1,1914,"7","53",1641,5297,870,4071,356
"4465",2017,"SOUTH DAKOTA","R","Y",0.747,159,"4","8",108,815,216,520,79
"4466",2017,"SOUTH DAKOTA","R","N",1,219,"5","11",145,1091,289,696,106
"4467",2017,"TENNESSEE","M","Y",1,37597,"479","7498",27177,163250,30730,117262,15258
"4468",2017,"TENNESSEE","O","Y",1,3238,"25","247",2711,19530,3503,14723,1304
"4469",2017,"TENNESSEE","R","Y",1,2920,"23","117",2544,14708,4483,8263,1962
"4470",2017,"TEXAS","M","Y",0.995,114973,"1309","31501",69077,671216,119385,487397,64434
"4471",2017,"TEXAS","M","N",1,115298,"1311","31573",69281,673378,119794,488952,64632
"4472",2017,"TEXAS","O","Y",0.965,5463,"40","522",4233,33073,7568,23758,1747
"4473",2017,"TEXAS","O","N",1,5655,"41","539",4380,34188,7824,24561,1803
"4474",2017,"TEXAS","R","Y",0.991,3254,"59","154",2406,17597,6388,9618,1591
"4475",2017,"TEXAS","R","N",1,3285,"60","155",2428,17762,6448,9708,1606
"4476",2017,"UTAH","M","Y",0.994,6689,"67","1444",3642,79982,10796,60188,8998
"4477",2017,"UTAH","M","N",1,6719,"67","1450",3658,80375,10856,60471,9048
"4478",2017,"UTAH","O","Y",0.872,330,"3","10",237,2927,442,2290,195
"4479",2017,"UTAH","O","N",1,378,"3","11",272,3357,507,2626,224
"4480",2017,"UTAH","R","Y",0.873,274,"3","6",211,2186,396,1566,224
"4481",2017,"UTAH","R","N",1,313,"3","7",242,2506,454,1795,257
"4482",2017,"VERMONT","M","Y",1,389,"3","44",245,3779,580,3157,42
"4483",2017,"VERMONT","O","Y",1,394,"2","34",276,3551,623,2864,64
"4484",2017,"VERMONT","R","Y",1,251,"9","14",189,1630,651,891,88
"4485",2017,"VIRGINIA","M","Y",0.999,15710,"387","4087",8792,136379,15520,111704,9155
"4486",2017,"VIRGINIA","M","N",1,15714,"387","4088",8794,136408,15523,111728,9157
"4487",2017,"VIRGINIA","O","Y",0.994,710,"26","157",437,6832,951,5550,331
"4488",2017,"VIRGINIA","O","N",1,714,"26","158",440,6876,957,5586,333
"4489",2017,"VIRGINIA","R","Y",1,1204,"40","86",751,8571,1988,5901,682
"4490",2017,"WASHINGTON","M","Y",0.999,20983,"209","5200",12630,217244,39445,150755,27044
"4491",2017,"WASHINGTON","M","N",1,20983,"209","5200",12630,217252,39446,150761,27045
"4492",2017,"WASHINGTON","O","Y",0.96,1005,"9","143",639,11533,2059,8314,1160
"4493",2017,"WASHINGTON","O","N",1,1045,"9","149",666,12014,2145,8661,1208
"4494",2017,"WASHINGTON","R","Y",1,520,"12","41",377,5761,2129,3089,543
"4495",2017,"WEST VIRGINIA","M","Y",0.863,3837,"59","413",2871,22338,5066,15252,2020
"4496",2017,"WEST VIRGINIA","M","N",1,4244,"62","443",3181,25592,5687,17609,2296
"4497",2017,"WEST VIRGINIA","O","Y",0.596,359,"5","29",283,2086,351,1608,127
"4498",2017,"WEST VIRGINIA","O","N",1,620,"8","49",475,3502,589,2700,213
"4499",2017,"WEST VIRGINIA","R","Y",0.971,1459,"15","31",1270,4405,1313,2613,479
"4500",2017,"WEST VIRGINIA","R","N",1,1504,"15","32",1308,4536,1352,2691,493
"4501",2017,"WISCONSIN","M","Y",0.993,16336,"171","4234",10306,84396,14034,61746,8616
"4502",2017,"WISCONSIN","M","N",1,16365,"171","4237",10325,84630,14080,61920,8630
"4503",2017,"WISCONSIN","O","Y",0.997,1299,"7","87",921,13535,1593,11496,446
"4504",2017,"WISCONSIN","O","N",1,1303,"7","87",924,13578,1598,11533,447
"4505",2017,"WISCONSIN","R","Y",1,871,"8","21",620,6594,1921,4282,391
"4506",2017,"WYOMING","M","Y",1,465,"6","55",310,4881,784,3678,419
"4507",2017,"WYOMING","O","Y",0.957,563,"3","18",435,4400,555,3598,247
"4508",2017,"WYOMING","O","N",1,589,"3","19",455,4597,580,3759,258
"4509",2017,"WYOMING","R","Y",0.889,285,"5","2",229,1002,204,707,91
"4510",2017,"WYOMING","R","N",1,322,"6","2",257,1126,229,795,102
"4511",2018,"ALABAMA","M","Y",0.943,20207,"322","3608",14747,108373,22178,75625,10570
"4512",2018,"ALABAMA","M","N",1,20570,"324","3649",15051,110384,22615,77059,10710
"4513",2018,"ALABAMA","O","Y",0.931,3477,"40","312",2883,19161,3685,13976,1500
"4514",2018,"ALABAMA","O","N",1,3644,"40","316",3046,19996,3817,14634,1545
"4515",2018,"ALABAMA","R","Y",0.919,1090,"17","68",802,6737,2238,3710,789
"4516",2018,"ALABAMA","R","N",1,1185,"19","111",847,7320,2409,4054,857
"4517",2018,"ALASKA","M","Y",1,4127,"30","772",2680,17021,2293,11560,3168
"4518",2018,"ALASKA","O","Y",0.971,994,"5","77",713,4119,642,3128,349
"4519",2018,"ALASKA","O","N",1,1012,"5","77",727,4164,646,3165,353
"4520",2018,"ALASKA","R","Y",1,1387,"12","47",984,3154,1040,1639,475
"4521",2018,"ARIZONA","M","Y",0.993,28938,"325","6409",18907,183308,29518,135712,18078
"4522",2018,"ARIZONA","M","N",1,29054,"326","6448",18966,184427,29730,136514,18183
"4523",2018,"ARIZONA","O","Y",0.963,4684,"38","55",4278,5937,1326,3847,764
"4524",2018,"ARIZONA","O","N",1,4707,"38","55",4301,6057,1345,3944,768
"4525",2018,"ARIZONA","R","Y",1,297,"5","20",261,1490,457,845,188
"4526",2018,"ARKANSAS","M","Y",0.997,11659,"150","1266",8823,61777,12699,43799,5279
"4527",2018,"ARKANSAS","M","N",1,11690,"150","1270",8847,61850,12731,43826,5293
"4528",2018,"ARKANSAS","O","Y",0.911,2590,"39","252",1903,16156,3944,11238,974
"4529",2018,"ARKANSAS","O","N",1,2833,"40","289",2098,17899,4394,12465,1040
"4530",2018,"ARKANSAS","R","Y",0.849,1782,"26","35",1360,7137,1870,4507,760
"4531",2018,"ARKANSAS","R","N",1,1861,"26","35",1433,8044,2068,5196,780
"4532",2018,"CALIFORNIA","M","Y",0.999,173383,"1684","53895",102737,925205,160267,611972,152966
"4533",2018,"CALIFORNIA","M","N",1,173393,"1684","53895",102747,925308,160286,612051,152971
"4534",2018,"CALIFORNIA","O","Y",1,1536,"14","245",1103,8198,1633,5615,950
"4535",2018,"CALIFORNIA","R","Y",1,2053,"41","186",1562,8112,2713,4109,1290
