"","Year","State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"904",2003,"INDIANA","M","N",1,19314,"317","5991",11569,174579,34672,121187,18720
"905",2003,"INDIANA","O","Y",0.868,978,"8","223",643,18672,3211,14493,968
"906",2003,"INDIANA","O","N",1,1126,"9","257",740,21499,3697,16687,1115
"907",2003,"INDIANA","R","Y",0.594,841,"9","92",643,7101,1908,4639,554
"908",2003,"INDIANA","R","N",1,1416,"15","155",1083,11956,3212,7811,933
"909",2003,"IOWA","M","Y",0.986,5734,"37","1005",4115,61238,11192,45787,4259
"910",2003,"IOWA","M","N",1,5778,"37","1010",4149,61890,11303,46303,4284
"911",2003,"IOWA","O","Y",0.91,1622,"5","95",1385,18059,3860,13376,823
"912",2003,"IOWA","O","N",1,1783,"5","104",1523,19852,4243,14704,905
"913",2003,"IOWA","R","Y",0.993,456,"5","9",413,5398,1986,3003,409
"914",2003,"IOWA","R","N",1,459,"5","9",416,5436,2000,3024,412
"915",2003,"KANSAS","M","Y",0.967,7559,"79","1969",4852,72431,14104,52314,6013
"916",2003,"KANSAS","M","N",1,7737,"80","2007",4973,74483,14468,53837,6178
"917",2003,"KANSAS","O","Y",0.955,2110,"34","199",1629,25391,5046,19315,1030
"918",2003,"KANSAS","O","N",1,2210,"36","208",1706,26598,5286,20233,1079
"919",2003,"KANSAS","R","Y",0.973,802,"7","30",663,7491,2076,4909,506
"920",2003,"KANSAS","R","N",1,824,"7","31",681,7696,2133,5043,520
"921",2003,"LOUISIANA","M","Y",0.979,22398,"495","6254",14135,155065,34164,103087,17814
"922",2003,"LOUISIANA","M","N",1,22799,"497","6333",14432,158822,34822,105952,18048
"923",2003,"LOUISIANA","O","Y",0.747,2389,"26","367",1871,16728,4234,11772,722
"924",2003,"LOUISIANA","O","N",1,3197,"35","491",2504,22389,5667,15756,966
"925",2003,"LOUISIANA","R","Y",0.885,2713,"48","217",2320,12703,3882,8053,768
"926",2003,"LOUISIANA","R","N",1,3066,"54","245",2622,14358,4388,9102,868
"927",2003,"MAINE","M","Y",1,874,"10","243",397,19985,3763,15329,893
"928",2003,"MAINE","O","Y",1,397,"3","38",257,8322,1547,6441,334
"929",2003,"MAINE","R","Y",1,151,"3","8",109,3771,1269,2273,229
"930",2003,"MARYLAND","M","Y",1,37461,"520","13147",22518,201714,37049,128701,35964
"931",2003,"MARYLAND","O","Y",1,632,"2","92",498,4063,642,3241,180
"932",2003,"MARYLAND","R","Y",1,685,"3","63",577,3641,950,2430,261
"933",2003,"MASSACHUSETTS","M","Y",0.97,29564,"142","7887",19775,159700,33851,100813,25036
"934",2003,"MASSACHUSETTS","M","N",1,30122,"142","7982",20203,163170,34621,103067,25482
"935",2003,"MASSACHUSETTS","O","Y",0.871,56,"0","3",50,739,88,630,21
"936",2003,"MASSACHUSETTS","O","N",1,74,"0","3",68,848,101,723,24
"937",2003,"MASSACHUSETTS","R","Y",1,0,"0","0",0,0,0,0,0
"938",2003,"MICHIGAN","M","Y",0.994,47359,"591","11074",31440,286422,57943,177145,51334
"939",2003,"MICHIGAN","M","N",1,47498,"591","11104",31532,288034,58213,178297,51524
"940",2003,"MICHIGAN","O","Y",0.919,1414,"4","82",989,18855,2706,15409,740
"941",2003,"MICHIGAN","O","N",1,1511,"4","88",1056,20251,2905,16549,797
"942",2003,"MICHIGAN","R","Y",0.975,2452,"21","63",1571,21528,6966,13182,1380
"943",2003,"MICHIGAN","R","N",1,2515,"22","65",1611,22071,7142,13514,1415
"944",2003,"MINNESOTA","M","Y",0.943,11001,"102","3690",5722,117187,19488,86591,11108
"945",2003,"MINNESOTA","M","N",1,11315,"105","3757",5908,123606,20347,91724,11535
"946",2003,"MINNESOTA","O","Y",0.995,1080,"9","102",693,19661,2797,15861,1003
"947",2003,"MINNESOTA","O","N",1,1086,"9","103",697,19760,2811,15941,1008
"948",2003,"MINNESOTA","R","Y",1,887,"14","44",568,14325,4538,8571,1216
"949",2003,"MISSISSIPPI","M","Y",0.816,3999,"93","1820",1589,50539,13344,31500,5695
"950",2003,"MISSISSIPPI","M","N",1,4505,"105","1952",1893,57394,15164,35868,6362
"951",2003,"MISSISSIPPI","O","Y",0.788,2131,"56","657",1160,27283,6348,19745,1190
"952",2003,"MISSISSIPPI","O","N",1,2706,"71","834",1473,34644,8061,25072,1511
"953",2003,"MISSISSIPPI","R","Y",0.413,895,"38","96",681,6256,2730,3082,444
"954",2003,"MISSISSIPPI","R","N",1,2169,"92","233",1650,15157,6614,7467,1076
"955",2003,"MISSOURI","M","Y",0.999,22469,"240","5898",15240,190529,31803,132006,26720
"956",2003,"MISSOURI","M","N",1,22478,"240","5900",15246,190642,31820,132091,26731
"957",2003,"MISSOURI","O","Y",1,2450,"25","229",2010,25748,4557,20198,993
"958",2003,"MISSOURI","R","Y",1,2040,"23","74",1827,12614,4531,7148,935
"959",2003,"MONTANA","M","Y",0.879,957,"12","220",666,13144,1606,10666,872
"960",2003,"MONTANA","M","N",1,1033,"13","224",733,13939,1698,11309,932
"961",2003,"MONTANA","O","Y",0.702,650,"4","31",559,5458,554,4607,297
"962",2003,"MONTANA","O","N",1,927,"6","44",797,7777,789,6565,423
"963",2003,"MONTANA","R","Y",0.7,974,"8","21",873,4700,865,3449,386
"964",2003,"MONTANA","R","N",1,1391,"11","30",1247,6712,1235,4926,551
"965",2003,"NEBRASKA","M","Y",0.981,4071,"43","1081",2624,45104,6669,33198,5237
"966",2003,"NEBRASKA","M","N",1,4091,"43","1083",2640,45395,6730,33403,5262
"967",2003,"NEBRASKA","O","Y",0.893,588,"7","60",415,13075,1849,10693,533
"968",2003,"NEBRASKA","O","N",1,659,"8","67",465,14640,2070,11973,597
"969",2003,"NEBRASKA","R","Y",0.916,253,"5","11",190,4136,1165,2728,243
"970",2003,"NEBRASKA","R","N",1,276,"5","12",208,4517,1272,2980,265
"971",2003,"NEVADA","M","Y",1,13117,"193","5094",7017,90426,20215,49780,20431
"972",2003,"NEVADA","O","Y",1,116,"1","25",80,1597,348,1157,92
"973",2003,"NEVADA","R","Y",1,532,"3","43",435,4086,1414,2357,315
"974",2003,"NEW HAMPSHIRE","M","Y",0.853,1262,"12","387",627,14907,2459,11153,1295
"975",2003,"NEW HAMPSHIRE","M","N",1,1393,"13","411",698,16871,2734,12704,1433
"976",2003,"NEW HAMPSHIRE","O","Y",0.661,315,"3","43",179,6109,1121,4687,301
"977",2003,"NEW HAMPSHIRE","O","N",1,477,"5","65",271,9242,1696,7091,455
"978",2003,"NEW HAMPSHIRE","R","Y",0.819,38,"0","2",20,275,100,151,24
"979",2003,"NEW HAMPSHIRE","R","N",1,46,"0","2",24,335,122,184,29
"980",2003,"NEW JERSEY","M","Y",1,31599,"407","13366",16501,219799,43453,141778,34568
"981",2003,"NEW MEXICO","M","Y",0.88,7758,"75","1493",5576,49668,11777,32206,5685
"982",2003,"NEW MEXICO","M","N",1,8454,"79","1565",6138,52717,12715,33993,6009
"983",2003,"NEW MEXICO","O","Y",0.913,3105,"21","315",2606,18983,4465,13593,925
"984",2003,"NEW MEXICO","O","N",1,3402,"23","345",2855,20794,4891,14890,1013
"985",2003,"NEW MEXICO","R","Y",0.705,433,"7","28",337,2673,1137,1371,165
"986",2003,"NEW MEXICO","R","N",1,614,"10","40",478,3790,1612,1944,234
"987",2003,"NEW YORK","M","Y",0.993,85641,"909","35348",46140,397171,67795,285262,44114
"988",2003,"NEW YORK","M","N",1,85872,"909","35427",46281,399777,68176,287311,44290
"989",2003,"NEW YORK","O","Y",0.9,1328,"6","208",930,15573,2564,12627,382
"990",2003,"NEW YORK","O","N",1,1475,"7","231",1033,17297,2848,14025,424
"991",2003,"NEW YORK","R","Y",0.93,1783,"17","93",1381,13362,4154,8740,468
"992",2003,"NEW YORK","R","N",1,1918,"18","100",1486,14374,4469,9402,503
"993",2003,"NORTH CAROLINA","M","Y",0.98,28614,"320","9879",16912,259950,68549,170223,21178
"994",2003,"NORTH CAROLINA","M","N",1,28934,"323","9958",17129,263927,69699,172827,21401
"995",2003,"NORTH CAROLINA","O","Y",0.925,4885,"66","1485",3055,49166,12119,34784,2263
"996",2003,"NORTH CAROLINA","O","N",1,5271,"71","1602",3296,53080,13082,37560,2438
"997",2003,"NORTH CAROLINA","R","Y",0.975,3939,"112","652",2870,41574,17453,21145,2976
"998",2003,"NORTH CAROLINA","R","N",1,4041,"115","669",2944,42653,17906,21694,3053
"999",2003,"NORTH DAKOTA","M","Y",0.995,253,"3","28",149,7382,1039,5825,518
"1000",2003,"NORTH DAKOTA","M","N",1,254,"3","28",150,7432,1047,5864,521
"1001",2003,"NORTH DAKOTA","O","Y",0.84,140,"6","16",67,3527,424,2804,299
"1002",2003,"NORTH DAKOTA","O","N",1,167,"7","19",80,4201,505,3340,356
"1003",2003,"NORTH DAKOTA","R","Y",0.816,59,"2","3",40,1348,317,867,164
"1004",2003,"NORTH DAKOTA","R","N",1,72,"2","4",49,1653,389,1063,201
"1005",2003,"OHIO","M","Y",0.902,33940,"443","15781",13887,335607,77844,221267,36496
"1006",2003,"OHIO","M","N",1,35357,"454","16274",14578,360292,82495,239706,38091
"1007",2003,"OHIO","O","Y",0.696,1261,"24","354",642,26246,4677,20544,1025
"1008",2003,"OHIO","O","N",1,1810,"34","508",922,37688,6716,29500,1472
"1009",2003,"OHIO","R","Y",0.709,664,"24","76",429,12999,4055,7928,1016
"1010",2003,"OHIO","R","N",1,936,"34","107",605,18337,5720,11184,1433
"1011",2003,"OKLAHOMA","M","Y",1,13093,"154","2808",9136,113012,24122,78534,10356
"1012",2003,"OKLAHOMA","O","Y",1,3222,"29","373",2456,29735,7394,20615,1726
"1013",2003,"OKLAHOMA","R","Y",1,1443,"23","43",1235,8461,3330,4255,876
"1014",2003,"OREGON","M","Y",0.99,9033,"54","2575",5423,139022,22234,100182,16606
"1015",2003,"OREGON","M","N",1,9075,"54","2584",5450,139928,22406,100810,16712
"1016",2003,"OREGON","O","Y",0.982,956,"5","212",605,20455,3489,15542,1424
"1017",2003,"OREGON","O","N",1,973,"5","216",616,20835,3554,15831,1450
"1018",2003,"OREGON","R","Y",0.904,427,"8","46",287,8559,2410,5401,748
"1019",2003,"OREGON","R","N",1,472,"9","51",317,9467,2666,5974,827
"1020",2003,"PENNSYLVANIA","M","Y",0.913,43421,"606","16917",23050,245380,43022,172494,29864
"1021",2003,"PENNSYLVANIA","M","N",1,45463,"622","17441",24404,264583,45786,187517,31280
"1022",2003,"PENNSYLVANIA","O","Y",0.739,1763,"9","274",1307,15180,2352,12068,760
"1023",2003,"PENNSYLVANIA","O","N",1,2386,"12","371",1769,20543,3183,16331,1029
"1024",2003,"PENNSYLVANIA","R","Y",1,1367,"17","168",856,15515,4950,9432,1133
"1025",2003,"PUERTO RICO","M","Y",1,11614,"756","7636",3022,68252,19969,36220,12063
"1026",2003,"PUERTO RICO","O","Y",1,271,"23","101",143,1643,888,607,148
"1027",2003,"RHODE ISLAND","M","Y",1,3050,"23","828",1708,32184,5521,22285,4378
"1028",2003,"RHODE ISLAND","R","Y",1,24,"2","2",6,47,3,35,9
"1029",2003,"SOUTH CAROLINA","M","Y",0.999,24873,"223","4581",18624,143710,32333,98452,12925
"1030",2003,"SOUTH CAROLINA","M","N",1,24880,"223","4582",18630,143772,32343,98500,12929
"1031",2003,"SOUTH CAROLINA","O","Y",0.995,3275,"27","518",2616,16812,3547,12461,804
"1032",2003,"SOUTH CAROLINA","O","N",1,3292,"27","521",2629,16896,3565,12523,808
"1033",2003,"SOUTH CAROLINA","R","Y",1,4736,"50","567",3836,25003,7674,15304,2025
"1034",2003,"SOUTH DAKOTA","M","Y",0.971,846,"6","81",519,8996,1562,6910,524
"1035",2003,"SOUTH DAKOTA","M","N",1,864,"6","81",530,9185,1593,7057,535
"1036",2003,"SOUTH DAKOTA","O","Y",0.911,267,"1","10",192,4343,759,3372,212
"1037",2003,"SOUTH DAKOTA","O","N",1,293,"1","11",211,4770,834,3703,233
"1038",2003,"SOUTH DAKOTA","R","Y",0.838,140,"2","10",97,1127,374,664,89
"1039",2003,"SOUTH DAKOTA","R","N",1,168,"3","12",116,1344,446,792,106
"1040",2003,"TENNESSEE","M","Y",1,33347,"337","8796",22444,205209,48498,134118,22593
"1041",2003,"TENNESSEE","O","Y",1,3576,"29","461",2914,29700,6595,21328,1777
"1042",2003,"TENNESSEE","R","Y",1,3254,"29","115",2967,20924,8114,10770,2040
"1043",2003,"TEXAS","M","Y",0.999,112887,"1287","36079",68349,933337,196088,643619,93630
"1044",2003,"TEXAS","M","N",1,112910,"1287","36085",68364,933649,196149,643847,93653
"1045",2003,"TEXAS","O","Y",0.993,5889,"62","769",4504,55776,12868,40288,2620
"1046",2003,"TEXAS","O","N",1,5918,"62","770",4530,56063,12937,40497,2629
"1047",2003,"TEXAS","R","Y",1,3373,"69","163",2859,26710,10699,14089,1922
"1048",2003,"UTAH","M","Y",0.981,5317,"52","1212",3268,90781,15082,68451,7248
"1049",2003,"UTAH","M","N",1,5401,"53","1223",3323,92168,15325,69488,7355
"1050",2003,"UTAH","O","Y",0.919,226,"3","16",157,4173,719,3237,217
"1051",2003,"UTAH","O","N",1,245,"3","17",171,4539,782,3521,236
"1052",2003,"UTAH","R","Y",0.943,188,"2","14",138,2504,624,1717,163
"1053",2003,"UTAH","R","N",1,199,"2","15",146,2655,662,1820,173
"1054",2003,"VERMONT","M","Y",0.964,344,"4","34",251,5334,1153,3944,237
"1055",2003,"VERMONT","M","N",1,352,"4","35",258,5521,1189,4089,243
"1056",2003,"VERMONT","O","Y",1,225,"1","19",159,5215,792,4227,196
"1057",2003,"VERMONT","R","Y",1,105,"9","6",70,2885,977,1701,207
"1058",2003,"VIRGINIA","M","Y",0.992,18115,"373","6306",9938,177667,24735,136521,16411
"1059",2003,"VIRGINIA","M","N",1,18324,"375","6363",10070,179518,24986,137964,16568
"1060",2003,"VIRGINIA","O","Y",0.966,754,"5","149",521,8099,979,6684,436
"1061",2003,"VIRGINIA","O","N",1,780,"5","154",539,8383,1013,6919,451
"1062",2003,"VIRGINIA","R","Y",0.976,1240,"32","151",886,11543,2849,7821,873
"1063",2003,"VIRGINIA","R","N",1,1271,"33","155",908,11830,2920,8015,895
"1064",2003,"WASHINGTON","M","Y",0.999,19625,"167","5518",11479,261672,51146,171859,38667
"1065",2003,"WASHINGTON","M","N",1,19643,"167","5523",11489,261989,51198,172079,38712
"1066",2003,"WASHINGTON","O","Y",0.957,841,"3","130",493,17777,3231,13575,971
"1067",2003,"WASHINGTON","O","N",1,879,"3","136",515,18570,3375,14181,1014
"1068",2003,"WASHINGTON","R","Y",0.882,664,"12","52",446,9683,3257,5639,787
"1069",2003,"WASHINGTON","R","N",1,754,"14","59",506,10985,3695,6397,893
"1070",2003,"WEST VIRGINIA","M","Y",0.917,2866,"29","563",2092,26729,6141,18295,2293
"1071",2003,"WEST VIRGINIA","M","N",1,3041,"30","586",2238,28672,6488,19768,2416
"1072",2003,"WEST VIRGINIA","O","Y",0.823,473,"3","58",380,4198,830,3167,201
"1073",2003,"WEST VIRGINIA","O","N",1,575,"4","70",462,5100,1008,3848,244
"1074",2003,"WEST VIRGINIA","R","Y",0.861,900,"25","64",751,7702,2310,4648,744
"1075",2003,"WEST VIRGINIA","R","N",1,1045,"29","74",872,8942,2682,5396,864
"1076",2003,"WISCONSIN","M","Y",0.972,10340,"159","4248",4996,124460,19927,93776,10757
"1077",2003,"WISCONSIN","M","N",1,10432,"160","4266",5054,126387,20270,95261,10856
"1078",2003,"WISCONSIN","O","Y",0.99,980,"4","86",746,19669,2523,16437,709
"1079",2003,"WISCONSIN","O","N",1,989,"4","87",753,19862,2548,16598,716
"1080",2003,"WISCONSIN","R","Y",1,674,"17","33",523,11498,3744,7006,748
"1081",2003,"WYOMING","M","Y",1,338,"6","46",235,6529,1052,5106,371
"1082",2003,"WYOMING","O","Y",0.975,612,"4","29",520,7666,1039,6319,308
"1083",2003,"WYOMING","O","N",1,627,"4","30",533,7859,1065,6478,316
"1084",2003,"WYOMING","R","Y",0.958,335,"4","8",299,2164,473,1585,106
"1085",2003,"WYOMING","R","N",1,349,"4","8",312,2260,494,1655,111
"1086",2004,"ALABAMA","M","Y",0.985,15129,"207","5371",8206,143099,35215,96320,11564
"1087",2004,"ALABAMA","M","N",1,15326,"207","5439",8321,145230,35656,97854,11720
"1088",2004,"ALABAMA","O","Y",0.911,2645,"28","482",1918,25433,5181,18915,1337
"1089",2004,"ALABAMA","O","N",1,2883,"31","520",2096,27643,5630,20563,1450
"1090",2004,"ALABAMA","R","Y",0.891,993,"14","74",774,8436,3012,4663,761
"1091",2004,"ALABAMA","R","N",1,1115,"16","83",869,9467,3380,5233,854
"1092",2004,"ALASKA","M","Y",1,2558,"17","386",1835,12682,1835,9591,1256
"1093",2004,"ALASKA","O","Y",0.928,598,"5","32",471,4764,622,3765,377
"1094",2004,"ALASKA","O","N",1,644,"5","34",508,5133,670,4057,406
"1095",2004,"ALASKA","R","Y",1,957,"15","27",774,4357,1268,2511,578
"1096",2004,"ARIZONA","M","Y",0.984,26119,"389","7487",16491,280977,50845,177512,52620
"1097",2004,"ARIZONA","M","N",1,26444,"392","7556",16718,285158,51775,180078,53305
"1098",2004,"ARIZONA","O","Y",0.97,1323,"7","117",1125,14308,2821,10307,1180
"1099",2004,"ARIZONA","O","N",1,1364,"7","121",1160,14749,2908,10625,1216
"1100",2004,"ARIZONA","R","Y",1,1144,"15","44",1043,6840,2202,3853,785
"1101",2004,"ARKANSAS","M","Y",0.932,9736,"116","1926",6913,76821,19313,52908,4600
"1102",2004,"ARKANSAS","M","N",1,10060,"122","1948",7175,79370,20243,54313,4814
"1103",2004,"ARKANSAS","O","Y",0.921,2313,"25","337",1749,20089,6107,13120,862
"1104",2004,"ARKANSAS","O","N",1,2510,"27","366",1898,21803,6628,14239,936
"1105",2004,"ARKANSAS","R","Y",0.857,1000,"23","50",814,7961,2766,4560,635
"1106",2004,"ARKANSAS","R","N",1,1167,"27","58",950,9291,3228,5322,741
"1107",2004,"CALIFORNIA","M","Y",1,194890,"2363","61488",121694,1203771,238885,714752,250134
"1108",2004,"CALIFORNIA","O","Y",1,1352,"5","176",1041,12460,3023,8269,1168
"1109",2004,"CALIFORNIA","R","Y",1,1828,"24","104",1560,10963,3995,5666,1302
"1110",2004,"COLORADO","M","Y",0.968,15344,"186","3585",9855,158417,29642,106283,22492
"1111",2004,"COLORADO","M","N",1,15706,"189","3667",10081,163916,30450,110221,23245
"1112",2004,"COLORADO","O","Y",0.909,880,"7","62",676,10816,1510,8843,463
"1113",2004,"COLORADO","O","N",1,969,"8","68",744,11903,1662,9731,510
"1114",2004,"COLORADO","R","Y",0.941,480,"6","14",424,4255,843,3122,290
"1115",2004,"COLORADO","R","N",1,510,"6","15",451,4523,896,3319,308
"1116",2004,"CONNECTICUT","M","Y",1,9404,"74","4088",4624,84082,13880,59895,10307
"1117",2004,"CONNECTICUT","O","Y",1,235,"5","57",151,3178,553,2399,226
"1118",2004,"CONNECTICUT","R","Y",1,393,"12","77",220,4786,1137,3157,492
"1119",2004,"DELAWARE","M","Y",1,3835,"17","1089",2460,21440,3998,15504,1938
"1120",2004,"DELAWARE","O","Y",1,308,"0","71",217,1951,425,1458,68
"1121",2004,"DELAWARE","R","Y",1,577,"0","58",463,2881,960,1780,141
"1122",2004,"DISTRICT OF COLUMBIA","M","Y",1,7590,"198","3202",3968,26896,3946,14542,8408
"1123",2004,"FLORIDA","M","Y",0.999,117774,"909","29371",81309,695916,157420,462412,76084
"1124",2004,"FLORIDA","M","N",1,117795,"909","29377",81323,696061,157450,462512,76099
"1125",2004,"FLORIDA","O","Y",0.981,1954,"9","339",1512,11002,2556,7689,757
"1126",2004,"FLORIDA","O","N",1,1992,"9","346",1541,11214,2605,7837,772
"1127",2004,"FLORIDA","R","Y",1,3967,"28","274",3335,19866,6277,12135,1454
"1128",2004,"GEORGIA","M","Y",0.897,31308,"491","11739",17197,287686,62595,188257,36834
"1129",2004,"GEORGIA","M","N",1,33739,"532","12621",18531,314329,68812,205051,40466
"1130",2004,"GEORGIA","O","Y",0.848,3646,"28","695",2748,32082,6178,24419,1485
"1131",2004,"GEORGIA","O","N",1,4298,"33","819",3240,37818,7282,28785,1751
"1132",2004,"GEORGIA","R","Y",0.828,1806,"40","179",1483,20305,5715,12916,1674
"1133",2004,"GEORGIA","R","N",1,2180,"48","216",1790,24509,6898,15590,2021
"1134",2004,"HAWAII","M","Y",1,2507,"26","818",1441,44121,7240,29512,7369
"1135",2004,"HAWAII","R","Y",1,706,"7","126",462,16404,3587,11566,1251
"1136",2004,"IDAHO","M","Y",0.999,2457,"21","192",1804,27678,5007,20686,1985
"1137",2004,"IDAHO","M","N",1,2461,"21","192",1807,27724,5016,20720,1988
"1138",2004,"IDAHO","O","Y",1,453,"1","34",353,7028,1351,5263,414
"1139",2004,"IDAHO","R","Y",1,498,"8","14",412,4181,1259,2600,322
"1140",2004,"INDIANA","M","Y",0.908,17244,"286","5751",9746,167467,33274,116061,18132
"1141",2004,"INDIANA","M","N",1,18160,"292","5941",10395,177596,35132,123342,19122
"1142",2004,"INDIANA","O","Y",0.862,881,"4","200",551,19451,3367,15121,963
"1143",2004,"INDIANA","O","N",1,1023,"5","232",640,22577,3908,17551,1118
"1144",2004,"INDIANA","R","Y",0.527,585,"10","105",404,6190,1647,4095,448
"1145",2004,"INDIANA","R","N",1,1111,"19","200",767,11756,3128,7777,851
"1146",2004,"IOWA","M","Y",0.991,5663,"36","976",4073,60331,12052,44243,4036
"1147",2004,"IOWA","M","N",1,5690,"36","978",4094,60744,12127,44564,4053
"1148",2004,"IOWA","O","Y",0.93,1679,"7","133",1396,18223,3846,13546,831
"1149",2004,"IOWA","O","N",1,1807,"8","143",1502,19603,4137,14572,894
"1150",2004,"IOWA","R","Y",0.983,497,"2","3",439,5394,1877,3068,449
"1151",2004,"IOWA","R","N",1,506,"2","3",447,5489,1910,3122,457
"1152",2004,"KANSAS","M","Y",0.972,7158,"90","1544",4819,74337,12590,54911,6836
"1153",2004,"KANSAS","M","N",1,7284,"91","1560",4912,75861,12846,56069,6946
"1154",2004,"KANSAS","O","Y",0.93,1967,"16","199",1491,23687,4594,18125,968
"1155",2004,"KANSAS","O","N",1,2116,"17","214",1604,25482,4942,19499,1041
"1156",2004,"KANSAS","R","Y",0.977,826,"15","38",673,7184,2161,4585,438
"1157",2004,"KANSAS","R","N",1,845,"15","39",689,7351,2211,4692,448
"1158",2004,"KENTUCKY","M","Y",0.9,6609,"107","2594",3317,63593,14649,43405,5539
"1159",2004,"KENTUCKY","M","N",1,7059,"109","2734",3578,69678,15802,47920,5956
"1160",2004,"KENTUCKY","O","Y",0.854,1110,"17","233",725,15268,2878,11425,965
"1161",2004,"KENTUCKY","O","N",1,1300,"20","273",849,17884,3371,13383,1130
"1162",2004,"KENTUCKY","R","Y",0.874,1566,"93","228",859,15420,5880,8067,1473
"1163",2004,"KENTUCKY","R","N",1,1793,"107","261",983,17647,6729,9232,1686
"1164",2004,"LOUISIANA","M","Y",0.972,22668,"513","5874",14962,158947,34597,106633,17717
"1165",2004,"LOUISIANA","M","N",1,23177,"517","5966",15339,163767,35422,110317,18028
"1166",2004,"LOUISIANA","O","Y",0.586,1708,"16","248",1381,12592,3378,8691,523
"1167",2004,"LOUISIANA","O","N",1,2917,"27","424",2358,21504,5769,14842,893
"1168",2004,"LOUISIANA","R","Y",0.931,2559,"28","162",2227,12919,3879,8302,738
"1169",2004,"LOUISIANA","R","N",1,2750,"30","174",2393,13882,4168,8921,793
"1170",2004,"MAINE","M","Y",1,857,"8","228",428,19404,3636,14954,814
"1171",2004,"MAINE","O","Y",1,353,"6","46",208,8413,1417,6712,284
"1172",2004,"MAINE","R","Y",1,154,"4","15",106,3923,1288,2430,205
"1173",2004,"MARYLAND","M","Y",1,37688,"513","12622",23304,194594,34995,124190,35409
"1174",2004,"MARYLAND","O","Y",1,587,"2","86",467,4061,670,3216,175
"1175",2004,"MARYLAND","R","Y",1,657,"6","53",563,3671,1017,2380,274
"1176",2004,"MASSACHUSETTS","M","Y",0.973,28822,"167","7359",19540,153751,33540,98580,21631
"1177",2004,"MASSACHUSETTS","M","N",1,29340,"168","7462",19917,157234,34330,100890,22014
"1178",2004,"MASSACHUSETTS","O","Y",0.872,84,"1","4",74,515,121,360,34
"1179",2004,"MASSACHUSETTS","O","N",1,97,"1","5",85,591,139,413,39
"1180",2004,"MASSACHUSETTS","R","Y",1,0,"0","0",0,0,0,0,0
"1181",2004,"MICHIGAN","M","Y",0.994,45270,"611","11071",29392,268856,54661,165781,48414
"1182",2004,"MICHIGAN","M","N",1,45420,"611","11105",29489,270416,54923,166900,48593
"1183",2004,"MICHIGAN","O","Y",0.903,1437,"6","120",943,16818,2412,13725,681
"1184",2004,"MICHIGAN","O","N",1,1557,"7","129",1022,18320,2628,14946,746
"1185",2004,"MICHIGAN","R","Y",0.976,2536,"24","84",1577,19971,6676,12109,1186
"1186",2004,"MICHIGAN","R","N",1,2600,"25","86",1617,20472,6843,12413,1216
"1187",2004,"MINNESOTA","M","Y",0.994,11722,"95","3936",6169,121381,21073,88912,11396
"1188",2004,"MINNESOTA","M","N",1,11754,"95","3943",6188,122046,21162,89444,11440
"1189",2004,"MINNESOTA","O","Y",0.982,1067,"10","88",673,19045,2724,15377,944
"1190",2004,"MINNESOTA","O","N",1,1088,"10","90",686,19401,2775,15664,962
"1191",2004,"MINNESOTA","R","Y",1,909,"8","37",571,13572,4111,8345,1116
"1192",2004,"MISSISSIPPI","M","Y",0.863,3754,"103","1456",1661,47333,12430,30155,4748
"1193",2004,"MISSISSIPPI","M","N",1,4150,"111","1541",1904,52313,13659,33446,5208
"1194",2004,"MISSISSIPPI","O","Y",0.805,1999,"44","592",1125,26393,6240,18918,1235
"1195",2004,"MISSISSIPPI","O","N",1,2485,"55","736",1398,32794,7753,23506,1535
"1196",2004,"MISSISSIPPI","R","Y",0.473,915,"29","107",651,7516,2959,4019,538
"1197",2004,"MISSISSIPPI","R","N",1,1933,"61","226",1375,15873,6249,8488,1136
"1198",2004,"MISSOURI","M","Y",0.999,23444,"288","6258",15737,184532,31220,129476,23836
"1199",2004,"MISSOURI","M","N",1,23454,"288","6260",15744,184641,31236,129559,23846
"1200",2004,"MISSOURI","O","Y",0.998,2537,"28","302",2013,26818,4652,21097,1069
"1201",2004,"MISSOURI","O","N",1,2541,"28","303",2016,26864,4660,21133,1071
"1202",2004,"MISSOURI","R","Y",1,2231,"38","67",2003,13124,4576,7572,976
"1203",2004,"MONTANA","M","Y",0.878,843,"12","167",589,12566,1561,10275,730
"1204",2004,"MONTANA","M","N",1,915,"13","168",648,13337,1641,10915,781
"1205",2004,"MONTANA","O","Y",0.89,680,"5","35",564,6579,712,5540,327
"1206",2004,"MONTANA","O","N",1,764,"6","39",634,7390,800,6223,367
"1207",2004,"MONTANA","R","Y",0.836,872,"9","22",756,5423,898,4132,393
"1208",2004,"MONTANA","R","N",1,1044,"11","26",905,6488,1074,4944,470
"1209",2004,"NEBRASKA","M","Y",0.981,4252,"31","1054",2779,42342,6689,31321,4332
"1210",2004,"NEBRASKA","M","N",1,4279,"31","1056",2801,42637,6756,31524,4357
"1211",2004,"NEBRASKA","O","Y",0.954,758,"6","69",524,14094,1979,11507,608
"1212",2004,"NEBRASKA","O","N",1,794,"6","72",549,14766,2073,12056,637
"1213",2004,"NEBRASKA","R","Y",0.922,295,"3","9",226,3787,919,2598,270
"1214",2004,"NEBRASKA","R","N",1,320,"3","10",245,4109,997,2819,293
