"State","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"OREGON",247.588027752281,2.37535685655772,29.2300520505459,61.8842399006185,154.098378944559,3224.26350854667,561.713349020558,2400.85968122683,261.690478299285
"PENNSYLVANIA",349.694798138336,5.39124201086135,26.141343939992,123.254245298415,194.907966889067,2168.93806828642,446.352219289845,1604.48367440218,118.102174594397
"PUERTO RICO",273.814289500868,26.6696917768996,0.872627951800395,171.744088763715,74.5278810084525,1409.26687253414,416.870734349145,832.950649616971,159.445488568028
"RHODE ISLAND",252.4059975702,3.23719498958385,27.420945794122,67.8858831639201,153.861973622574,2572.33226569373,566.413911559833,1755.70222376253,250.216130371363
"SOUTH CAROLINA",559.109353917006,6.87866763884069,35.5594359454867,95.0829278676016,421.588322465077,3822.97874668944,954.99396297647,2588.32100954964,279.663774163327
"SOUTH DAKOTA",355.903408661779,3.19603873798267,76.8696306859649,19.8928916252014,255.94484761263,2212.94422080418,419.061333299301,1656.41356289677,137.469324608106
"TENNESSEE",643.563137261097,6.00968705793757,31.4734126333225,126.528694784258,479.55134278558,3371.37248396629,870.181001551521,2300.14576588892,201.045716525849
"TEXAS",408.886437277677,4.39299263091248,29.6067099520638,116.688860075578,258.197874619123,3363.85044773394,786.447020529982,2327.80063113141,249.602796072545
"UTAH",205.850579192461,1.75049039696465,33.0481251125888,38.525080773857,132.52688290905,2991.0786402888,453.196666634007,2327.7849583866,210.097015268195
"VERMONT",142.564109109288,1.28523065556161,19.2906228995652,17.8456506420189,104.142604912142,2398.88342404129,633.396534517034,1695.96118172037,69.5257078038889
"VIRGINIA",190.132578503902,3.8358795714614,17.7378889737642,57.4893288640043,111.069481094672,2162.08008265954,360.511598832475,1690.69446156406,110.874022263005
"WASHINGTON",295.569585865983,2.99055527216304,31.7960662621651,83.289119892122,177.493844439532,3658.49620402066,880.431596699433,2395.26697304496,382.797634276267
"WEST VIRGINIA",319.445502242087,3.96657084664649,22.9497277281158,46.1003346643158,246.428869003009,2364.6301412542,614.678416022263,1629.70332037358,120.248404858359
"WISCONSIN",282.445131367896,3.04302439454953,21.3906038143721,81.3754203299756,176.636082828999,2456.68919456061,489.821897479,1822.36479503524,144.502502046373
"WYOMING",201.78432150914,2.49302045192084,26.8439221099341,10.6095042474523,161.837874699832,2294.46326388903,368.693632277951,1824.46294464993,101.306686961152
