"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"DELAWARE","O","Y",1,416,2,25,119,270,2147,482,1606,59
"DELAWARE","R","Y",1,731,3,61,95,572,3489,1156,2137,196
"DISTRICT OF COLUMBIA","M","Y",1,8320,181,192,4261,3686,28908,3926,17382,7600
"FLORIDA","M","Y",0.999,125870,1142,5812,37477,81439,715291,172079,471775,71437
"FLORIDA","M","N",1,126008,1142,5818,37524,81524,716225,172284,472417,71524
"FLORIDA","O","Y",0.977,1907,9,100,306,1492,9030,2245,6244,541
"FLORIDA","O","N",1,1951,9,102,313,1527,9243,2298,6391,554
"FLORIDA","R","Y",0.991,3887,50,229,322,3286,20694,7187,11943,1564
"FLORIDA","R","N",1,3921,50,231,325,3315,20879,7251,12050,1578
"GEORGIA","M","Y",0.985,39218,632,1748,15936,20902,308050,75462,193880,38708
"GEORGIA","M","N",1,39753,638,1773,16136,21206,312629,76491,196926,39212
"GEORGIA","O","Y",0.826,3955,38,216,802,2899,29282,6022,22055,1205
"GEORGIA","O","N",1,4788,46,262,970,3510,35438,7285,26695,1458
"GEORGIA","R","Y",0.858,2175,29,123,201,1822,20833,5934,13248,1651
"GEORGIA","R","N",1,2534,34,143,234,2123,24275,6914,15437,1924
"HAWAII","M","Y",1,2613,19,226,943,1425,37197,5777,26483,4937
"HAWAII","R","Y",1,888,3,100,162,623,17031,3320,11933,1778
"IDAHO","M","Y",1,2630,24,442,190,1974,24952,5016,18229,1707
"IDAHO","O","Y",0.993,506,7,61,27,411,5500,1141,4084,275
"IDAHO","O","N",1,509,7,61,27,414,5538,1149,4112,277
"IDAHO","R","Y",1,450,18,75,16,341,3195,812,2141,242
"INDIANA","M","Y",0.888,18785,312,1379,7364,9730,170210,37499,115911,16800
"INDIANA","M","N",1,19538,323,1450,7560,10205,181836,39817,124301,17718
"INDIANA","O","Y",0.845,803,8,120,213,462,18895,3355,14589,951
"INDIANA","O","N",1,950,9,142,252,547,22364,3971,17267,1126
"INDIANA","R","Y",0.613,416,15,92,37,272,6945,1920,4588,437
"INDIANA","R","N",1,677,24,150,60,443,11326,3131,7482,713
"IOWA","M","Y",0.988,6279,26,654,1130,4469,54703,11219,39909,3575
"IOWA","M","N",1,6317,26,658,1134,4499,55171,11296,40279,3596
"IOWA","O","Y",0.931,1830,8,176,159,1487,16843,3643,12349,851
"IOWA","O","N",1,1966,9,189,171,1597,18092,3913,13265,914
"IOWA","R","Y",0.952,497,2,54,8,433,4657,1649,2651,357
"IOWA","R","N",1,522,2,57,8,455,4891,1732,2784,375
"KANSAS","M","Y",0.993,8835,82,789,1747,6217,71193,13336,50815,7042
"KANSAS","M","N",1,8877,82,793,1752,6250,71572,13394,51111,7067
"KANSAS","O","Y",0.951,2603,14,299,216,2074,22562,4583,16975,1004
"KANSAS","O","N",1,2737,15,314,227,2181,23725,4819,17850,1056
"KANSAS","R","Y",0.987,940,10,122,37,771,6733,2023,4275,435
"KANSAS","R","N",1,952,10,124,37,781,6823,2050,4332,441
"KENTUCKY","M","Y",0.953,9349,123,683,3457,5086,71274,17037,48239,5998
"KENTUCKY","M","N",1,9632,124,714,3551,5243,74138,17676,50272,6190
"KENTUCKY","O","Y",0.883,1072,10,148,277,637,14134,3042,10343,749
"KENTUCKY","O","N",1,1215,11,168,314,722,16013,3446,11718,849
"KENTUCKY","R","Y",0.876,1467,68,437,179,783,14595,5747,7415,1433
"KENTUCKY","R","N",1,1666,69,499,204,894,16662,6561,8465,1636
"LOUISIANA","M","Y",0.97,23693,526,1054,5382,16731,136917,34187,89571,13159
"LOUISIANA","M","N",1,24288,534,1086,5466,17202,141187,35024,92736,13427
"LOUISIANA","O","Y",0.568,1883,16,68,214,1585,9892,2437,7052,403
"LOUISIANA","O","N",1,3273,28,118,372,2755,17312,4287,12324,701
"LOUISIANA","R","Y",0.857,3217,39,162,210,2806,14126,4532,8693,901
"LOUISIANA","R","N",1,3756,46,189,245,3276,16492,5291,10149,1052
"MAINE","M","Y",1,943,13,208,280,442,20107,4001,15261,845
"MAINE","O","Y",1,451,3,127,57,264,8172,1463,6489,220
"MAINE","R","Y",1,160,5,56,12,87,3713,1212,2307,194
"MARYLAND","M","Y",1,34906,546,1103,13044,20213,184165,35066,121111,27988
"MARYLAND","O","Y",1,506,3,37,130,336,4236,739,3369,128
"MARYLAND","R","Y",1,650,4,39,84,523,4395,1290,2828,277
"MASSACHUSETTS","M","Y",0.986,27550,183,1613,6954,18800,152065,35135,102096,14834
"MASSACHUSETTS","M","N",1,27799,184,1631,7003,18981,153805,35570,103262,14973
"MASSACHUSETTS","O","Y",0.584,20,0,2,2,16,258,54,193,11
"MASSACHUSETTS","O","N",1,33,0,3,3,27,441,92,330,19
"MASSACHUSETTS","R","Y",1,0,0,0,0,0,0,0,0,0
"MICHIGAN","M","Y",0.989,49735,635,3397,13144,32559,266389,65383,160764,40242
"MICHIGAN","M","N",1,50027,636,3427,13209,32755,269119,65902,162695,40522
"MICHIGAN","O","Y",0.919,1483,10,344,124,1005,18140,2772,14824,544
"MICHIGAN","O","N",1,1580,11,366,131,1072,19436,2974,15874,588
"MICHIGAN","R","Y",0.993,2363,29,780,73,1481,20071,6504,12534,1033
"MICHIGAN","R","N",1,2381,29,786,74,1492,20220,6552,12627,1041
"MINNESOTA","M","Y",0.964,12106,96,625,4555,6830,123822,22884,90385,10553
"MINNESOTA","M","N",1,12306,98,625,4623,6960,128390,23555,94012,10823
"MINNESOTA","O","Y",0.993,NA,6,NA,112,688,18332,2786,14736,810
"MINNESOTA","O","N",1,NA,6,NA,113,693,18462,2806,14840,816
"MINNESOTA","R","Y",0.993,NA,12,NA,34,587,10896,3285,6731,880
"MINNESOTA","R","N",1,NA,12,NA,34,591,10977,3309,6781,887
"MISSISSIPPI","M","Y",0.79,3651,89,382,1630,1550,42370,11583,26770,4017
"MISSISSIPPI","M","N",1,4181,103,446,1756,1876,49868,13548,31666,4654
"MISSISSIPPI","O","Y",0.811,1924,48,251,641,984,21902,6363,14455,1084
"MISSISSIPPI","O","N",1,2371,59,309,790,1213,26990,7841,17813,1336
"MISSISSIPPI","R","Y",0.453,884,21,129,145,589,7512,2979,3902,631
"MISSISSIPPI","R","N",1,1950,46,285,320,1299,16566,6570,8605,1391
"MISSOURI","M","Y",0.999,24540,346,1414,6833,15947,178559,34641,122303,21615
"MISSOURI","M","N",1,24549,346,1415,6835,15953,178661,34657,122380,21624
"MISSOURI","O","Y",0.987,2954,18,149,285,2502,28311,4722,22472,1117
"MISSOURI","O","N",1,2994,18,151,289,2536,28696,4786,22778,1132
"MISSOURI","R","Y",1,2139,21,148,41,1929,12402,4003,7371,1028
"MONTANA","M","Y",0.998,881,5,83,125,668,12078,1215,10143,720
"MONTANA","M","N",1,883,5,83,125,670,12104,1216,10167,721
"MONTANA","O","Y",0.939,698,0,88,37,573,7270,645,6182,443
"MONTANA","O","N",1,743,0,94,39,610,7741,687,6582,472
"MONTANA","R","Y",0.964,1088,9,109,26,944,6404,1083,4779,542
"MONTANA","R","N",1,1128,9,113,27,979,6644,1124,4958,562
"NEBRASKA","M","Y",1,4252,52,343,1037,2820,39278,6325,28619,4334
"NEBRASKA","O","Y",0.881,745,8,124,56,557,11607,1672,9392,543
"NEBRASKA","O","N",1,847,9,141,64,633,13182,1899,10666,617
"NEBRASKA","R","Y",0.862,231,6,37,6,182,3141,709,2216,216
"NEBRASKA","R","N",1,268,7,43,7,211,3642,822,2570,250
"NEVADA","M","Y",1,18590,180,989,6872,10549,92055,23375,46777,21903
"NEVADA","O","Y",1,150,2,25,15,108,1273,275,910,88
"NEVADA","R","Y",1,517,10,82,45,380,3588,1190,2058,340
"NEW HAMPSHIRE","M","Y",0.895,1035,10,143,320,562,14238,2998,10416,824
"NEW HAMPSHIRE","M","N",1,1109,10,158,333,608,15472,3252,11330,890
"NEW HAMPSHIRE","O","Y",0.886,582,4,144,88,346,8115,1416,6348,351
"NEW HAMPSHIRE","O","N",1,658,5,163,99,391,9163,1599,7168,396
"NEW HAMPSHIRE","R","Y",0.023,13,0,6,0,7,48,11,34,3
"NEW HAMPSHIRE","R","N",1,40,0,12,0,28,261,135,113,13
"NEW JERSEY","M","Y",1,28601,380,1050,12549,14622,192226,37482,132791,21953
"NEW MEXICO","M","Y",0.996,9234,98,692,1983,6461,50393,11938,31109,7346
"NEW MEXICO","M","N",1,9262,98,694,1985,6485,50542,11976,31202,7364
"NEW MEXICO","O","Y",0.881,2377,32,206,243,1896,15584,4160,10507,917
"NEW MEXICO","O","N",1,2697,36,234,276,2151,17681,4720,11921,1040
"NEW MEXICO","R","Y",0.855,962,24,89,51,798,4419,1962,2000,457
"NEW MEXICO","R","N",1,1126,28,104,60,934,5171,2296,2340,535
"NEW YORK","M","Y",0.996,76431,781,2454,30771,42425,350043,57739,265282,27022
"NEW YORK","M","N",1,76567,782,2462,30817,42506,351466,57957,266422,27087
"NEW YORK","O","Y",0.958,1379,5,136,204,1034,15708,2767,12507,434
"NEW YORK","O","N",1,1439,5,142,213,1079,16391,2887,13051,453
"NEW YORK","R","Y",1,1909,14,322,64,1509,13959,4013,9456,490
"NORTH CAROLINA","M","Y",0.962,31040,428,1688,11068,17856,265631,74930,169440,21261
"NORTH CAROLINA","M","N",1,31671,437,1736,11205,18293,272971,77172,174050,21749
"NORTH CAROLINA","O","Y",0.947,5690,72,267,1597,3754,47673,12726,32599,2348
"NORTH CAROLINA","O","N",1,5992,76,281,1680,3955,50228,13402,34355,2471
"NORTH CAROLINA","R","Y",0.957,4400,69,352,634,3345,45125,17441,24099,3585
"NORTH CAROLINA","R","N",1,4599,72,368,663,3496,47155,18226,25183,3746
"NORTH DAKOTA","M","Y",0.996,583,5,147,55,376,7773,1348,5846,579
"NORTH DAKOTA","M","N",1,584,5,147,55,377,7808,1353,5873,582
"NORTH DAKOTA","O","Y",0.909,200,5,38,9,148,2725,441,2099,185
"NORTH DAKOTA","O","N",1,220,5,42,10,163,2996,485,2308,203
"NORTH DAKOTA","R","Y",0.881,94,2,16,4,72,1131,287,730,114
"NORTH DAKOTA","R","N",1,107,2,18,5,82,1284,326,829,129
"OHIO","M","Y",0.866,34902,458,3513,16984,13947,309748,79197,200917,29634
"OHIO","M","N",1,36735,477,3829,17647,14782,341193,85587,224220,31386
"OHIO","O","Y",0.797,1276,17,298,396,565,27180,5034,21260,886
"OHIO","O","N",1,1601,21,374,497,709,34122,6320,26690,1112
"OHIO","R","Y",0.821,840,15,204,95,526,17159,5421,10686,1052
"OHIO","R","N",1,1024,18,249,116,641,20894,6601,13012,1281
"OKLAHOMA","M","Y",1,13667,159,1111,3013,9384,92267,24521,56571,11175
"OKLAHOMA","O","Y",1,3095,33,324,327,2411,27298,6731,19064,1503
"OKLAHOMA","R","Y",1,1310,30,124,33,1123,7997,2869,4347,781
"OREGON","M","Y",0.99,8894,48,987,2569,5290,105864,17377,75835,12652
"OREGON","M","N",1,8941,48,994,2578,5321,106519,17506,76291,12722
"OREGON","O","Y",0.978,1188,13,153,217,805,16936,2728,13169,1039
"OREGON","O","N",1,1214,13,156,222,823,17315,2789,13464,1062
"OREGON","R","Y",0.937,582,11,98,58,415,7783,2366,4700,717
"OREGON","R","N",1,622,12,105,62,443,8309,2526,5018,765
"PENNSYLVANIA","M","Y",0.975,46597,684,2714,18772,24427,253280,47122,181674,24484
"PENNSYLVANIA","M","N",1,47189,688,2750,18933,24818,258578,47925,185860,24793
"PENNSYLVANIA","O","Y",0.933,2258,13,216,336,1693,18737,3176,14904,657
"PENNSYLVANIA","O","N",1,2421,14,232,360,1815,20087,3405,15978,704
"PENNSYLVANIA","R","Y",1,2172,21,468,165,1518,14912,4690,9258,964
"PUERTO RICO","M","Y",1,8597,709,94,5001,2793,50864,15744,27485,7635
"PUERTO RICO","O","Y",1,345,19,3,133,190,3073,1416,1470,187
"RHODE ISLAND","M","Y",1,2393,18,251,751,1373,27706,5233,19254,3219
"RHODE ISLAND","R","Y",1,11,1,5,0,5,37,3,27,7
"SOUTH CAROLINA","M","Y",1,26854,262,1410,5235,19947,145771,34197,97789,13785
"SOUTH CAROLINA","O","Y",1,3172,35,93,548,2496,16386,3435,12165,786
"SOUTH CAROLINA","R","Y",1,4720,55,236,563,3866,26125,7582,16088,2455
"SOUTH DAKOTA","M","Y",0.976,858,7,213,86,552,7491,1400,5631,460
"SOUTH DAKOTA","M","N",1,870,7,215,86,562,7592,1421,5705,466
"SOUTH DAKOTA","O","Y",0.743,228,1,43,12,172,3396,479,2763,154
"SOUTH DAKOTA","O","N",1,306,1,58,16,231,4568,644,3717,207
"SOUTH DAKOTA","R","Y",0.809,138,7,28,8,95,806,253,503,50
"SOUTH DAKOTA","R","N",1,171,9,35,10,117,996,313,621,62
"TENNESSEE","M","Y",1,38501,336,1750,10334,26081,198107,46896,133441,17770
"TENNESSEE","O","Y",1,4252,24,229,542,3457,30089,6777,21663,1649
"TENNESSEE","R","Y",1,3627,37,195,146,3249,23528,8042,13247,2239
"TEXAS","M","Y",0.999,111650,1311,7468,37746,65125,909106,206760,612901,89445
"TEXAS","M","N",1,111671,1311,7469,37752,65139,909376,206816,613096,89464
"TEXAS","O","Y",0.983,6695,47,622,823,5203,51065,12676,35888,2501
"TEXAS","O","N",1,6792,48,632,833,5279,51804,12864,36407,2533
"TEXAS","R","Y",1,3591,61,338,184,3008,23962,8633,13427,1902
"UTAH","M","Y",0.999,5755,53,822,1399,3481,86029,14288,63301,8440
"UTAH","M","N",1,5759,53,823,1400,3483,86095,14299,63350,8446
"UTAH","O","Y",0.863,201,0,43,11,147,3582,542,2861,179
"UTAH","O","N",1,233,0,50,13,170,4153,628,3317,208
"UTAH","R","Y",0.887,193,4,31,6,152,2081,545,1396,140
"UTAH","R","N",1,218,5,35,7,171,2346,614,1574,158
"VERMONT","M","Y",1,365,4,66,42,253,6311,1140,4932,239
"VERMONT","O","Y",1,226,4,30,24,168,4992,815,3971,206
"VERMONT","R","Y",0.97,176,4,26,14,132,3032,1116,1726,190
"VERMONT","R","N",1,181,4,27,14,136,3127,1151,1780,196
"VIRGINIA","M","Y",0.999,18776,358,1506,7320,9592,169781,27230,129835,12716
"VIRGINIA","M","N",1,18778,358,1506,7321,9593,169799,27233,129849,12717
"VIRGINIA","O","Y",1,774,11,79,152,532,8252,1303,6569,380
"VIRGINIA","R","Y",1,1246,37,160,178,871,12158,3152,8049,957
"WASHINGTON","M","Y",1,19917,160,2283,5828,11646,231851,45738,150499,35614
"WASHINGTON","O","Y",0.949,904,4,186,162,552,16540,3265,12291,984
"WASHINGTON","O","N",1,953,4,196,171,582,17436,3442,12957,1037
"WASHINGTON","R","Y",1,676,9,150,54,463,11442,3524,6947,971
"WEST VIRGINIA","M","Y",0.947,2904,30,238,627,2009,27771,6389,19273,2109
"WEST VIRGINIA","M","N",1,3019,31,246,645,2097,29090,6658,20223,2209
"WEST VIRGINIA","O","Y",0.8,585,6,29,90,460,5407,1086,4037,284
"WEST VIRGINIA","O","N",1,732,8,36,113,575,6761,1358,5048,355
"WEST VIRGINIA","R","Y",0.928,1147,23,81,87,956,9191,2597,5733,861
"WEST VIRGINIA","R","N",1,1236,25,87,94,1030,9902,2798,6176,928
"WISCONSIN","M","Y",0.999,14383,149,930,5374,7930,128314,22043,94265,12006
"WISCONSIN","M","N",1,14386,149,930,5375,7932,128377,22051,94317,12009
"WISCONSIN","O","Y",0.991,1128,21,173,75,859,19356,2361,16304,691
"WISCONSIN","O","N",1,1139,21,175,76,867,19534,2383,16454,697
"WISCONSIN","R","Y",1,771,13,118,23,617,11048,3405,6916,727
"WYOMING","M","Y",1,333,5,54,38,236,6231,1029,4886,316
"WYOMING","O","Y",0.98,636,6,78,38,514,6709,877,5492,340
"WYOMING","O","N",1,649,6,80,39,524,6845,895,5603,347
"WYOMING","R","Y",1,269,5,26,7,231,1908,424,1351,133
