"State","ViolentCrime","Murderandnonnegligentmanslaughter","Rape2","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"IDAHO",226.438806243674,1.8967237392509,41.149080619357,11.4232228205643,171.969779064502,1635.35076041543,329.396318769159,1181.00669425546,124.947747390809
"ILLINOIS",445.572372789037,7.95596819880842,43.6033628549065,139.833230571683,254.179811163639,2025.66383191911,341.995280220483,1518.26492917232,165.403622526306
"INDIANA",436.788417127383,6.69700873330853,40.6274240186071,111.676526836819,277.787457538649,2579.79266810659,482.880538407411,1849.77310772028,247.1390219789
"IOWA",294.184281950433,3.34257933029891,39.2581154123742,40.2421882710466,211.341398936713,2132.2820453837,480.882811473557,1472.90307969223,178.496154217913
"KANSAS",416.392728501381,5.56082482493084,56.4356107724522,62.0933327381077,292.30296016589,2817.08610936016,480.697341764753,2064.89434416545,271.494423429958
"KENTUCKY",225.765004583326,5.90455411748356,37.2907391222061,66.409395739606,116.16031560403,2129.07445103924,453.393423583957,1445.69527696288,229.985750492402
"LOUISIANA",562.027254433809,12.5895209749386,40.3071526388491,116.121123722959,393.009457097062,3384.68671930197,735.263327766827,2413.00768430804,236.415707227101
"MAINE",121.041359915024,1.72167673348519,35.4066563016737,18.639022027731,65.2740048521342,1507.06598588075,249.568270845201,1198.13729548539,59.3604195501633
"MARYLAND",500.200175903646,9.02154712263042,27.9403593120294,185.05737687447,278.180892594516,2222.27472858114,388.42221567545,1609.66871920633,224.183793699358
"MASSACHUSETTS",359.680784918527,2.54885188321836,32.0766212459336,71.6127675164876,253.442544272887,1440.82231154755,249.865014569495,1080.66795508642,110.289341891641
"MICHIGAN",450.273567275887,5.72577467271502,70.5652631288788,65.18979041989,308.792739054403,1800.23349996717,357.934406050847,1245.68134588463,196.617748031689
"MINNESOTA",238.347222017675,2.02704517013834,42.7746010340687,64.9254599800343,128.620115833433,2191.57350106568,336.897452471756,1675.73454002714,178.941508566784
"MISSISSIPPI",292.519298629279,8.6317887385104,34.7632591509453,73.7997248299459,175.324525909877,2799.96511266413,843.483001240765,1795.24715155157,161.234959871795
"MISSOURI",530.724377352347,9.8281549608952,44.6883529749259,103.980589334731,372.227280081795,2835.46861711989,492.299377814776,2017.11532010954,326.053919195567
"MONTANA",377.205121578148,3.91019431100956,58.386495632732,28.1325587806359,286.77587285377,2591.88272859117,344.138351230661,2000.97061543504,246.773761925468
"NEBRASKA",306.586419375196,2.28022437712172,61.8084741743759,50.7175095030421,191.780211320657,2279.42431020472,337.746010746734,1669.83927971566,271.839019742333
"NEVADA",555.930059615635,9.13930739393317,63.0412079362543,161.472215671644,322.277328613804,2612.44099893297,668.737131171409,1516.357859254,427.346008507561
"NEW HAMPSHIRE",198.608038601135,1.08147255482811,49.0525037267388,31.2811048310438,117.192957488524,1382.30493681433,191.783868377394,1122.33255468653,68.1885137504053
"NEW JERSEY",228.789856672105,3.59774381487876,16.7117421030634,87.6672451187278,120.813125635435,1555.53561744168,265.289189757001,1155.10895167519,135.137476009489
"NEW MEXICO",783.319768004402,7.11905630845412,60.0805043220954,178.252336098603,537.86787127525,3942.0635450151,858.181252360228,2520.0872851811,563.795007473771
"NEW YORK",358.182791663659,2.77600326586072,31.8871072344667,101.783295096698,221.736386066634,1515.93697431045,176.5383809476,1271.71377185186,67.684821510989
"NORTH CAROLINA",368.440714988817,5.8422974059088,26.8367129388962,92.4532701918654,243.308434452147,2558.78972481545,632.939121678472,1770.59653299794,155.25407013904
"NORTH DAKOTA",281.442372902018,1.32594083570117,52.8898340887023,24.244408175479,202.982189802136,2197.65761758832,389.438499517289,1573.57171729281,234.647400778223
"OHIO",308.176877527344,6.36339373453174,51.2765953294576,103.869234297678,146.667654165676,2452.54417149769,515.347158135764,1757.4733957546,179.723617607332
"OKLAHOMA",456.29396091066,6.16220036871463,54.5013784434214,76.3273603241272,319.303021774397,2876.6445341241,727.857403077556,1837.09649901781,311.690632028725
"OREGON",281.809900111539,2.49317603217617,47.8321319373977,58.8834362152413,172.601155926724,2989.6755470527,428.187633839442,2146.924130166,414.563783047255
"PENNSYLVANIA",313.835517348259,5.79137341810386,32.9160840759837,92.2920881018878,182.835971752283,1650.02974634109,250.573836155444,1297.89206963197,101.563840553683
"PUERTO RICO",232.591798397268,20.3465384065634,6.26277839023822,91.5444401061136,114.438041494353,934.202770785008,238.195336956955,588.31161787343,107.695815954623
