"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"LOUISIANA","M","Y",0.985,18397,437,910,4488,12562,127086,33626,85844,7616
"LOUISIANA","M","N",1,18682,440,925,4527,12790,129355,34068,87599,7688
"LOUISIANA","O","Y",0.838,2879,31,109,384,2355,17602,5333,11811,458
"LOUISIANA","O","N",1,3436,37,130,458,2811,21009,6365,14097,547
"LOUISIANA","R","Y",0.981,3226,35,209,249,2733,18040,5778,11390,872
"LOUISIANA","R","N",1,3288,36,213,254,2785,18380,5887,11605,888
"MAINE","M","Y",1,961,16,193,293,459,20759,4679,15425,655
"MAINE","O","Y",1,433,7,138,65,223,8483,1650,6647,186
"MAINE","R","Y",1,242,3,62,11,166,4567,1525,2805,237
"MARYLAND","M","Y",1,27808,391,1139,10174,16104,157597,33417,108437,15743
"MARYLAND","O","Y",1,457,0,24,87,346,3952,784,3097,71
"MARYLAND","R","Y",1,532,7,31,82,412,5150,1583,3313,254
"MASSACHUSETTS","M","Y",0.974,27632,183,1590,6665,19194,144601,35541,98532,10528
"MASSACHUSETTS","M","N",1,28158,185,1627,6762,19584,147980,36376,100857,10747
"MASSACHUSETTS","O","Y",1,57,0,1,5,51,810,157,614,39
"MASSACHUSETTS","R","Y",1,4,0,0,1,3,0,0,0,0
"MICHIGAN","M","Y",0.986,39968,577,3221,10134,26036,219831,62405,133328,24098
"MICHIGAN","M","N",1,40295,577,3259,10207,26252,222823,63065,135429,24329
"MICHIGAN","O","Y",0.827,1217,6,341,104,766,14185,2090,11701,394
"MICHIGAN","O","N",1,1438,7,406,123,902,16858,2465,13921,472
"MICHIGAN","R","Y",0.924,2078,27,630,58,1363,16901,5603,10656,642
"MICHIGAN","R","N",1,2250,29,682,63,1476,18298,6066,11537,695
"MINNESOTA","M","Y",0.997,NA,62,NA,3251,5317,111479,20563,84086,6830
"MINNESOTA","M","N",1,NA,62,NA,3256,5328,111842,20613,84384,6845
"MINNESOTA","O","Y",0.973,NA,4,NA,105,891,14558,2317,11594,647
"MINNESOTA","O","N",1,NA,4,NA,108,916,14969,2382,11922,665
"MINNESOTA","R","Y",0.992,NA,8,NA,22,453,9374,2706,6002,666
"MINNESOTA","R","N",1,NA,8,NA,22,457,9453,2729,6052,672
"MISSISSIPPI","M","Y",0.881,3742,104,370,1418,1850,41467,12629,25875,2963
"MISSISSIPPI","M","N",1,4007,110,399,1477,2021,44845,13633,28044,3168
"MISSISSIPPI","O","Y",0.764,1849,63,217,609,960,21741,7601,13351,789
"MISSISSIPPI","O","N",1,2419,82,284,797,1256,28452,9947,17472,1033
"MISSISSIPPI","R","Y",0.55,886,26,100,120,640,9250,4030,4822,398
"MISSISSIPPI","R","N",1,1610,47,182,218,1163,16818,7327,8767,724
"MISSOURI","M","Y",1,22382,311,1183,5999,14889,161124,36046,111574,13504
"MISSOURI","O","Y",0.996,2567,24,156,220,2167,25031,4374,19765,892
"MISSOURI","O","N",1,2578,24,157,221,2176,25130,4391,19843,896
"MISSOURI","R","Y",0.992,1914,31,117,49,1717,12525,4349,7266,910
"MISSOURI","R","N",1,1929,31,118,49,1731,12628,4385,7326,917
"MONTANA","M","Y",1,898,6,96,100,696,11329,1584,9098,647
"MONTANA","O","Y",0.975,907,12,142,45,708,6677,921,5319,437
"MONTANA","O","N",1,930,12,146,46,726,6850,945,5457,448
"MONTANA","R","Y",0.988,833,10,114,23,686,4917,851,3707,359
"MONTANA","R","N",1,842,10,115,23,694,4976,861,3752,363
"NEBRASKA","M","Y",0.991,3583,52,459,902,2170,35119,5811,25866,3442
"NEBRASKA","M","N",1,3588,52,460,902,2174,35243,5836,25956,3451
"NEBRASKA","O","Y",0.922,795,10,171,77,537,11007,1838,8758,411
"NEBRASKA","O","N",1,861,11,185,83,582,11935,1993,9496,446
"NEBRASKA","R","Y",0.778,168,3,39,9,117,2761,689,1912,160
"NEBRASKA","R","N",1,216,4,50,12,150,3548,885,2457,206
"NEVADA","M","Y",1,14560,121,857,4258,9324,65403,19012,37167,9224
"NEVADA","O","Y",1,301,3,28,21,249,1468,387,981,100
"NEVADA","R","Y",0.781,350,13,21,16,300,2235,637,1472,126
"NEVADA","R","N",1,448,17,27,20,384,2860,815,1884,161
"NEW HAMPSHIRE","M","Y",0.938,1601,9,230,351,1011,17773,3315,13847,611
"NEW HAMPSHIRE","M","N",1,1648,9,239,358,1042,18475,3440,14400,635
"NEW HAMPSHIRE","O","Y",0.9,702,7,156,102,437,10180,1948,7939,293
"NEW HAMPSHIRE","O","N",1,780,8,173,113,486,11316,2165,8825,326
"NEW HAMPSHIRE","R","Y",0.031,13,0,5,1,7,88,19,66,3
"NEW HAMPSHIRE","R","N",1,50,0,17,3,30,315,144,158,13
"NEW JERSEY","M","Y",1,27203,380,1006,12209,13608,189719,43238,129066,17415
"NEW MEXICO","M","Y",1,8090,61,550,1414,6065,51271,13834,33060,4377
"NEW MEXICO","O","Y",0.979,2757,62,217,253,2225,17163,5160,11312,691
"NEW MEXICO","O","N",1,2816,63,222,258,2273,17532,5271,11555,706
"NEW MEXICO","R","Y",0.943,859,30,80,47,702,4461,2186,1969,306
"NEW MEXICO","R","N",1,911,32,85,50,744,4731,2318,2088,325
"NEW YORK","M","Y",0.994,74802,753,2389,28057,43603,339446,58057,263122,18267
"NEW YORK","M","N",1,74948,754,2398,28105,43691,341125,58348,264442,18335
"NEW YORK","O","Y",0.977,1454,7,162,213,1072,16437,3249,12767,421
"NEW YORK","O","N",1,1488,7,166,218,1097,16823,3325,13067,431
"NEW YORK","R","Y",0.973,1026,13,183,71,759,13918,3623,9765,530
"NEW YORK","R","N",1,1054,13,188,73,780,14307,3724,10038,545
"NORTH CAROLINA","M","Y",0.99,24351,342,1449,7419,15141,238548,70217,155841,12490
"NORTH CAROLINA","M","N",1,24542,343,1463,7468,15268,241312,70839,157889,12584
"NORTH CAROLINA","O","Y",0.926,4688,83,237,1373,2995,46394,12772,31991,1631
"NORTH CAROLINA","O","N",1,5032,90,255,1472,3215,49844,13729,34366,1749
"NORTH CAROLINA","R","Y",0.97,4076,73,269,592,3142,47940,20936,24385,2619
"NORTH CAROLINA","R","N",1,4200,75,277,610,3238,49406,21576,25131,2699
"NORTH DAKOTA","M","Y",0.995,847,4,126,75,642,7866,1350,6077,439
"NORTH DAKOTA","M","N",1,850,4,126,75,645,7911,1356,6113,442
"NORTH DAKOTA","O","Y",0.924,640,18,102,12,508,3624,635,2637,352
"NORTH DAKOTA","O","N",1,692,19,110,13,550,3921,687,2853,381
"NORTH DAKOTA","R","Y",0.972,143,1,22,3,117,1375,379,843,153
"NORTH DAKOTA","R","N",1,147,1,23,3,120,1414,390,867,157
"OHIO","M","Y",0.947,31971,460,3056,15096,13359,315457,94459,202074,18924
"OHIO","M","N",1,32718,467,3165,15384,13702,328935,97271,212255,19409
"OHIO","O","Y",0.794,1348,17,253,436,642,29831,6436,22709,686
"OHIO","O","N",1,1697,21,319,549,808,37563,8104,28595,864
"OHIO","R","Y",0.917,981,23,135,114,709,19074,6726,11619,729
"OHIO","R","N",1,1069,25,147,124,773,20799,7334,12670,795
"OKLAHOMA","M","Y",1,13040,153,996,2929,8962,94681,27394,58252,9035
"OKLAHOMA","O","Y",0.999,3103,26,292,319,2466,24848,6197,17371,1280
"OKLAHOMA","O","N",1,3106,26,292,319,2469,24876,6204,17391,1281
"OKLAHOMA","R","Y",1,1097,29,115,34,919,7695,2743,4237,715
"OREGON","M","Y",0.991,7941,64,913,1990,4974,96145,15353,73288,7504
"OREGON","M","N",1,7983,64,919,1997,5003,96676,15462,73672,7542
"OREGON","O","Y",0.985,968,8,187,175,598,16581,2843,12962,776
"OREGON","O","N",1,983,8,190,178,607,16832,2886,13158,788
"OREGON","R","Y",0.987,612,10,107,46,449,6997,2074,4215,708
"OREGON","R","N",1,620,10,108,47,455,7086,2100,4269,717
"PENNSYLVANIA","M","Y",0.992,41266,597,2737,15525,22407,246517,49104,181844,15569
"PENNSYLVANIA","M","N",1,41434,597,2750,15571,22516,248136,49369,183138,15629
"PENNSYLVANIA","O","Y",0.943,2166,14,194,354,1604,18704,3542,14698,464
"PENNSYLVANIA","O","N",1,2297,15,206,375,1701,19835,3756,15587,492
"PENNSYLVANIA","R","Y",1,1509,25,368,185,931,15208,4725,9760,723
"PUERTO RICO","M","Y",1,10127,1100,42,6305,2680,48976,15461,27756,5759
"PUERTO RICO","O","Y",1,413,36,3,160,214,2741,1130,1517,94
"RHODE ISLAND","M","Y",1,2596,13,301,746,1536,28092,6962,18879,2251
"RHODE ISLAND","R","Y",1,6,1,3,0,2,49,2,11,36
"SOUTH CAROLINA","M","Y",0.999,19404,232,1256,3404,14512,139810,34553,94178,11079
"SOUTH CAROLINA","M","N",1,19429,232,1257,3408,14532,140023,34594,94339,11090
"SOUTH CAROLINA","O","Y",0.978,2743,34,101,472,2136,15678,3752,11322,604
"SOUTH CAROLINA","O","N",1,2803,35,103,482,2183,16023,3835,11571,617
"SOUTH CAROLINA","R","Y",1,4528,53,252,423,3800,26639,8492,16190,1957
"SOUTH DAKOTA","M","Y",0.987,1018,9,254,135,620,9321,1821,6996,504
"SOUTH DAKOTA","M","N",1,1022,9,255,135,623,9386,1831,7049,506
"SOUTH DAKOTA","O","Y",0.895,819,8,173,26,612,4080,676,3106,298
"SOUTH DAKOTA","O","N",1,914,9,193,29,683,4557,755,3469,333
"SOUTH DAKOTA","R","Y",0.786,124,2,38,2,82,814,246,484,84
"SOUTH DAKOTA","R","N",1,158,3,48,3,104,1036,313,616,107
"TENNESSEE","M","Y",1,32191,310,1622,7435,22824,178899,47425,120148,11326
"TENNESSEE","O","Y",1,3728,28,219,483,2998,27974,6567,20384,1023
"TENNESSEE","R","Y",1,3025,35,183,163,2644,23388,8757,12944,1687
"TEXAS","M","Y",0.999,95634,1018,6544,27626,60446,821834,194265,567433,60136
"TEXAS","M","N",1,95657,1018,6545,27632,60462,822133,194327,567652,60154
"TEXAS","O","Y",0.993,6026,50,552,617,4807,44367,11492,31274,1601
"TEXAS","O","N",1,6060,50,556,618,4836,44599,11556,31437,1606
"TEXAS","R","Y",0.985,3108,57,333,143,2575,24388,9197,13637,1554
"TEXAS","R","N",1,3156,58,338,145,2615,24767,9340,13849,1578
"UTAH","M","Y",0.999,4992,39,757,1059,3137,77046,11637,59509,5900
"UTAH","M","N",1,4992,39,757,1059,3137,77058,11639,59518,5901
"UTAH","O","Y",0.868,237,9,62,13,153,3773,746,2895,132
"UTAH","O","N",1,272,10,71,15,176,4346,859,3335,152
"UTAH","R","Y",0.872,200,4,23,6,167,2052,544,1395,113
"UTAH","R","N",1,230,5,26,7,192,2354,624,1600,130
"VERMONT","M","Y",1,363,3,48,36,276,5530,954,4400,176
"VERMONT","O","Y",0.965,282,1,37,39,205,5206,1100,3963,143
"VERMONT","O","N",1,291,1,38,40,212,5394,1140,4106,148
"VERMONT","R","Y",0.98,189,4,32,9,144,3472,1519,1781,172
"VERMONT","R","N",1,193,4,33,9,147,3540,1549,1816,175
"VIRGINIA","M","Y",1,14174,250,1292,5156,7476,161299,26268,126341,8690
"VIRGINIA","O","Y",0.968,663,9,78,154,422,8425,1220,6895,310
"VIRGINIA","O","N",1,685,9,81,159,436,8700,1260,7120,320
"VIRGINIA","R","Y",1,1064,44,163,115,742,12142,3069,8359,714
"WASHINGTON","M","Y",0.999,18220,137,1985,5411,10687,218883,49668,146028,23187
"WASHINGTON","M","N",1,18222,137,1985,5412,10688,218920,49675,146054,23191
"WASHINGTON","O","Y",0.98,1215,12,198,178,827,15169,3314,10935,920
"WASHINGTON","O","N",1,1240,12,202,182,844,15481,3382,11160,939
"WASHINGTON","R","Y",1,659,13,103,44,499,9745,3475,5565,705
"WEST VIRGINIA","M","Y",0.927,3401,33,247,607,2514,24817,6716,16785,1316
"WEST VIRGINIA","M","N",1,3610,36,260,636,2678,26713,7113,18193,1407
"WEST VIRGINIA","O","Y",0.737,689,2,41,131,515,4993,982,3817,194
"WEST VIRGINIA","O","N",1,936,3,56,178,699,6776,1333,5180,263
"WEST VIRGINIA","R","Y",0.917,1206,38,66,88,1014,7979,2518,4925,536
"WEST VIRGINIA","R","N",1,1315,41,72,96,1106,8700,2746,5370,584
"WISCONSIN","M","Y",0.99,11630,123,896,4343,6268,108970,20568,81145,7257
"WISCONSIN","M","N",1,11685,123,903,4357,6302,110002,20704,82011,7287
"WISCONSIN","O","Y",0.94,1083,5,156,78,844,17383,2314,14636,433
"WISCONSIN","O","N",1,1152,5,166,83,898,18498,2462,15575,461
"WISCONSIN","R","Y",1,695,8,94,29,564,10449,3488,6477,484
"WYOMING","M","Y",1,414,4,55,53,302,4997,798,4004,195
"WYOMING","O","Y",0.97,621,12,73,16,520,6279,737,5307,235
"WYOMING","O","N",1,639,12,75,16,536,6472,760,5470,242
"WYOMING","R","Y",1,193,2,16,2,173,1408,305,1019,84
