"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Rape2","Rape3","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"TENNESSEE","M","N",1,32551,275,1997,1395,6867,23412,167463,40121,117744,9598
"TENNESSEE","O","Y",1,3154,17,189,132,331,2617,22248,4697,16671,880
"TENNESSEE","R","Y",1,2659,36,165,115,109,2349,16918,6181,9387,1350
"TEXAS","M","Y",0.999,99065,1037,8669,6616,31004,58295,789124,169961,556848,62315
"TEXAS","M","N",1,99065,1037,8669,6624,31020,58339,789928,170112,557452,62364
"TEXAS","O","Y",0.975,5852,50,663,521,625,4394,46171,11056,33426,1689
"TEXAS","O","N",1,5852,51,663,534,637,4501,47274,11325,34222,1727
"TEXAS","R","Y",0.981,3081,50,434,339,141,2406,24073,9284,13166,1623
"TEXAS","R","N",1,3081,51,434,346,144,2452,24532,9461,13417,1654
"UTAH","M","Y",0.998,5772,37,1242,879,1213,3270,79055,12209,59737,7109
"UTAH","M","N",1,5772,37,1244,879,1215,3276,79240,12237,59879,7124
"UTAH","O","Y",0.958,385,4,128,86,9,229,3537,544,2837,156
"UTAH","O","N",1,385,4,133,86,9,239,3693,568,2962,163
"UTAH","R","Y",0.971,341,8,44,29,18,261,2576,513,1890,173
"UTAH","R","N",1,341,8,45,29,19,269,2653,528,1947,178
"VERMONT","M","Y",1,257,3,40,28,31,183,5389,961,4351,77
"VERMONT","O","Y",0.999,334,1,49,34,29,255,5405,1099,4154,152
"VERMONT","O","N",1,334,1,49,34,29,255,5411,1100,4159,152
"VERMONT","R","Y",1,168,6,41,29,13,108,3075,1252,1718,105
"VIRGINIA","M","Y",0.999,14453,271,1887,1319,4311,7979,151579,22448,121447,7684
"VIRGINIA","M","N",1,14453,271,1888,1319,4312,7982,151640,22456,121497,7687
"VIRGINIA","O","Y",1,653,9,107,75,153,384,8260,1354,6645,261
"VIRGINIA","R","Y",1,1099,36,267,187,100,696,10754,2830,7336,588
"WASHINGTON","M","Y",1,18654,139,2322,1611,5615,10578,237420,52137,158431,26852
"WASHINGTON","O","Y",0.986,939,10,146,109,164,606,13153,3166,9051,936
"WASHINGTON","O","N",1,939,10,148,109,166,615,13345,3212,9183,950
"WASHINGTON","R","Y",1,560,11,103,77,38,408,7897,3004,4296,597
"WEST VIRGINIA","M","Y",0.922,3578,28,438,325,513,2350,26541,6620,18624,1297
"WEST VIRGINIA","M","N",1,3578,29,465,325,549,2535,28758,7042,20327,1389
"WEST VIRGINIA","O","Y",0.71,665,5,44,43,39,384,3272,661,2515,96
"WEST VIRGINIA","O","N",1,665,7,62,43,55,541,4609,931,3543,135
"WEST VIRGINIA","R","Y",0.882,1325,22,111,88,41,994,4979,1500,3133,346
"WEST VIRGINIA","R","N",1,1325,25,126,88,47,1127,5646,1701,3553,392
"WISCONSIN","M","Y",0.981,14019,143,1278,938,4706,7825,99613,19037,74026,6550
"WISCONSIN","M","N",1,14019,143,1278,949,4725,7873,101016,19245,75179,6592
"WISCONSIN","O","Y",0.97,1204,8,247,209,78,843,15510,2043,13132,335
"WISCONSIN","O","N",1,1204,8,247,216,80,869,15991,2106,13540,345
"WISCONSIN","R","Y",0.988,738,11,162,129,29,529,8574,2959,5170,445
"WISCONSIN","R","N",1,738,11,162,131,29,536,8681,2996,5234,451
"WYOMING","M","Y",1,376,4,40,31,30,302,4993,818,3948,227
"WYOMING","O","Y",0.971,619,4,107,80,42,452,6179,823,5102,254
"WYOMING","O","N",1,619,4,107,82,43,465,6363,847,5254,262
"WYOMING","R","Y",0.926,200,8,40,29,2,138,1346,269,995,82
"WYOMING","R","N",1,200,9,40,31,2,149,1453,290,1074,89
