"State","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"IDAHO",239.399905347697,3.27126050371585,38.5773801869341,15.5522223077123,181.999042349334,2246.61374333225,465.32172847054,1632.83692610033,148.455088761381
"ILLINOIS ",NA,NA,NA,NA,NA,NA,NA,NA,NA
"INDIANA",359.057007920622,6.07204222734855,29.0770259371318,135.61593001377,188.292009742372,3551.74368874755,777.445358844682,2447.16980754988,327.128522352987
"IOWA",295.944250457655,1.23858671045789,30.3780479812488,44.2734871155177,220.054128650431,2622.13216621623,568.947157864907,1888.94751186881,164.23749648252
"KANSAS",453.414781840205,3.87000074334632,44.4011543109542,72.9082877014717,332.235339084433,3683.03879429033,731.225329505093,2642.44346966674,309.369995118501
"KENTUCKY",299.395305066357,5.14011652834031,32.610196875277,97.7380343229032,163.906957339836,2533.47871552405,657.384807649856,1669.1399481516,206.953959722594
"LOUISIANA",733.594451595199,14.3469688353745,32.5013149446045,143.721449336387,543.024718478834,4077.37717245484,1044.04630101677,2676.3287743094,357.002097128668
"MAINE",117.97690112488,1.59428244763352,29.6840208107002,26.4954559154332,60.2031419511132,2428.77543165197,506.829981923874,1826.36442108188,95.5810286462189
"MARYLAND",641.861730075624,9.84275793721424,20.9848311174965,235.977006747896,375.057134273017,3431.5449534596,660.247930706984,2265.93458855492,505.362434197692
"MASSACHUSETTS",433.74396463014,2.87760352574551,25.4168924936076,109.402031460858,296.047437149929,2398.01230826523,553.917784361973,1610.54363146023,233.550892443026
"MICHIGAN",538.944572558249,6.7728412338983,45.6183698547342,134.023774312214,352.529587157403,3070.97568404787,751.367363000639,1899.40813102234,420.200190024897
"MINNESOTA",NA,2.26472746778164,NA,93.7377492293273,161.016937481047,3037.54537622427,574.347105871138,2219.83676266642,243.361507686708
"MISSISSIPPI",306.474565409263,7.47578302722424,36.9265624913344,108.735713099947,153.336506790757,3330.90166207762,996.44384749192,2066.73108706325,267.726727522448
"MISSOURI",505.178221782283,6.55930941271101,29.1639485827397,121.964741162914,347.490222623918,3739.50509304371,739.363760546866,2595.33240192613,404.808930570715
"MONTANA",287.592899117608,1.49772457852887,30.2709466195221,20.005520240632,235.818707678925,2765.29026195063,316.098036313037,2265.92325055405,183.268975083534
"NEBRASKA",302.361044131955,3.83423075678082,29.6788678823995,62.410841184326,206.437104308448,3161.13882567726,509.720330168949,2358.33779550629,293.080700002016
"NEVADA",750.64844144069,7.48426550120021,42.7226822360179,270.213169032916,430.228324670556,3777.83893392875,968.276849217777,1939.08743415211,870.474650558864
"NEW HAMPSHIRE",180.762747726636,1.19224222647429,44.3199504976737,34.7207004668092,100.529854535679,2063.67995073801,412.377276580358,1541.31354929582,109.989124861825
"NEW JERSEY",329.280030209811,4.37489638403301,12.0885294821965,144.47519664008,168.341407703502,2213.07587451876,431.525963858751,1528.80754140034,252.742369259675
"NEW MEXICO",664.71400597255,8.26361090144738,52.4234742288493,118.098288845918,485.928631996336,3728.72902450471,964.639973864645,2309.71068466583,454.378365974236
"NEW YORK",415.004319988814,4.16295488896814,15.1718258837537,161.529483318067,234.140055898025,1978.49423053069,336.164905783328,1496.85340253792,145.475922209438
"NORTH CAROLINA",473.14987018267,6.54490929333351,26.5360151520984,152.897180800701,287.171764936537,4123.34199672651,1209.05322113039,2601.67182683734,312.616948758781
"NORTH DAKOTA",142.57291183775,1.99944943230689,32.4450297930416,10.889563126131,97.2388694862704,1889.24522520135,338.326965019004,1408.00398364721,142.914276535134
"OHIO",374.35246709255,4.95746807689397,40.8040067408371,176.373344471671,152.217647803148,3598.87214662326,910.188938451439,2369.39570930913,319.287498862688
"OKLAHOMA",499.596938724734,6.13714698964647,43.0982529588236,93.2459315138628,357.115607262401,3526.42677609587,943.268434386158,2211.08689426083,372.071447448882
"OREGON",288.721107531096,1.96178143494863,33.5694632478667,76.8182824175817,176.371580430699,3537.24336756639,610.200025040579,2537.24871446678,389.794628059031
"PENNSYLVANIA",421.336936428965,5.92362527446825,28.0154368995237,159.083027776035,228.314846478938,2370.89857571148,453.834740365873,1701.66591880278,215.397916542829
"PUERTO RICO",226.870303610922,18.4703177173732,2.4610176079467,130.256334012354,75.6826342732475,1368.4526465961,435.371774766654,734.626441629863,198.454430199578
"RHODE ISLAND",227.257258241384,1.79612641704921,24.2004401455051,70.994259958103,130.266431720727,2622.6281677998,494.974627351035,1822.69018142767,304.963359021092
"SOUTH CAROLINA",788.300679559381,7.98600815071957,39.4536027673333,143.975021944507,596.886046696821,4271.65223475506,1025.79367195067,2859.58079355965,386.277769244748
"SOUTH DAKOTA",170.37421967109,2.15654130292951,39.0249130502661,14.3371312091648,114.85563410873,1663.14032719385,300.401865804016,1269.75039465453,92.9880667353045
"TENNESSEE",753.323320424401,6.44823971988977,35.3110154938044,179.023924918451,532.540140292256,4088.6062852633,1002.4007917204,2734.42721683416,351.778276708747
"TEXAS",511.050883052144,5.94504074239402,35.3334089493639,162.334336820739,307.438096539648,4124.4580868532,955.87162555639,2775.43346245959,393.152998837226
"UTAH",234.800822309246,2.17600964403829,34.3094539332663,53.6761390360743,144.639219695867,3500.9568905051,587.630831783317,2580.1464614918,333.179597229984
"VERMONT",124.336148977563,1.95149026649425,19.7671361007479,12.9468767510103,89.670645859311,2322.52399113346,499.878546281799,1719.48694789876,103.158496952904
"VIRGINIA",269.898200044512,5.26910741014802,22.6463550223604,99.289898515556,142.692839096447,2468.34420069668,411.201803210793,1874.75698827938,182.385409206514
"WASHINGTON",333.088580230833,2.67785419012533,40.6435290116554,93.573117753605,196.194079275447,4030.68618410552,814.765136700116,2634.29744129529,581.623606110111
"WEST VIRGINIA",277.796358816605,3.52992458926345,20.6869315725123,47.9207528052152,205.658749849614,2537.92462176411,601.674884267182,1742.55400540067,193.695732096257
"WISCONSIN",291.104776372231,3.27296765942084,21.8418547281384,97.7938694659229,168.196084518748,2838.85127421817,497.220582594834,2101.66001344102,239.970678182315
"WYOMING",239.270813043768,3.08368857555837,30.5246134947677,16.0234703831229,189.639040590319,2866.11678123806,449.074834876284,2264.8053158107,152.236630551079
