"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Rape2","Rape3","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"DELAWARE","M","Y",1,4843,56,307,220,1359,3121,26333,5023,19790,1520
"DELAWARE","R","Y",1,1,0,1,1,0,0,1,0,1,0
"DISTRICT OF COLUMBIA","M","Y",1,8214,139,532,401,3480,4063,32716,2361,27382,2973
"FLORIDA","M","Y",0.998,85184,1069,7340,5356,19854,56921,537956,95945,399765,42246
"FLORIDA","M","N",1,85327,1071,7352,5365,19889,57015,538945,96110,400513,42322
"FLORIDA","O","Y",0.943,929,10,41,29,141,737,5149,1159,3742,248
"FLORIDA","O","N",1,985,11,44,32,149,781,5459,1229,3967,263
"FLORIDA","R","Y",1,2388,29,202,131,137,2020,9408,2986,5872,550
"GEORGIA","M","Y",0.995,35058,586,2975,2159,11252,20245,261232,52059,184537,24636
"GEORGIA","M","N",1,35206,588,2986,2168,11297,20335,262449,52298,185405,24746
"GEORGIA","O","Y",0.894,2807,53,219,166,641,1894,24709,4962,18977,770
"GEORGIA","O","N",1,3132,59,238,182,717,2118,27637,5550,21226,861
"GEORGIA","R","Y",0.93,2464,32,262,165,178,1992,18309,5112,12086,1111
"GEORGIA","R","N",1,2652,34,285,178,191,2142,19684,5496,12994,1194
"HAWAII","M","Y",1,3781,21,459,343,904,2397,36333,4736,26534,5063
"HAWAII","R","N",1,636,14,160,104,90,372,6420,1281,4548,591
"IDAHO","M","Y",1,2775,28,507,378,170,2070,21858,4307,16026,1525
"IDAHO","O","Y",0.991,587,11,116,85,32,428,4583,984,3310,289
"IDAHO","O","N",1,592,11,117,86,32,432,4625,993,3340,292
"IDAHO","R","Y",1,509,10,95,65,11,393,2874,1018,1596,260
"ILLINOIS","M","Y",0.974,51812,1016,4262,3172,17372,29162,234747,41931,173922,18894
"ILLINOIS","M","N",1,52414,1022,4340,3231,17544,29508,239672,42707,177817,19148
"ILLINOIS","O","Y",0.842,2032,6,311,226,198,1517,14538,2946,11189,403
"ILLINOIS","O","N",1,2399,7,355,264,235,1802,17269,3499,13291,479
"ILLINOIS","R","Y",0.886,923,22,189,125,43,669,4755,1580,2924,251
"ILLINOIS","R","N",1,1041,25,213,140,48,755,5365,1783,3299,283
"INDIANA","M","Y",0.84,22873,370,1868,1400,6857,13778,134126,26691,95363,12072
"INDIANA","M","N",1,24435,396,2068,1546,7126,14845,148420,29206,105936,13278
"INDIANA","O","Y",0.627,774,7,110,81,100,557,9245,1381,7357,507
"INDIANA","O","N",1,1236,11,178,134,159,888,14740,2202,11730,808
"INDIANA","R","Y",0.6,694,19,143,98,27,505,5158,1613,3158,387
"INDIANA","R","N",1,1174,32,255,171,45,842,8599,2689,5265,645
"IOWA","M","Y",0.988,6150,50,884,658,969,4247,46230,9808,32675,3747
"IOWA","M","N",1,6192,50,891,663,971,4280,46504,9882,32856,3766
"IOWA","O","Y",0.974,2094,13,239,175,162,1680,14370,3350,10238,782
"IOWA","O","N",1,2151,13,246,181,166,1726,14760,3441,10516,803
"IOWA","R","Y",0.975,748,8,107,75,11,622,4026,1665,1957,404
"IOWA","R","N",1,767,8,110,78,11,638,4127,1707,2006,414
"KANSAS","M","Y",0.979,8227,85,887,659,1451,5804,56252,9453,41266,5533
"KANSAS","M","N",1,8310,86,898,666,1460,5866,57021,9579,41845,5597
"KANSAS","O","Y",0.953,1973,11,328,239,178,1456,16659,3234,12498,927
"KANSAS","O","N",1,2068,12,341,251,187,1528,17483,3394,13116,973
"KANSAS","R","Y",0.928,633,12,68,50,22,531,3583,1290,1953,340
"KANSAS","R","N",1,682,13,73,54,24,572,3863,1391,2105,367
"KENTUCKY","M","Y",1,7859,176,879,659,2911,3893,73569,14192,51591,7786
"KENTUCKY","O","Y",1,959,14,195,141,298,452,13676,2835,9932,909
"KENTUCKY","R","Y",1,1490,70,567,374,160,693,9913,3807,4915,1191
"LOUISIANA","M","Y",0.991,22991,497,1631,1198,5198,15665,134283,29366,95483,9434
"LOUISIANA","M","N",1,23135,499,1639,1205,5220,15777,135537,29581,96462,9494
"LOUISIANA","O","Y",0.916,1611,19,75,54,246,1271,10561,2695,7523,343
"LOUISIANA","O","N",1,1758,21,82,61,268,1387,11525,2941,8210,374
"LOUISIANA","R","Y",0.97,1560,33,92,60,85,1350,7106,2081,4568,457
"LOUISIANA","R","N",1,1609,34,95,62,88,1392,7324,2145,4708,471
"MAINE","M","Y",1,1003,8,225,171,198,572,13743,2404,10881,458
"MAINE","O","Y",1,396,7,116,82,53,220,5404,839,4416,149
"MAINE","R","Y",1,249,5,71,47,15,158,2765,760,1837,168
"MARYLAND","M","Y",0.881,25972,459,1525,1103,9635,14353,121542,21943,88677,10922
"MARYLAND","M","N",1,28003,477,1711,1235,10222,15593,134419,24001,98686,11732
"MARYLAND","O","Y",1,246,3,24,17,58,161,1823,325,1451,47
"MARYLAND","R","Y",1,151,1,21,14,9,120,1203,366,782,55
"MASSACHUSETTS","M","Y",0.976,24834,128,2026,1512,5265,17415,102464,18439,76183,7842
"MASSACHUSETTS","M","N",1,25319,129,2070,1547,5344,17776,104725,18841,77877,8007
"MASSACHUSETTS","O","Y",0.849,300,4,49,37,18,229,1370,299,1028,43
"MASSACHUSETTS","O","N",1,353,5,57,44,21,270,1614,352,1211,51
"MASSACHUSETTS","R","Y",1,5,0,1,1,0,4,0,0,0,0
"MICHIGAN","M","Y",0.998,40537,568,5310,3900,6971,27688,165035,34569,111303,19163
"MICHIGAN","M","N",1,40579,568,5317,3905,6979,27715,165307,34612,111510,19185
"MICHIGAN","O","Y",0.916,1474,7,501,356,71,895,10647,1272,9051,324
"MICHIGAN","O","N",1,1611,8,548,390,78,977,11623,1389,9880,354
"MICHIGAN","R","Y",0.987,3339,22,1244,809,62,2011,12526,3521,8376,629
"MICHIGAN","R","N",1,3382,22,1260,819,63,2037,12690,3567,8486,637
"MINNESOTA","M","Y",1,11636,84,1891,1409,3610,6051,99694,15244,76823,7627
"MINNESOTA","O","Y",1,1071,9,265,194,93,704,11809,1529,9732,548
"MINNESOTA","R","Y",1,687,8,192,128,25,462,6253,1833,3867,553
"MISSISSIPPI","M","Y",0.817,3304,103,382,280,1188,1631,33547,7390,23892,2265
"MISSISSIPPI","M","N",1,3732,111,431,316,1298,1892,39162,8556,28063,2543
"MISSISSIPPI","O","Y",0.454,1171,34,154,115,376,607,12437,3562,8431,444
"MISSISSIPPI","O","N",1,2602,75,360,273,829,1338,27419,7853,18587,979
"MISSISSIPPI","R","Y",0.363,718,19,151,99,98,450,5856,2518,3047,291
"MISSISSIPPI","R","N",1,2049,52,486,316,270,1241,16151,6945,8404,802
"MISSOURI","M","Y",0.999,26940,474,2151,1593,6269,18046,138969,24543,98114,16312
"MISSOURI","M","N",1,26941,474,2151,1593,6269,18047,138978,24544,98121,16313
"MISSOURI","O","Y",0.993,2434,32,239,177,240,1923,21155,3641,16533,981
"MISSOURI","O","N",1,2450,32,240,178,242,1936,21296,3665,16643,988
"MISSOURI","R","Y",1,2253,31,163,113,59,2000,10275,3501,5780,994
"MONTANA","M","Y",0.999,1306,7,185,137,172,942,13377,1823,10180,1374
"MONTANA","M","N",1,1307,7,185,137,172,943,13392,1824,10193,1375
"MONTANA","O","Y",1,1335,11,242,177,68,1014,7694,938,6096,660
"MONTANA","R","Y",0.989,1186,18,150,99,26,992,6818,1160,4957,701
"MONTANA","R","N",1,1198,18,151,100,26,1003,6890,1172,5010,708
"NEBRASKA","M","Y",0.992,4383,43,719,539,877,2744,32557,4432,24021,4104
"NEBRASKA","M","N",1,4398,43,723,543,878,2754,32713,4451,24143,4119
"NEBRASKA","O","Y",0.935,794,4,188,135,55,547,7716,1329,6011,376
"NEBRASKA","O","N",1,848,4,200,145,59,585,8249,1421,6426,402
"NEBRASKA","R","Y",0.905,275,2,64,43,8,201,1992,518,1289,185
"NEBRASKA","R","N",1,304,2,71,50,9,222,2201,572,1425,204
"NEVADA","M","Y",1,19133,209,1616,1211,6292,11016,71672,17652,41249,12771
"NEVADA","O","Y",1,311,5,49,35,21,236,1308,327,875,106
"NEVADA","R","Y",1,492,10,68,46,27,387,3067,871,1893,303
"NEW HAMPSHIRE","M","Y",0.99,1721,10,340,249,327,1044,11923,1580,9793,550
"NEW HAMPSHIRE","M","N",1,1733,10,343,252,329,1051,12030,1594,9881,555
"NEW HAMPSHIRE","O","Y",0.894,749,5,200,143,85,459,6996,1117,5624,255
"NEW HAMPSHIRE","O","N",1,839,6,224,161,95,514,7829,1250,6294,285
"NEW HAMPSHIRE","R","Y",0.936,61,1,14,9,3,43,313,111,173,29
"NEW HAMPSHIRE","R","N",1,65,1,15,10,3,46,335,119,185,31
"NEW JERSEY","M","Y",1,21914,372,1453,1089,8984,11105,138152,25284,101540,11328
"NEW MEXICO","M","Y",0.993,10595,90,1053,782,2402,7050,61466,12212,39082,10172
"NEW MEXICO","M","N",1,10643,90,1059,786,2406,7088,61774,12273,39287,10214
"NEW MEXICO","O","Y",0.969,2628,34,273,205,290,2031,16171,3615,11494,1062
"NEW MEXICO","O","N",1,2710,35,281,211,299,2095,16682,3729,11857,1096
"NEW MEXICO","R","Y",0.929,1177,13,173,112,30,961,3228,1188,1638,402
"NEW MEXICO","R","N",1,1266,14,186,120,32,1034,3475,1279,1763,433
"NEW YORK","M","Y",0.994,71419,610,5218,3864,22032,43559,283107,35538,233778,13791
"NEW YORK","M","N",1,71584,612,5246,3884,22074,43652,284602,35733,235018,13851
"NEW YORK","O","Y",0.981,1297,13,311,227,180,793,11126,1927,8971,228
"NEW YORK","O","N",1,1324,13,318,233,184,809,11344,1965,9147,232
"NEW YORK","R","Y",1,1377,5,696,452,58,618,9235,2123,6803,309
"NORTH CAROLINA","M","Y",0.976,30341,486,2259,1673,8030,19566,216973,51738,152826,12409
"NORTH CAROLINA","M","N",1,30715,492,2290,1699,8110,19823,220854,52773,155488,12593
"NORTH CAROLINA","O","Y",0.88,3418,67,240,179,771,2340,26745,7093,18539,1113
"NORTH CAROLINA","O","N",1,3870,76,258,196,876,2660,30403,8063,21075,1265
"NORTH CAROLINA","R","Y",0.953,3032,105,286,182,333,2308,25253,10714,13160,1379
"NORTH CAROLINA","R","N",1,3184,110,301,191,350,2423,26508,11246,13814,1448
"NORTH DAKOTA","M","Y",1,1119,8,214,160,136,761,10363,1820,7562,981
"NORTH DAKOTA","O","Y",0.998,591,5,86,64,36,464,5022,934,3441,647
"NORTH DAKOTA","O","N",1,592,5,86,64,36,465,5033,936,3449,648
"NORTH DAKOTA","R","Y",1,192,2,42,32,9,139,2006,487,1184,335
"OHIO","M","Y",0.916,30462,574,4474,3337,11543,13871,237037,53589,165991,17457
"OHIO","M","N",1,31626,592,4731,3534,11914,14389,253645,56493,178994,18158
"OHIO","O","Y",0.811,1463,25,381,282,334,723,24090,4632,18826,632
"OHIO","O","N",1,1806,31,471,353,412,892,29716,5714,23222,780
"OHIO","R","Y",0.947,1365,29,363,238,187,786,15145,4427,10028,690
"OHIO","R","N",1,1445,31,387,254,197,830,15996,4676,10591,729
"OKLAHOMA","M","Y",0.999,13864,196,1577,1179,2824,9267,86883,20696,56351,9836
"OKLAHOMA","M","N",1,13866,196,1577,1179,2824,9269,86913,20702,56372,9839
"OKLAHOMA","O","Y",0.999,2714,28,324,238,311,2051,22843,5563,15775,1505
"OKLAHOMA","O","N",1,2716,28,324,238,311,2053,22863,5568,15789,1506
"OKLAHOMA","R","Y",0.913,974,19,126,84,25,804,6631,2587,3304,740
"OKLAHOMA","R","N",1,1066,21,138,92,27,880,7261,2833,3618,810
"OREGON","M","Y",0.987,9177,71,1459,1076,2110,5537,102894,13568,77779,11547
"OREGON","M","N",1,9278,72,1483,1095,2129,5594,104098,13706,78729,11663
"OREGON","O","Y",0.946,730,10,131,95,113,476,11246,1732,8766,748
"OREGON","O","N",1,770,11,137,100,119,503,11884,1830,9264,790
"OREGON","R","Y",0.733,567,22,68,45,22,455,3930,975,2413,542
"OREGON","R","N",1,782,30,101,66,30,621,5363,1330,3293,740
"PENNSYLVANIA","M","Y",0.991,37232,626,3535,2632,11996,21075,203086,31518,159219,12349
"PENNSYLVANIA","M","N",1,37394,627,3543,2639,12038,21186,204598,31708,160485,12405
"PENNSYLVANIA","O","Y",0.959,1552,10,140,106,162,1240,9060,1378,7434,248
"PENNSYLVANIA","O","N",1,1609,10,137,103,169,1293,9449,1437,7753,259
"PENNSYLVANIA","R","Y",1,1444,24,753,491,119,548,8748,2375,5990,383
"PUERTO RICO","M","Y",1,7362,650,160,121,3155,3397,34107,7907,22453,3747
"PUERTO RICO","O","Y",1,281,29,9,7,46,197,1094,344,710,40
"RHODE ISLAND","M","Y",1,2489,28,420,314,539,1502,19978,3787,14611,1580
"RHODE ISLAND","R","Y",1,35,1,22,14,1,11,80,1,63,16
"SOUTH CAROLINA","M","Y",0.997,20864,303,2009,1453,3488,15064,135853,26498,97150,12205
"SOUTH CAROLINA","M","N",1,20933,303,2016,1459,3500,15114,136379,26574,97566,12239
"SOUTH CAROLINA","O","Y",0.972,1737,33,147,106,300,1257,10856,2309,8097,450
"SOUTH CAROLINA","O","N",1,1787,34,151,109,309,1293,11166,2375,8328,463
"SOUTH CAROLINA","R","Y",0.992,2158,29,218,142,224,1687,13274,3994,8072,1208
"SOUTH CAROLINA","R","N",1,2176,29,220,143,226,1701,13383,4027,8138,1218
"SOUTH DAKOTA","M","Y",0.993,1732,15,309,228,211,1197,10354,1798,7560,996
"SOUTH DAKOTA","M","N",1,1735,15,309,228,211,1200,10384,1802,7584,998
"SOUTH DAKOTA","O","Y",0.946,1584,6,152,113,52,1374,5254,839,4042,373
"SOUTH DAKOTA","O","N",1,1673,6,159,119,55,1453,5554,887,4273,394
"SOUTH DAKOTA","R","Y",0.782,168,5,33,25,5,125,940,243,611,86
"SOUTH DAKOTA","R","N",1,213,6,41,32,6,160,1203,311,782,110
"TENNESSEE","M","Y",1,36002,435,2261,1679,7403,25903,154421,31772,110354,12295
"TENNESSEE","O","Y",1,3326,25,244,177,290,2767,20509,3890,15469,1150
"TENNESSEE","R","Y",1,2769,26,209,135,120,2414,14905,4650,8581,1674
"TEXAS","M","Y",0.997,112094,1382,12022,8912,32508,66182,708595,132040,511044,65511
"TEXAS","M","N",1,112275,1382,12049,8935,32551,66293,710123,132303,512191,65629
"TEXAS","O","Y",0.966,5470,44,682,497,596,4148,38585,8950,27759,1876
"TEXAS","O","N",1,5656,46,708,519,614,4288,39863,9250,28677,1936
"TEXAS","R","Y",0.989,3077,49,604,400,150,2274,18758,7110,10173,1475
"TEXAS","R","N",1,3111,50,610,404,152,2299,18961,7187,10283,1491
"UTAH","M","Y",0.994,6695,63,1370,1010,1499,3763,83517,11726,62970,8821
"UTAH","M","N",1,6721,63,1375,1014,1505,3778,83912,11789,63255,8868
"UTAH","O","Y",0.903,320,2,81,59,20,217,3185,483,2508,194
"UTAH","O","N",1,354,2,90,66,22,240,3529,535,2779,215
"UTAH","R","Y",0.955,317,7,53,34,13,244,2498,489,1718,291
"UTAH","R","N",1,332,7,55,36,14,256,2617,512,1800,305
"VERMONT","M","Y",1,439,7,74,53,54,304,4894,747,4058,89
"VERMONT","O","Y",1,322,1,62,42,40,219,3607,585,2937,85
"VERMONT","R","Y",1,228,6,42,29,12,168,2101,771,1222,108
"VIRGINIA","M","Y",1,16236,406,2236,1628,4572,9022,141037,17122,114954,8961
"VIRGINIA","O","Y",0.999,848,23,147,104,140,538,6736,918,5560,258
"VIRGINIA","O","N",1,849,23,147,104,140,539,6745,919,5568,258
"VIRGINIA","R","Y",1,1217,55,354,233,91,717,8630,1977,6084,569
"WASHINGTON","M","Y",0.999,20475,172,2786,2054,5467,12050,235805,44545,160783,30477
"WASHINGTON","M","N",1,20475,172,2786,2054,5467,12050,235814,44546,160790,30478
"WASHINGTON","O","Y",0.978,983,7,195,140,151,630,12608,2593,8804,1211
"WASHINGTON","O","N",1,1004,7,199,144,154,644,12894,2652,9004,1238
"WASHINGTON","R","Y",1,544,16,92,61,30,406,5945,1982,3393,570
"WEST VIRGINIA","M","Y",0.899,4030,50,427,309,564,2989,26592,6775,18050,1767
"WEST VIRGINIA","M","N",1,4334,52,460,335,597,3225,29486,7377,20151,1958
"WEST VIRGINIA","O","Y",0.59,388,2,28,21,34,324,1898,314,1491,93
"WEST VIRGINIA","O","N",1,648,3,37,28,58,550,3220,533,2529,158
"WEST VIRGINIA","R","Y",0.937,1476,24,150,99,61,1241,4481,1304,2809,368
"WEST VIRGINIA","R","N",1,1575,26,160,105,65,1324,4781,1391,2997,393
"WISCONSIN","M","Y",0.99,15475,205,1532,1145,4603,9135,89637,15331,65137,9169
"WISCONSIN","M","N",1,15515,205,1541,1152,4608,9161,90113,15411,65509,9193
"WISCONSIN","O","Y",0.996,1250,14,251,184,66,919,14410,1741,12298,371
"WISCONSIN","O","N",1,1254,14,251,184,66,923,14471,1748,12350,373
"WISCONSIN","R","Y",1,910,10,187,122,32,681,7136,2266,4478,392
"WYOMING","M","Y",1,413,8,59,43,30,316,5020,866,3739,415
"WYOMING","O","Y",0.957,635,10,112,81,26,487,5091,645,4167,279
"WYOMING","O","N",1,663,10,117,86,27,509,5321,674,4355,292
"WYOMING","R","Y",0.884,314,2,26,19,2,284,989,204,703,82
"WYOMING","R","N",1,354,2,29,21,2,321,1119,231,795,93
