"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"TEXAS","O","Y",0.99,6415,53,602,822,4938,48597,12499,33922,2176
"TEXAS","O","N",1,6459,54,607,825,4973,48949,12595,34166,2188
"TEXAS","R","Y",1,3202,68,319,174,2641,23394,8713,12853,1828
"UTAH","M","Y",0.999,5609,38,805,1384,3382,85111,13323,64931,6857
"UTAH","M","N",1,5613,38,806,1385,3384,85175,13333,64980,6862
"UTAH","O","Y",0.873,230,0,41,23,166,3797,642,2983,172
"UTAH","O","N",1,263,0,47,26,190,4349,735,3417,197
"UTAH","R","Y",0.883,171,1,35,9,126,2074,542,1412,120
"UTAH","R","N",1,194,1,40,10,143,2349,614,1599,136
"VERMONT","M","Y",1,398,1,58,57,282,7476,1444,5781,251
"VERMONT","O","Y",1,277,1,37,22,217,5166,878,4125,163
"VERMONT","R","Y",0.98,166,15,31,10,110,3068,1118,1782,168
"VERMONT","R","N",1,169,15,32,10,112,3129,1140,1818,171
"VIRGINIA","M","Y",1,17875,298,1519,7080,8978,175420,27532,135850,12038
"VIRGINIA","O","Y",0.996,770,19,77,180,494,8164,1266,6608,290
"VIRGINIA","O","N",1,773,19,77,181,496,8194,1271,6632,291
"VIRGINIA","R","Y",1,1234,51,162,176,845,12020,3190,7900,930
"WASHINGTON","M","Y",0.999,19960,176,2275,6124,11385,219008,45450,146886,26672
"WASHINGTON","M","N",1,19979,176,2278,6130,11395,219273,45498,147072,26703
"WASHINGTON","O","Y",0.946,1017,5,200,153,659,15529,3118,11604,807
"WASHINGTON","O","N",1,1075,5,211,162,697,16412,3295,12264,853
"WASHINGTON","R","Y",1,637,11,139,55,432,10463,3685,6003,775
"WEST VIRGINIA","M","Y",0.914,2858,36,237,640,1945,27658,6591,19162,1905
"WEST VIRGINIA","M","N",1,3055,38,252,675,2090,29975,7089,20824,2062
"WEST VIRGINIA","O","Y",0.789,543,5,23,100,415,5442,971,4239,232
"WEST VIRGINIA","O","N",1,688,6,29,127,526,6901,1231,5376,294
"WEST VIRGINIA","R","Y",0.894,1095,14,72,78,931,8699,2455,5486,758
"WEST VIRGINIA","R","N",1,1225,16,81,87,1041,9731,2746,6137,848
"WISCONSIN","M","Y",1,13691,123,897,5034,7637,125692,21883,93482,10327
"WISCONSIN","O","Y",0.999,1010,10,101,63,836,18548,2337,15668,543
"WISCONSIN","O","N",1,1011,10,101,63,837,18558,2338,15677,543
"WISCONSIN","R","Y",1,719,13,122,29,555,10877,3258,6969,650
"WYOMING","M","Y",1,379,4,65,51,259,5916,912,4708,296
"WYOMING","O","Y",0.979,635,4,85,32,514,6741,907,5549,285
"WYOMING","O","N",1,649,4,87,33,525,6888,927,5670,291
"WYOMING","R","Y",1,208,2,28,2,176,1670,345,1199,126
