"State","Area","Actual","Percentage","ViolentCrime","Murderandnonnegligentmanslaughter","Forciblerape","Robbery","Aggravatedassault","PropertyCrime","Burglary","Larcenytheft","Motorvehicletheft"
"KENTUCKY","O","N",1,1097,18,190,421,468,16788,3907,12282,599
"KENTUCKY","R","Y",0.919,1384,70,443,196,675,14515,6577,6787,1151
"KENTUCKY","R","N",1,1505,76,482,213,734,15788,7154,7382,1252
"LOUISIANA","M","Y",0.979,17520,460,882,4318,11860,123646,32645,82758,8243
"LOUISIANA","M","N",1,17866,463,901,4367,12135,126541,33258,84924,8359
"LOUISIANA","O","Y",0.831,3127,21,126,455,2525,17319,5364,11397,558
"LOUISIANA","O","N",1,3762,25,152,547,3038,20837,6454,13712,671
"LOUISIANA","R","Y",0.958,3119,21,172,284,2642,17218,5481,10911,826
"LOUISIANA","R","N",1,3258,22,180,297,2759,17979,5723,11393,863
"MAINE","M","Y",1,971,16,209,336,410,20151,4066,15473,612
"MAINE","O","Y",1,421,2,118,53,248,8263,1580,6519,164
"MAINE","R","Y",1,229,6,62,25,136,4520,1713,2593,214
"MARYLAND","M","Y",1,30535,417,1179,10857,18082,164703,34509,112457,17737
"MARYLAND","O","Y",1,498,3,24,121,350,4034,846,3092,96
"MARYLAND","R","Y",1,587,10,24,76,477,4314,1187,2909,218
"MASSACHUSETTS","M","Y",0.991,30236,208,1720,6832,21476,151787,37290,103166,11331
"MASSACHUSETTS","M","N",1,30439,208,1733,6868,21630,153055,37606,104035,11414
"MASSACHUSETTS","O","Y",1,113,2,12,6,93,848,160,649,39
"MASSACHUSETTS","R","Y",1,1,0,0,0,1,2,1,1,0
"MICHIGAN","M","Y",0.985,44042,533,3515,11202,28792,228343,64196,138346,25801
"MICHIGAN","M","N",1,44410,535,3557,11284,29034,231532,64890,140589,26053
"MICHIGAN","O","Y",0.827,1405,9,340,126,930,15419,2380,12628,411
"MICHIGAN","O","N",1,1659,11,402,148,1098,18378,2826,15061,491
"MICHIGAN","R","Y",0.946,2263,20,676,58,1509,17310,5822,10722,766
"MICHIGAN","R","N",1,2391,21,714,61,1595,18291,6152,11330,809
"MINNESOTA","M","Y",0.996,NA,89,NA,3288,5816,112030,19286,85447,7297
"MINNESOTA","M","N",1,NA,89,NA,3294,5830,112526,19352,85856,7318
"MINNESOTA","O","Y",0.996,NA,3,NA,70,842,13670,2076,11009,585
"MINNESOTA","O","N",1,NA,3,NA,70,845,13724,2084,11053,587
"MINNESOTA","R","Y",0.982,NA,4,NA,24,548,9997,2925,6402,670
"MINNESOTA","R","N",1,NA,4,NA,24,558,10181,2979,6520,682
"MISSISSIPPI","M","Y",0.898,3693,83,428,1665,1517,43229,13289,26685,3255
"MISSISSIPPI","M","N",1,3898,89,466,1706,1637,46144,14194,28488,3462
"MISSISSIPPI","O","Y",0.857,1977,50,205,649,1073,23184,8073,14229,882
"MISSISSIPPI","O","N",1,2308,58,239,758,1253,27065,9424,16611,1030
"MISSISSIPPI","R","Y",0.607,1091,37,135,191,728,9326,4143,4656,527
"MISSISSIPPI","R","N",1,1797,61,222,315,1199,15365,6826,7671,868
"MISSOURI","M","Y",0.999,22830,353,1189,5837,15451,164192,35093,114672,14427
"MISSOURI","M","N",1,22835,353,1189,5838,15455,164263,35106,114725,14432
"MISSOURI","O","Y",0.984,2475,22,139,245,2069,24153,4594,18743,816
"MISSOURI","O","N",1,2515,22,141,249,2103,24554,4670,19054,830
"MISSOURI","R","Y",0.992,1887,45,101,45,1696,11505,4233,6489,783
"MISSOURI","R","N",1,1902,45,102,45,1710,11597,4267,6541,789
"MONTANA","M","Y",1,787,8,66,97,616,12170,1711,9758,701
"MONTANA","O","Y",0.985,945,8,151,41,745,7107,955,5731,421
"MONTANA","O","N",1,959,8,153,42,756,7213,969,5817,427
"MONTANA","R","Y",0.982,930,10,100,18,802,5683,957,4335,391
"MONTANA","R","N",1,947,10,102,18,817,5786,974,4414,398
"NEBRASKA","M","Y",0.981,3920,40,413,945,2522,33263,5491,24844,2928
"NEBRASKA","M","N",1,3944,40,415,946,2543,33561,5560,25052,2949
"NEBRASKA","O","Y",0.942,837,9,196,67,565,11230,1784,9002,444
"NEBRASKA","O","N",1,889,10,208,71,600,11924,1894,9559,471
"NEBRASKA","R","Y",0.799,216,3,39,6,168,2666,697,1814,155
"NEBRASKA","R","N",1,271,4,49,8,210,3336,872,2270,194
"NEVADA","M","Y",1,16860,149,884,5215,10612,69956,20645,39512,9799
"NEVADA","O","Y",1,250,0,28,27,195,1512,448,974,90
"NEVADA","R","Y",1,731,9,53,56,613,3464,1133,2035,296
"NEW HAMPSHIRE","M","Y",0.917,1426,9,226,327,864,16408,3144,12660,604
"NEW HAMPSHIRE","M","N",1,1490,9,238,339,904,17349,3309,13402,638
"NEW HAMPSHIRE","O","Y",0.897,592,4,144,99,345,9966,1791,7891,284
"NEW HAMPSHIRE","O","N",1,660,4,161,110,385,11111,1997,8797,317
"NEW HAMPSHIRE","R","Y",0.03,15,0,3,1,11,91,9,80,2
"NEW HAMPSHIRE","R","N",1,48,0,13,2,33,322,135,174,13
"NEW JERSEY","M","Y",1,27055,371,981,11818,13885,183042,38732,128754,15556
"NEW MEXICO","M","Y",0.997,8012,74,600,1303,6035,49468,13823,31439,4206
"NEW MEXICO","M","N",1,8034,74,601,1304,6055,49602,13855,31532,4215
"NEW MEXICO","O","Y",0.976,3150,49,251,262,2588,16592,4931,10962,699
"NEW MEXICO","O","N",1,3226,50,257,268,2651,16993,5050,11227,716
"NEW MEXICO","R","Y",0.946,820,17,95,40,668,3924,1996,1629,299
"NEW MEXICO","R","N",1,866,18,100,42,706,4147,2109,1722,316
"NEW YORK","M","Y",0.996,73208,842,2412,28113,41841,343968,57773,266598,19597
"NEW YORK","M","N",1,73319,843,2417,28153,41906,345218,57967,267615,19636
"NEW YORK","O","Y",0.976,1527,15,169,232,1111,16774,3143,13294,337
"NEW YORK","O","N",1,1564,15,173,238,1138,17185,3220,13620,345
"NEW YORK","R","Y",1,1094,8,181,82,823,13758,3786,9520,452
"NORTH CAROLINA","M","Y",0.976,24673,314,1441,7575,15343,232547,68270,150510,13767
"NORTH CAROLINA","M","N",1,25045,319,1467,7648,15611,237265,69684,153567,14014
"NORTH CAROLINA","O","Y",0.902,4523,64,213,1201,3045,41005,11567,27920,1518
"NORTH CAROLINA","O","N",1,5002,71,236,1327,3368,45356,12796,30882,1678
"NORTH CAROLINA","R","Y",0.941,4337,81,292,598,3366,43400,19027,21908,2465
"NORTH CAROLINA","R","N",1,4606,86,310,635,3575,46098,20210,23270,2618
"NORTH DAKOTA","M","Y",1,746,3,127,64,552,7191,1117,5657,417
"NORTH DAKOTA","O","Y",0.942,642,4,82,23,533,3365,553,2511,301
"NORTH DAKOTA","O","N",1,681,4,87,24,566,3573,587,2666,320
"NORTH DAKOTA","R","Y",0.973,83,3,22,2,56,1101,255,727,119
"NORTH DAKOTA","R","N",1,86,3,23,2,58,1131,262,747,122
"OHIO","M","Y",0.953,32775,443,3115,15572,13645,309593,90562,200027,19004
"OHIO","M","N",1,33470,445,3217,15835,13973,321443,93031,208990,19422
"OHIO","O","Y",0.812,1376,14,256,415,691,28006,5777,21569,660
"OHIO","O","N",1,1694,17,315,511,851,34497,7116,26568,813
"OHIO","R","Y",0.912,1096,13,152,121,810,16821,5814,10202,805
"OHIO","R","N",1,1202,14,167,133,888,18441,6374,11184,883
"OKLAHOMA","M","Y",1,13598,145,1034,2964,9455,92843,27301,57313,8229
"OKLAHOMA","O","Y",0.993,3235,32,282,341,2580,27021,7010,18743,1268
"OKLAHOMA","O","N",1,3259,32,284,344,2599,27225,7063,18884,1278
"OKLAHOMA","R","Y",1,1130,18,132,29,951,8058,3112,4263,683
"OREGON","M","Y",0.964,7960,59,944,2127,4830,91148,14508,68989,7651
"OREGON","M","N",1,8138,61,970,2157,4950,93185,14920,70469,7796
"OREGON","O","Y",0.867,891,11,146,167,567,13419,2389,10497,533
"OREGON","O","N",1,1028,13,168,193,654,15481,2756,12110,615
"OREGON","R","Y",0.75,367,13,57,30,267,5072,1471,3225,376
"OREGON","R","N",1,489,17,76,40,356,6762,1961,4300,501
"PENNSYLVANIA","M","Y",0.993,42240,601,2768,15878,22993,241670,46958,179314,15398
"PENNSYLVANIA","M","N",1,42396,601,2777,15919,23099,243093,47187,180455,15451
"PENNSYLVANIA","O","Y",0.967,2294,20,198,285,1791,18609,3536,14520,553
"PENNSYLVANIA","O","N",1,2373,21,205,295,1852,19241,3656,15013,572
"PENNSYLVANIA","R","Y",1,1745,35,433,148,1129,13689,4328,8715,646
"RHODE ISLAND","M","Y",1,2696,28,296,780,1592,26831,6121,18367,2343
"RHODE ISLAND","R","Y",1,5,1,0,0,4,79,0,23,56
"SOUTH CAROLINA","M","Y",0.999,20477,197,1155,3920,15205,137670,33747,93517,10406
"SOUTH CAROLINA","M","N",1,20503,197,1156,3924,15226,137869,33784,93669,10416
"SOUTH CAROLINA","O","Y",0.977,2868,20,118,527,2203,15111,3738,10766,607
"SOUTH CAROLINA","O","N",1,2934,20,121,539,2254,15463,3825,11017,621
"SOUTH CAROLINA","R","Y",1,4211,63,189,519,3440,27075,8547,16368,2160
"SOUTH DAKOTA","M","Y",0.969,1071,7,222,120,722,9286,1953,6904,429
"SOUTH DAKOTA","M","N",1,1086,7,225,120,734,9443,1988,7019,436
"SOUTH DAKOTA","O","Y",0.897,840,7,122,25,686,4076,746,3068,262
"SOUTH DAKOTA","O","N",1,936,8,136,28,764,4542,831,3419,292
"SOUTH DAKOTA","R","Y",0.791,130,6,23,5,96,867,286,528,53
"SOUTH DAKOTA","R","N",1,164,8,29,6,121,1097,362,668,67
"TENNESSEE","M","Y",1,32181,286,1763,7715,22417,180615,48939,119713,11963
"TENNESSEE","O","Y",1,3681,27,203,486,2965,27889,6527,20222,1140
"TENNESSEE","R","Y",1,3059,44,172,165,2678,23628,8769,13127,1732
"TEXAS","M","Y",0.998,103798,1148,6687,31949,64014,877796,206229,606955,64612
"TEXAS","M","N",1,103914,1149,6698,31976,64091,879209,206519,607994,64696
"TEXAS","O","Y",0.994,6040,35,515,694,4796,47412,12370,33335,1707
"TEXAS","O","N",1,6060,35,517,695,4813,47559,12415,33436,1708
"TEXAS","R","Y",0.998,3250,65,406,172,2607,24421,9641,13165,1615
"TEXAS","R","N",1,3257,65,407,172,2613,24478,9663,13196,1619
"UTAH","M","Y",0.999,5438,46,857,1246,3289,81528,13644,62207,5677
"UTAH","M","N",1,5438,46,857,1246,3289,81540,13646,62216,5678
"UTAH","O","Y",0.882,246,5,55,17,169,3746,672,2927,147
"UTAH","O","N",1,279,6,62,19,192,4247,762,3318,167
"UTAH","R","Y",0.883,144,1,26,3,114,1849,538,1219,92
"UTAH","R","N",1,162,1,29,3,129,2093,609,1380,104
"VERMONT","M","Y",1,312,2,49,39,222,5926,1055,4696,175
"VERMONT","O","Y",0.967,338,0,44,32,262,4902,951,3836,115
"VERMONT","O","N",1,349,0,45,33,271,5067,983,3965,119
"VERMONT","R","Y",0.981,151,5,37,2,107,3224,1302,1778,144
"VERMONT","R","N",1,154,5,38,2,109,3288,1328,1813,147
"VIRGINIA","M","Y",1,15474,315,1299,5395,8465,167152,26536,131063,9553
"VIRGINIA","O","Y",1,624,14,83,144,383,8018,1155,6624,239
"VIRGINIA","R","Y",1,989,40,150,118,681,11026,2938,7332,756
"WASHINGTON","M","Y",0.999,19171,134,2223,5626,11188,221822,47788,150317,23717
"WASHINGTON","M","N",1,19173,134,2223,5627,11189,221862,47795,150346,23721
"WASHINGTON","O","Y",0.982,1247,4,217,215,811,16829,3625,12113,1091
"WASHINGTON","O","N",1,1270,4,221,219,826,17139,3692,12336,1111
"WASHINGTON","R","Y",1,658,14,118,83,443,10252,3677,5678,897
"WEST VIRGINIA","M","Y",0.925,3342,30,213,556,2543,24407,6275,16713,1419
"WEST VIRGINIA","M","N",1,3566,32,227,581,2726,26450,6725,18203,1522
"WEST VIRGINIA","O","Y",0.78,727,9,39,114,565,5497,1125,4203,169
"WEST VIRGINIA","O","N",1,932,12,50,146,724,7043,1441,5385,217
"WEST VIRGINIA","R","Y",0.927,1235,17,71,94,1053,7419,2400,4443,576
"WEST VIRGINIA","R","N",1,1332,18,77,101,1136,8007,2590,4795,622
"WISCONSIN","M","Y",0.999,12205,139,907,4389,6770,112702,20423,85114,7165
"WISCONSIN","M","N",1,12205,139,907,4389,6770,112705,20423,85117,7165
"WISCONSIN","O","Y",0.974,1141,7,146,91,897,18939,2621,15890,428
"WISCONSIN","O","N",1,1171,7,150,93,921,19436,2690,16307,439
"WISCONSIN","R","Y",0.988,757,9,128,22,598,10341,3410,6404,527
"WISCONSIN","R","N",1,766,9,130,22,605,10471,3453,6484,534
"WYOMING","M","Y",1,328,3,51,47,227,5637,849,4534,254
"WYOMING","O","Y",0.981,578,4,87,20,467,6456,895,5322,239
"WYOMING","O","N",1,589,4,89,20,476,6581,912,5425,244
"WYOMING","R","Y",1,187,1,24,9,153,1656,388,1175,93
